DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-06-26 00:00:00;0;16;2;1;2;1;15;12;0;0
2020-06-26 00:15:00;0;18;1;1;1;1;24;10;0;0
2020-06-26 00:30:00;0;10;1;0;1;2;13;10;0;0
2020-06-26 00:45:00;0;14;0;0;1;3;14;6;1;1
2020-06-26 01:00:00;0;13;0;0;0;0;14;7;1;0
2020-06-26 01:15:00;0;15;1;0;0;0;10;5;0;0
2020-06-26 01:30:00;0;8;0;1;0;2;17;3;0;0
2020-06-26 01:45:00;0;14;0;0;2;0;8;1;1;1
2020-06-26 02:00:00;0;12;0;1;1;1;10;1;0;0
2020-06-26 02:15:00;0;7;1;1;1;0;9;3;0;0
2020-06-26 02:30:00;0;7;0;0;0;0;7;5;0;0
2020-06-26 02:45:00;0;10;0;0;1;0;12;4;0;0
2020-06-26 03:00:00;0;4;0;0;0;0;4;4;0;0
2020-06-26 03:15:00;0;8;0;0;0;1;4;2;0;0
2020-06-26 03:30:00;0;3;0;0;0;1;13;5;0;0
2020-06-26 03:45:00;0;8;1;0;1;3;10;2;0;0
2020-06-26 04:00:00;0;11;0;0;0;2;6;4;0;0
2020-06-26 04:15:00;0;11;0;1;1;4;13;5;0;1
2020-06-26 04:30:00;0;14;0;0;0;8;9;11;1;0
2020-06-26 04:45:00;0;18;2;1;0;16;25;8;1;1
2020-06-26 05:00:00;0;30;0;0;1;58;43;27;4;2
2020-06-26 05:15:00;0;38;2;3;5;107;70;64;1;3
2020-06-26 05:30:00;0;68;2;7;11;147;80;127;9;11
2020-06-26 05:45:00;0;95;16;40;41;140;49;87;12;19
2020-06-26 06:00:00;0;124;18;52;58;70;66;73;8;11
2020-06-26 06:15:00;0;99;9;16;23;114;47;94;12;16
2020-06-26 06:30:00;0;108;3;9;14;170;82;147;25;34
2020-06-26 06:45:00;0;94;3;10;5;164;59;127;16;23
2020-06-26 07:00:00;0;89;6;14;7;127;65;144;16;17
2020-06-26 07:15:00;0;90;4;15;11;118;66;148;11;11
2020-06-26 07:30:00;0;107;14;15;11;125;98;178;19;18
2020-06-26 07:45:00;0;116;9;9;8;122;83;159;20;21
2020-06-26 08:00:00;0;100;5;14;12;117;90;126;13;13
2020-06-26 08:15:00;0;107;6;12;9;107;68;126;4;7
2020-06-26 08:30:00;0;89;5;14;11;81;85;126;10;6
2020-06-26 08:45:00;0;112;5;7;10;62;72;138;10;4
2020-06-26 09:00:00;0;93;11;5;13;49;82;116;7;8
2020-06-26 09:15:00;0;89;7;12;10;41;81;103;8;6
2020-06-26 09:30:00;0;114;11;13;12;34;81;134;9;5
2020-06-26 09:45:00;0;106;10;9;6;40;77;118;7;3
2020-06-26 10:00:00;0;111;7;10;19;49;85;125;8;5
2020-06-26 10:15:00;0;99;11;15;12;34;88;119;8;1
2020-06-26 10:30:00;0;121;5;13;11;38;88;120;12;7
2020-06-26 10:45:00;0;133;7;18;17;45;80;118;8;8
2020-06-26 11:00:00;0;137;15;16;21;58;92;123;12;8
2020-06-26 11:15:00;0;141;10;12;17;54;93;114;8;11
2020-06-26 11:30:00;0;123;9;23;26;41;79;118;18;9
2020-06-26 11:45:00;0;141;11;17;28;45;95;139;12;10
2020-06-26 12:00:00;0;150;22;49;51;51;92;135;12;4
2020-06-26 12:15:00;0;152;13;33;36;44;104;147;10;1
2020-06-26 12:30:00;0;166;36;40;54;33;99;106;12;5
2020-06-26 12:45:00;0;149;20;41;39;44;102;145;7;10
2020-06-26 13:00:00;0;156;16;47;45;61;95;157;15;6
2020-06-26 13:15:00;0;146;19;30;35;66;91;151;8;9
2020-06-26 13:30:00;0;152;19;28;37;116;120;179;7;9
2020-06-26 13:45:00;0;164;26;31;37;120;129;209;11;7
2020-06-26 14:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 14:15:00;0;185;32;83;88;30;97;138;8;3
2020-06-26 14:30:00;0;194;31;85;95;28;115;135;15;5
2020-06-26 14:45:00;0;187;25;47;62;19;115;149;10;4
2020-06-26 15:00:00;0;170;12;49;56;27;125;160;5;1
2020-06-26 15:15:00;0;184;13;48;60;23;95;140;5;2
2020-06-26 15:30:00;0;156;17;30;40;21;101;134;4;3
2020-06-26 15:45:00;0;167;11;34;37;19;115;165;9;3
2020-06-26 16:00:00;0;148;5;29;41;21;106;114;7;3
2020-06-26 16:15:00;0;156;11;30;30;11;98;132;14;6
2020-06-26 16:30:00;0;138;16;30;36;24;102;141;12;3
2020-06-26 16:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-26 17:00:00;0;140;8;13;21;24;103;137;13;3
2020-06-26 17:15:00;0;125;5;20;28;25;104;143;6;0
2020-06-26 17:30:00;0;138;8;17;19;20;82;134;9;3
2020-06-26 17:45:00;0;130;8;18;19;15;105;133;5;2
2020-06-26 18:00:00;0;137;6;16;20;16;95;122;3;2
2020-06-26 18:15:00;0;134;3;9;8;12;119;121;5;1
2020-06-26 18:30:00;0;110;1;4;14;14;80;118;8;4
2020-06-26 18:45:00;0;119;3;8;10;14;90;116;6;3
2020-06-26 19:00:00;0;135;7;7;10;12;91;111;5;1
2020-06-26 19:15:00;0;90;6;5;6;15;93;109;8;4
2020-06-26 19:30:00;0;107;1;7;8;9;81;97;7;2
2020-06-26 19:45:00;0;85;1;5;7;15;94;89;10;4
2020-06-26 20:00:00;0;90;3;8;7;11;69;70;5;3
2020-06-26 20:15:00;0;89;3;9;6;11;70;81;5;1
2020-06-26 20:30:00;0;76;1;0;8;29;64;75;8;3
2020-06-26 20:45:00;0;101;4;5;2;54;74;86;13;3
2020-06-26 21:00:00;0;73;4;4;6;99;93;119;10;9
2020-06-26 21:15:00;0;78;4;7;7;154;86;106;4;2
2020-06-26 21:30:00;0;59;10;18;21;87;66;77;7;7
2020-06-26 21:45:00;0;84;6;42;48;21;63;50;8;5
2020-06-26 22:00:00;0;109;14;65;64;12;44;42;1;1
2020-06-26 22:15:00;0;85;8;16;16;9;48;52;3;2
2020-06-26 22:30:00;0;57;4;9;9;9;36;43;2;2
2020-06-26 22:45:00;0;35;2;3;3;5;40;32;4;3
2020-06-26 23:00:00;0;35;1;3;2;9;33;18;0;0
2020-06-26 23:15:00;0;52;5;2;2;4;29;27;1;0
2020-06-26 23:30:00;0;24;0;1;0;0;14;20;5;2
2020-06-26 23:45:00;0;31;1;1;4;3;31;25;2;2
