DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-02-24 00:00:00;0;0;1;2;4
2020-02-24 00:15:00;5;2;3;3;1
2020-02-24 00:30:00;0;0;0;2;4
2020-02-24 00:45:00;0;0;1;2;3
2020-02-24 01:00:00;0;0;0;1;1
2020-02-24 01:15:00;2;0;1;0;1
2020-02-24 01:30:00;1;0;0;1;0
2020-02-24 01:45:00;3;0;0;4;0
2020-02-24 02:00:00;0;0;0;0;1
2020-02-24 02:15:00;1;0;0;0;0
2020-02-24 02:30:00;2;0;0;2;1
2020-02-24 02:45:00;4;0;0;1;0
2020-02-24 03:00:00;0;0;1;2;1
2020-02-24 03:15:00;3;0;0;0;2
2020-02-24 03:30:00;1;1;0;0;3
2020-02-24 03:45:00;0;0;0;0;0
2020-02-24 04:00:00;4;0;0;0;1
2020-02-24 04:15:00;2;0;0;1;1
2020-02-24 04:30:00;1;0;2;1;1
2020-02-24 04:45:00;1;0;1;2;5
2020-02-24 05:00:00;0;0;0;3;3
2020-02-24 05:15:00;6;0;1;3;5
2020-02-24 05:30:00;6;1;1;9;14
2020-02-24 05:45:00;10;2;2;6;11
2020-02-24 06:00:00;14;3;1;16;16
2020-02-24 06:15:00;22;3;5;19;18
2020-02-24 06:30:00;26;4;7;27;24
2020-02-24 06:45:00;40;3;7;15;30
2020-02-24 07:00:00;31;8;4;15;44
2020-02-24 07:15:00;47;8;9;27;46
2020-02-24 07:30:00;46;16;13;25;59
2020-02-24 07:45:00;41;10;12;28;51
2020-02-24 08:00:00;58;13;11;34;37
2020-02-24 08:15:00;42;11;8;26;42
2020-02-24 08:30:00;42;19;10;24;47
2020-02-24 08:45:00;36;20;8;30;49
2020-02-24 09:00:00;29;11;15;24;53
2020-02-24 09:15:00;19;9;17;27;39
2020-02-24 09:30:00;32;14;20;25;59
2020-02-24 09:45:00;35;11;17;35;44
2020-02-24 10:00:00;44;15;10;30;58
2020-02-24 10:15:00;41;7;11;26;53
2020-02-24 10:30:00;43;21;20;39;54
2020-02-24 10:45:00;40;14;25;33;57
2020-02-24 11:00:00;34;12;18;32;54
2020-02-24 11:15:00;39;16;8;24;57
2020-02-24 11:30:00;47;14;21;34;62
2020-02-24 11:45:00;39;14;23;32;57
2020-02-24 12:00:00;24;5;17;25;50
2020-02-24 12:15:00;39;5;17;24;52
2020-02-24 12:30:00;21;12;21;35;42
2020-02-24 12:45:00;42;8;24;26;65
2020-02-24 13:00:00;41;4;16;35;60
2020-02-24 13:15:00;44;9;13;23;43
2020-02-24 13:30:00;37;14;16;25;57
2020-02-24 13:45:00;30;20;17;23;52
2020-02-24 14:00:00;29;9;18;32;69
2020-02-24 14:15:00;43;14;20;34;57
2020-02-24 14:30:00;40;14;19;26;65
2020-02-24 14:45:00;43;12;18;30;68
2020-02-24 15:00:00;45;17;24;29;79
2020-02-24 15:15:00;45;13;16;31;52
2020-02-24 15:30:00;41;10;19;34;56
2020-02-24 15:45:00;31;6;22;39;85
2020-02-24 16:00:00;50;8;22;27;86
2020-02-24 16:15:00;50;11;24;42;64
2020-02-24 16:30:00;56;12;20;34;80
2020-02-24 16:45:00;43;18;21;41;77
2020-02-24 17:00:00;48;6;18;33;85
2020-02-24 17:15:00;48;7;20;32;90
2020-02-24 17:30:00;39;7;17;32;63
2020-02-24 17:45:00;32;3;21;26;58
2020-02-24 18:00:00;38;10;17;24;81
2020-02-24 18:15:00;55;5;25;29;43
2020-02-24 18:30:00;28;7;20;20;51
2020-02-24 18:45:00;31;7;16;14;39
2020-02-24 19:00:00;24;3;8;19;51
2020-02-24 19:15:00;36;4;8;18;53
2020-02-24 19:30:00;30;10;8;15;49
2020-02-24 19:45:00;17;3;15;18;37
2020-02-24 20:00:00;18;4;6;11;31
2020-02-24 20:15:00;20;2;8;14;41
2020-02-24 20:30:00;21;6;5;12;26
2020-02-24 20:45:00;17;1;1;11;18
2020-02-24 21:00:00;17;4;6;23;22
2020-02-24 21:15:00;11;1;5;10;15
2020-02-24 21:30:00;19;1;3;5;9
2020-02-24 21:45:00;16;0;3;5;19
2020-02-24 22:00:00;26;3;4;15;16
2020-02-24 22:15:00;14;1;3;13;11
2020-02-24 22:30:00;17;0;1;10;9
2020-02-24 22:45:00;11;1;1;11;10
2020-02-24 23:00:00;11;2;5;3;6
2020-02-24 23:15:00;2;1;1;2;4
2020-02-24 23:30:00;1;1;0;3;4
2020-02-24 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
