DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-04-16 00:00:00;1;0;0;0;1
2020-04-16 00:15:00;3;2;3;2;1
2020-04-16 00:30:00;1;1;0;0;2
2020-04-16 00:45:00;0;0;0;0;0
2020-04-16 01:00:00;1;0;0;0;1
2020-04-16 01:15:00;0;0;0;0;0
2020-04-16 01:30:00;0;0;0;0;1
2020-04-16 01:45:00;0;0;0;0;0
2020-04-16 02:00:00;0;0;2;1;0
2020-04-16 02:15:00;0;0;0;0;1
2020-04-16 02:30:00;0;0;0;0;1
2020-04-16 02:45:00;1;0;0;2;0
2020-04-16 03:00:00;0;0;0;0;0
2020-04-16 03:15:00;0;0;0;0;0
2020-04-16 03:30:00;0;0;0;0;1
2020-04-16 03:45:00;2;0;0;0;1
2020-04-16 04:00:00;1;1;0;1;0
2020-04-16 04:15:00;0;0;0;3;0
2020-04-16 04:30:00;0;0;0;0;2
2020-04-16 04:45:00;2;0;0;0;1
2020-04-16 05:00:00;4;0;0;0;1
2020-04-16 05:15:00;3;0;3;3;3
2020-04-16 05:30:00;5;1;1;4;6
2020-04-16 05:45:00;11;0;1;7;10
2020-04-16 06:00:00;16;4;1;7;6
2020-04-16 06:15:00;22;4;1;14;26
2020-04-16 06:30:00;18;4;5;12;18
2020-04-16 06:45:00;21;2;6;18;34
2020-04-16 07:00:00;22;6;3;15;24
2020-04-16 07:15:00;28;8;4;6;27
2020-04-16 07:30:00;33;7;6;11;39
2020-04-16 07:45:00;30;9;8;19;26
2020-04-16 08:00:00;30;8;9;18;36
2020-04-16 08:15:00;19;4;8;9;26
2020-04-16 08:30:00;23;10;4;14;33
2020-04-16 08:45:00;20;6;10;15;34
2020-04-16 09:00:00;21;10;5;15;26
2020-04-16 09:15:00;22;7;10;19;28
2020-04-16 09:30:00;24;7;10;17;26
2020-04-16 09:45:00;25;11;10;14;29
2020-04-16 10:00:00;22;9;9;19;25
2020-04-16 10:15:00;22;14;1;14;28
2020-04-16 10:30:00;30;10;7;13;37
2020-04-16 10:45:00;31;7;10;13;43
2020-04-16 11:00:00;28;11;9;18;24
2020-04-16 11:15:00;15;4;5;13;25
2020-04-16 11:30:00;24;10;13;21;27
2020-04-16 11:45:00;23;4;11;20;35
2020-04-16 12:00:00;24;6;10;12;43
2020-04-16 12:15:00;19;7;7;21;42
2020-04-16 12:30:00;17;6;12;30;39
2020-04-16 12:45:00;20;6;11;18;34
2020-04-16 13:00:00;24;7;11;15;43
2020-04-16 13:15:00;28;7;6;12;42
2020-04-16 13:30:00;35;5;16;17;31
2020-04-16 13:45:00;26;7;6;22;35
2020-04-16 14:00:00;21;9;10;20;38
2020-04-16 14:15:00;19;4;6;20;34
2020-04-16 14:30:00;27;13;12;22;35
2020-04-16 14:45:00;22;6;10;18;40
2020-04-16 15:00:00;29;7;9;13;35
2020-04-16 15:15:00;37;9;8;22;48
2020-04-16 15:30:00;29;8;15;23;45
2020-04-16 15:45:00;21;7;14;18;39
2020-04-16 16:00:00;30;6;7;11;47
2020-04-16 16:15:00;32;12;7;20;34
2020-04-16 16:30:00;28;9;20;19;46
2020-04-16 16:45:00;33;7;12;28;43
2020-04-16 17:00:00;31;8;11;22;55
2020-04-16 17:15:00;33;8;9;25;58
2020-04-16 17:30:00;34;5;13;27;38
2020-04-16 17:45:00;20;7;16;550;44
2020-04-16 18:00:00;29;5;13;94;35
2020-04-16 18:15:00;25;3;13;550;20
2020-04-16 18:30:00;21;7;14;15;35
2020-04-16 18:45:00;11;7;11;508;19
2020-04-16 19:00:00;17;7;15;15;19
2020-04-16 19:15:00;14;4;4;8;24
2020-04-16 19:30:00;12;3;3;16;17
2020-04-16 19:45:00;13;4;5;6;16
2020-04-16 20:00:00;13;6;7;10;11
2020-04-16 20:15:00;14;3;2;6;19
2020-04-16 20:30:00;12;3;5;12;9
2020-04-16 20:45:00;7;4;0;10;10
2020-04-16 21:00:00;11;6;6;6;10
2020-04-16 21:15:00;4;2;2;6;7
2020-04-16 21:30:00;8;2;0;2;10
2020-04-16 21:45:00;7;0;3;4;6
2020-04-16 22:00:00;6;2;3;7;4
2020-04-16 22:15:00;2;0;3;2;3
2020-04-16 22:30:00;3;0;0;1;4
2020-04-16 22:45:00;3;0;0;3;5
2020-04-16 23:00:00;2;2;5;6;5
2020-04-16 23:15:00;0;0;2;1;1
2020-04-16 23:30:00;2;1;0;2;3
2020-04-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
