DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2020-06-01 00:00:00;15;9;5;1;2;9;4;0;1
2020-06-01 00:15:00;8;9;7;1;1;6;3;1;2
2020-06-01 00:30:00;7;7;6;2;0;5;6;0;1
2020-06-01 00:45:00;17;12;8;4;4;6;6;0;1
2020-06-01 01:00:00;5;10;6;4;3;11;7;1;2
2020-06-01 01:15:00;6;8;5;3;2;2;1;0;1
2020-06-01 01:30:00;5;5;3;2;1;3;2;1;2
2020-06-01 01:45:00;5;4;4;1;0;5;4;1;1
2020-06-01 02:00:00;11;7;8;2;2;6;1;1;1
2020-06-01 02:15:00;3;7;6;4;2;5;2;1;0
2020-06-01 02:30:00;8;6;3;1;1;3;2;0;0
2020-06-01 02:45:00;6;6;2;1;0;3;2;0;1
2020-06-01 03:00:00;2;9;7;2;1;5;1;0;0
2020-06-01 03:15:00;4;5;4;1;1;4;3;0;0
2020-06-01 03:30:00;3;2;2;1;2;4;1;0;1
2020-06-01 03:45:00;1;2;3;0;0;4;1;0;0
2020-06-01 04:00:00;6;6;3;1;1;2;1;0;0
2020-06-01 04:15:00;0;4;5;3;3;5;3;0;0
2020-06-01 04:30:00;2;3;1;1;0;2;0;0;0
2020-06-01 04:45:00;4;1;1;1;0;1;3;0;0
2020-06-01 05:00:00;3;2;3;0;0;5;1;2;1
2020-06-01 05:15:00;3;5;5;1;1;1;3;1;1
2020-06-01 05:30:00;6;3;5;0;0;6;6;0;0
2020-06-01 05:45:00;8;5;3;1;1;6;4;1;1
2020-06-01 06:00:00;4;3;0;1;0;3;0;0;0
2020-06-01 06:15:00;5;8;6;1;0;10;2;0;0
2020-06-01 06:30:00;4;5;5;2;1;6;5;0;1
2020-06-01 06:45:00;3;2;4;0;0;8;5;0;1
2020-06-01 07:00:00;6;5;5;3;2;18;6;0;4
2020-06-01 07:15:00;10;3;8;0;0;13;6;1;3
2020-06-01 07:30:00;12;12;15;4;1;16;10;3;4
2020-06-01 07:45:00;10;7;10;2;1;8;7;3;7
2020-06-01 08:00:00;9;8;6;0;0;16;11;4;4
2020-06-01 08:15:00;8;8;15;4;0;19;12;4;10
2020-06-01 08:30:00;10;10;13;5;1;23;14;5;6
2020-06-01 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 09:00:00;19;11;12;4;6;22;12;6;10
2020-06-01 09:15:00;14;15;25;6;8;33;29;1;6
2020-06-01 09:30:00;19;17;20;6;10;40;25;4;6
2020-06-01 09:45:00;24;35;39;5;8;43;25;9;7
2020-06-01 10:00:00;23;23;27;8;11;48;27;4;9
2020-06-01 10:15:00;25;33;27;7;7;53;34;9;11
2020-06-01 10:30:00;25;25;28;7;7;60;25;10;20
2020-06-01 10:45:00;37;39;32;7;10;46;29;7;19
2020-06-01 11:00:00;45;38;40;11;8;73;40;11;13
2020-06-01 11:15:00;37;33;37;7;12;59;27;6;12
2020-06-01 11:30:00;39;37;34;12;14;62;45;11;17
2020-06-01 11:45:00;54;49;42;17;13;57;39;10;18
2020-06-01 12:00:00;38;35;40;9;14;63;39;4;22
2020-06-01 12:15:00;46;35;26;6;9;58;25;7;14
2020-06-01 12:30:00;53;46;39;8;8;49;38;8;14
2020-06-01 12:45:00;39;50;35;7;11;55;38;65;12
2020-06-01 13:00:00;47;57;48;13;19;60;40;9;13
2020-06-01 13:15:00;52;63;52;23;10;53;50;9;18
2020-06-01 13:30:00;52;62;49;17;12;60;51;10;16
2020-06-01 13:45:00;51;68;41;18;21;64;35;13;12
2020-06-01 14:00:00;62;70;47;13;13;49;58;11;10
2020-06-01 14:15:00;47;42;39;13;13;63;46;12;13
2020-06-01 14:30:00;73;71;48;17;13;84;42;12;19
2020-06-01 14:45:00;64;74;50;14;15;77;44;26;12
2020-06-01 15:00:00;59;40;37;13;9;60;41;5;9
2020-06-01 15:15:00;48;67;54;21;11;68;55;11;14
2020-06-01 15:30:00;79;61;52;17;10;68;53;18;17
2020-06-01 15:45:00;54;57;35;13;17;61;45;5;13
2020-06-01 16:00:00;53;67;36;12;18;63;42;11;12
2020-06-01 16:15:00;70;63;48;21;12;63;44;12;11
2020-06-01 16:30:00;72;70;44;15;13;67;54;4;15
2020-06-01 16:45:00;71;60;62;20;11;75;59;12;13
2020-06-01 17:00:00;71;84;48;21;13;83;40;8;10
2020-06-01 17:15:00;83;71;52;13;15;71;54;14;19
2020-06-01 17:30:00;75;77;47;14;12;83;40;15;17
2020-06-01 17:45:00;65;63;47;18;16;59;44;13;16
2020-06-01 18:00:00;65;75;51;14;11;59;51;12;23
2020-06-01 18:15:00;69;72;60;10;10;68;51;16;19
2020-06-01 18:30:00;59;78;41;9;9;58;41;11;8
2020-06-01 18:45:00;64;60;31;15;14;57;44;6;18
2020-06-01 19:00:00;61;66;42;18;11;55;53;12;15
2020-06-01 19:15:00;67;69;43;18;13;53;45;9;19
2020-06-01 19:30:00;68;70;35;11;11;48;36;12;21
2020-06-01 19:45:00;61;68;37;21;13;51;26;12;13
2020-06-01 20:00:00;59;64;70;16;14;56;35;9;19
