DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-01-13 00:00:00;6;2;1;0;0;4;1;4;0;2;0
2020-01-13 00:15:00;12;4;4;0;0;9;2;9;1;2;0
2020-01-13 00:30:00;0;0;0;0;0;7;3;7;1;1;0
2020-01-13 00:45:00;4;2;1;0;0;5;8;5;0;3;0
2020-01-13 01:00:00;6;0;1;0;0;3;0;3;1;3;0
2020-01-13 01:15:00;1;2;0;0;0;0;2;0;0;0;0
2020-01-13 01:30:00;4;2;2;0;0;4;10;4;7;4;0
2020-01-13 01:45:00;3;0;0;0;0;2;3;2;0;2;0
2020-01-13 02:00:00;2;0;0;0;0;1;0;1;1;3;0
2020-01-13 02:15:00;8;0;0;0;0;3;3;2;0;2;0
2020-01-13 02:30:00;2;2;2;0;0;7;0;7;2;3;0
2020-01-13 02:45:00;4;1;1;0;0;3;1;3;1;1;0
2020-01-13 03:00:00;3;3;2;0;0;4;4;4;2;6;0
2020-01-13 03:15:00;3;2;0;0;0;2;1;2;0;2;0
2020-01-13 03:30:00;7;1;1;0;0;4;1;4;3;0;0
2020-01-13 03:45:00;7;3;2;0;0;5;3;5;3;4;0
2020-01-13 04:00:00;6;1;0;0;0;4;3;4;0;0;0
2020-01-13 04:15:00;12;1;1;0;0;3;0;3;4;4;0
2020-01-13 04:30:00;12;0;0;0;0;11;1;11;0;3;0
2020-01-13 04:45:00;20;3;3;0;0;12;3;12;2;6;0
2020-01-13 05:00:00;44;5;3;0;1;20;3;21;0;3;0
2020-01-13 05:15:00;43;5;4;0;0;23;4;24;2;4;0
2020-01-13 05:30:00;84;3;2;0;0;37;9;37;4;9;0
2020-01-13 05:45:00;92;4;4;0;1;37;8;36;3;6;0
2020-01-13 06:00:00;97;7;4;0;0;38;7;38;7;3;0
2020-01-13 06:15:00;112;3;0;0;0;62;4;62;6;3;0
2020-01-13 06:30:00;149;4;2;0;0;81;3;81;3;4;0
2020-01-13 06:45:00;212;3;1;0;1;72;13;72;1;4;0
