DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2021-01-04 00:00:00;1;0;3;0;0;0;0;0;0
2021-01-04 00:15:00;2;3;5;0;0;0;0;0;0
2021-01-04 00:30:00;4;4;5;1;1;0;0;0;0
2021-01-04 00:45:00;4;1;3;0;0;0;0;0;0
2021-01-04 01:00:00;2;1;5;0;0;0;0;0;0
2021-01-04 01:15:00;2;2;4;0;0;0;0;0;0
2021-01-04 01:30:00;0;2;3;0;0;0;0;0;0
2021-01-04 01:45:00;6;4;5;0;0;0;0;0;0
2021-01-04 02:00:00;5;1;2;0;0;0;0;0;0
2021-01-04 02:15:00;5;3;2;1;1;0;0;0;0
2021-01-04 02:30:00;4;2;4;0;0;0;0;0;0
2021-01-04 02:45:00;4;5;5;1;1;0;0;0;0
2021-01-04 03:00:00;5;4;6;0;0;0;0;0;0
2021-01-04 03:15:00;4;4;6;0;0;0;0;0;0
2021-01-04 03:30:00;0;4;9;0;0;0;0;0;0
2021-01-04 03:45:00;6;1;2;0;0;0;0;0;0
2021-01-04 04:00:00;4;3;4;0;0;0;0;0;0
2021-01-04 04:15:00;6;1;8;0;0;0;0;0;0
2021-01-04 04:30:00;10;2;14;0;0;0;0;0;0
2021-01-04 04:45:00;11;0;16;0;0;0;0;0;0
2021-01-04 05:00:00;18;8;22;0;0;0;0;0;0
2021-01-04 05:15:00;25;9;34;0;0;0;0;0;0
2021-01-04 05:30:00;20;5;52;1;1;0;0;0;0
2021-01-04 05:45:00;13;9;53;0;0;0;0;0;0
2021-01-04 06:00:00;35;6;47;1;1;0;0;0;0
2021-01-04 06:15:00;40;14;67;1;1;0;0;0;0
2021-01-04 06:30:00;41;7;88;1;1;0;0;0;0
2021-01-04 06:45:00;32;18;84;0;0;0;0;0;0
2021-01-04 07:00:00;41;12;85;1;1;0;0;0;0
2021-01-04 07:15:00;53;25;94;1;1;0;0;0;0
2021-01-04 07:30:00;63;27;137;1;1;0;0;0;0
2021-01-04 07:45:00;51;33;131;1;1;0;0;0;0
2021-01-04 08:00:00;42;21;90;3;2;0;0;0;0
2021-01-04 08:15:00;51;45;113;2;2;1;0;0;0
2021-01-04 08:30:00;55;33;136;1;1;0;0;0;0
2021-01-04 08:45:00;67;47;114;2;1;1;0;0;0
2021-01-04 09:00:00;65;41;114;2;2;2;0;0;0
2021-01-04 09:15:00;84;38;142;1;1;1;0;0;0
2021-01-04 09:30:00;72;53;154;1;1;0;0;0;0
2021-01-04 09:45:00;78;46;170;1;1;1;0;0;0
2021-01-04 10:00:00;96;45;159;2;2;1;0;0;0
2021-01-04 10:15:00;88;62;155;2;2;0;0;0;0
2021-01-04 10:30:00;179;48;170;1;1;1;0;0;0
2021-01-04 10:45:00;107;55;166;2;2;3;0;0;0
