DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-01-10 00:00:00;0;0;0;0;0;0;0;0
2020-01-10 00:15:00;1;4;1;0;0;0;0;0
2020-01-10 00:30:00;0;0;0;0;0;0;0;0
2020-01-10 00:45:00;0;0;0;0;0;0;0;0
2020-01-10 01:00:00;0;0;0;0;0;0;0;0
2020-01-10 01:15:00;0;2;0;0;0;0;0;0
2020-01-10 01:30:00;0;4;1;1;0;0;0;0
2020-01-10 01:45:00;0;0;2;1;0;0;0;0
2020-01-10 02:00:00;0;2;0;0;0;0;0;0
2020-01-10 02:15:00;0;0;0;0;0;0;0;0
2020-01-10 02:30:00;0;0;0;0;0;0;0;0
2020-01-10 02:45:00;0;0;0;0;0;0;0;0
2020-01-10 03:00:00;0;1;3;2;0;0;0;0
2020-01-10 03:15:00;0;0;0;0;0;0;0;0
2020-01-10 03:30:00;0;0;0;0;0;0;0;0
2020-01-10 03:45:00;0;0;0;0;0;0;0;0
2020-01-10 04:00:00;0;0;1;1;0;0;0;0
2020-01-10 04:15:00;0;0;0;0;0;0;0;0
2020-01-10 04:30:00;0;1;0;0;0;0;0;0
2020-01-10 04:45:00;0;1;0;0;0;0;0;0
2020-01-10 05:00:00;2;3;9;2;0;0;0;0
2020-01-10 05:15:00;1;16;26;3;3;0;0;0
2020-01-10 05:30:00;2;18;20;9;2;0;0;0
2020-01-10 05:45:00;5;16;43;1;4;0;0;0
2020-01-10 06:00:00;2;11;29;0;6;0;0;0
2020-01-10 06:15:00;3;20;55;4;6;0;0;0
2020-01-10 06:30:00;3;26;104;11;13;0;0;0
2020-01-10 06:45:00;4;31;98;5;10;0;0;0
2020-01-10 07:00:00;4;19;69;9;12;0;0;0
2020-01-10 07:15:00;1;18;64;5;9;0;0;0
2020-01-10 07:30:00;4;26;79;13;10;0;3;0
2020-01-10 07:45:00;11;24;93;17;10;0;0;0
2020-01-10 08:00:00;5;24;82;14;12;0;0;0
2020-01-10 08:15:00;3;15;72;9;12;0;0;0
2020-01-10 08:30:00;7;28;63;6;4;0;1;0
2020-01-10 08:45:00;2;24;42;5;10;0;0;0
2020-01-10 09:00:00;3;23;35;7;13;0;0;0
2020-01-10 09:15:00;2;11;29;6;9;0;0;0
2020-01-10 09:30:00;8;17;6;4;6;0;0;0
2020-01-10 09:45:00;4;25;23;7;10;0;0;0
2020-01-10 10:00:00;3;21;17;5;8;0;0;0
2020-01-10 10:15:00;2;9;19;7;9;0;1;0
2020-01-10 10:30:00;4;17;9;6;9;0;0;0
2020-01-10 10:45:00;4;14;16;7;10;0;1;0
2020-01-10 11:00:00;3;24;15;4;10;0;1;0
2020-01-10 11:15:00;3;32;21;2;9;3;1;0
2020-01-10 11:30:00;3;17;25;7;14;0;3;0
2020-01-10 11:45:00;5;23;32;4;13;0;1;0
2020-01-10 12:00:00;4;31;43;12;16;0;3;0
2020-01-10 12:15:00;2;36;50;2;11;0;1;1
2020-01-10 12:30:00;2;47;29;4;10;0;0;0
2020-01-10 12:45:00;8;53;33;10;15;0;0;0
2020-01-10 13:00:00;16;108;26;7;9;0;0;0
2020-01-10 13:15:00;9;82;20;2;10;0;2;0
2020-01-10 13:30:00;4;44;21;2;8;0;0;0
2020-01-10 13:45:00;10;56;37;9;16;0;0;0
2020-01-10 14:00:00;5;64;34;9;15;0;0;0
2020-01-10 14:15:00;3;58;13;5;25;0;0;0
2020-01-10 14:30:00;5;61;8;4;25;0;0;0
2020-01-10 14:45:00;3;67;25;3;23;0;0;0
2020-01-10 15:00:00;4;105;37;3;16;2;0;0
2020-01-10 15:15:00;10;161;24;3;26;0;0;1
2020-01-10 15:30:00;5;72;18;13;23;0;0;0
2020-01-10 15:45:00;5;59;13;3;20;0;0;0
2020-01-10 16:00:00;1;56;10;3;12;0;0;0
2020-01-10 16:15:00;1;50;14;2;4;0;0;0
2020-01-10 16:30:00;0;45;14;3;12;0;0;0
2020-01-10 16:45:00;2;58;6;4;11;0;0;0
2020-01-10 17:00:00;4;25;8;4;11;0;0;0
2020-01-10 17:15:00;7;45;11;2;14;0;0;0
2020-01-10 17:30:00;2;25;15;6;6;0;0;0
2020-01-10 17:45:00;1;22;16;4;8;0;0;0
2020-01-10 18:00:00;2;30;9;4;6;0;0;0
2020-01-10 18:15:00;2;22;7;1;8;0;0;0
2020-01-10 18:30:00;2;19;8;3;4;0;0;0
2020-01-10 18:45:00;0;18;12;2;4;0;0;0
2020-01-10 19:00:00;1;11;2;1;5;0;0;0
2020-01-10 19:15:00;0;11;7;2;1;0;0;0
2020-01-10 19:30:00;0;4;3;0;0;0;0;0
2020-01-10 19:45:00;0;6;3;2;1;0;0;0
2020-01-10 20:00:00;0;13;10;0;0;0;0;0
2020-01-10 20:15:00;0;7;8;1;1;0;0;0
2020-01-10 20:30:00;0;15;5;0;1;0;0;0
2020-01-10 20:45:00;1;5;9;1;0;0;0;0
2020-01-10 21:00:00;0;17;6;0;0;0;0;0
2020-01-10 21:15:00;0;4;6;1;0;0;0;0
2020-01-10 21:30:00;2;8;4;0;1;0;0;0
2020-01-10 21:45:00;2;8;4;0;4;0;0;0
2020-01-10 22:00:00;2;15;3;0;3;0;0;0
2020-01-10 22:15:00;1;8;3;1;2;0;0;0
2020-01-10 22:30:00;0;3;3;1;1;0;0;0
2020-01-10 22:45:00;0;3;3;0;0;0;0;0
2020-01-10 23:00:00;0;5;0;0;0;0;0;0
2020-01-10 23:15:00;0;0;0;2;0;0;0;0
2020-01-10 23:30:00;0;2;5;1;0;0;0;0
2020-01-10 23:45:00;0;1;1;1;0;0;0;0
