DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-02-20 00:00:00;1;0;1;0;4;9;3;0;4;2;5;3;10;16;11;2;0;0;21;0;0;0;0;0
2020-02-20 00:15:00;2;7;6;1;2;12;8;2;8;3;5;0;12;24;15;1;0;0;30;0;0;0;0;0
2020-02-20 00:30:00;0;2;7;3;0;10;3;3;3;6;7;6;3;8;8;0;0;0;30;0;0;0;0;0
2020-02-20 00:45:00;4;2;2;1;2;6;4;0;3;2;4;3;5;12;8;0;0;0;30;0;0;0;0;0
2020-02-20 01:00:00;0;0;2;1;1;9;4;1;5;1;1;3;10;12;3;0;0;0;37;0;0;0;0;0
2020-02-20 01:15:00;2;0;2;0;0;2;1;0;2;1;3;0;1;9;8;0;0;0;36;0;0;0;0;0
2020-02-20 01:30:00;0;2;2;2;3;3;2;3;3;3;3;0;5;8;7;1;0;0;39;0;0;0;0;0
2020-02-20 01:45:00;0;0;2;1;1;4;3;1;3;1;1;0;8;12;6;1;0;0;39;0;0;0;0;0
2020-02-20 02:00:00;1;4;1;1;1;2;3;2;3;0;1;1;4;14;11;0;0;0;39;0;0;0;0;0
2020-02-20 02:15:00;0;0;0;1;0;2;0;4;3;1;0;1;2;9;7;0;0;0;39;0;0;0;0;0
2020-02-20 02:30:00;0;0;2;2;0;1;2;1;1;1;4;1;1;12;11;0;0;0;39;0;0;0;0;0
2020-02-20 02:45:00;0;0;1;1;2;4;3;1;1;0;2;0;3;7;3;0;0;0;39;0;0;0;0;0
2020-02-20 03:00:00;0;0;2;1;0;7;4;2;2;1;3;0;0;3;3;1;0;0;36;0;0;0;0;0
2020-02-20 03:15:00;0;0;1;0;1;6;6;4;7;0;2;1;1;6;4;0;0;0;39;0;0;0;0;0
2020-02-20 03:30:00;1;1;2;1;1;6;4;1;4;1;4;0;5;14;10;0;0;0;39;0;0;0;0;0
