DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-12-20 00:00:00;0;0;0;0;0;0
2020-12-20 00:15:00;1;0;1;0;0;0
2020-12-20 00:30:00;1;0;0;0;0;0
2020-12-20 00:45:00;0;0;1;0;0;0
2020-12-20 01:00:00;
2020-12-20 01:15:00;
2020-12-20 01:30:00;
2020-12-20 01:45:00;
2020-12-20 02:00:00;1;0;0;0;0;0
2020-12-20 02:15:00;0;0;2;0;0;0
2020-12-20 02:30:00;1;0;0;0;0;0
2020-12-20 02:45:00;0;0;0;0;0;0
2020-12-20 03:00:00;0;0;0;0;0;0
2020-12-20 03:15:00;2;0;1;0;0;0
2020-12-20 03:30:00;0;0;0;0;0;0
2020-12-20 03:45:00;2;0;0;0;0;0
2020-12-20 04:00:00;0;0;1;0;0;0
2020-12-20 04:15:00;1;0;0;0;0;0
2020-12-20 04:30:00;0;0;0;0;0;0
2020-12-20 04:45:00;0;0;0;0;0;0
2020-12-20 05:00:00;1;1;1;1;0;0
2020-12-20 05:15:00;1;0;1;1;0;0
2020-12-20 05:30:00;1;0;1;0;0;0
2020-12-20 05:45:00;1;0;0;0;0;0
2020-12-20 06:00:00;1;2;7;0;0;0
2020-12-20 06:15:00;2;1;4;0;0;0
2020-12-20 06:30:00;3;0;0;0;0;0
2020-12-20 06:45:00;2;3;4;0;0;0
2020-12-20 07:00:00;7;1;5;0;0;0
2020-12-20 07:15:00;4;0;6;1;0;0
2020-12-20 07:30:00;2;1;13;0;0;0
2020-12-20 07:45:00;4;1;11;1;0;0
2020-12-20 08:00:00;2;0;9;0;0;0
2020-12-20 08:15:00;2;0;11;0;0;0
2020-12-20 08:30:00;5;0;7;0;0;0
2020-12-20 08:45:00;4;1;4;1;0;0
2020-12-20 09:00:00;3;0;5;0;0;0
2020-12-20 09:15:00;3;0;3;0;0;0
2020-12-20 09:30:00;6;0;1;0;0;0
2020-12-20 09:45:00;8;0;13;0;0;0
2020-12-20 10:00:00;8;1;13;2;0;0
2020-12-20 10:15:00;9;1;15;0;0;0
2020-12-20 10:30:00;10;0;26;0;0;0
2020-12-20 10:45:00;9;0;23;0;0;0
2020-12-20 11:00:00;15;0;12;0;0;0
2020-12-20 11:15:00;13;0;15;0;0;0
2020-12-20 11:30:00;22;0;21;1;0;0
2020-12-20 11:45:00;21;0;13;0;0;0
2020-12-20 12:00:00;29;1;21;1;0;0
2020-12-20 12:15:00;22;0;20;0;0;0
2020-12-20 12:30:00;29;0;19;0;0;0
2020-12-20 12:45:00;25;0;17;0;0;0
2020-12-20 13:00:00;27;1;22;1;0;0
2020-12-20 13:15:00;19;0;24;2;0;0
2020-12-20 13:30:00;29;0;19;0;0;0
2020-12-20 13:45:00;23;1;25;0;0;0
2020-12-20 14:00:00;19;2;31;0;0;0
2020-12-20 14:15:00;27;0;24;0;0;0
2020-12-20 14:30:00;26;1;28;0;0;0
2020-12-20 14:45:00;27;0;35;4;0;0
2020-12-20 15:00:00;23;1;30;1;0;0
2020-12-20 15:15:00;30;0;35;2;0;0
2020-12-20 15:30:00;19;0;41;2;0;0
2020-12-20 15:45:00;25;0;25;0;0;0
2020-12-20 16:00:00;34;0;23;0;0;0
2020-12-20 16:15:00;13;1;15;0;0;0
2020-12-20 16:30:00;28;0;33;0;0;0
2020-12-20 16:45:00;24;0;25;0;0;0
2020-12-20 17:00:00;31;0;22;0;0;0
2020-12-20 17:15:00;24;1;23;0;0;0
2020-12-20 17:30:00;26;0;23;4;0;0
2020-12-20 17:45:00;33;1;25;1;1;1
2020-12-20 18:00:00;34;1;17;0;0;0
2020-12-20 18:15:00;17;0;25;0;0;0
2020-12-20 18:30:00;29;0;25;0;0;0
2020-12-20 18:45:00;23;0;21;1;0;0
2020-12-20 19:00:00;26;0;18;2;0;0
2020-12-20 19:15:00;27;2;26;2;0;0
2020-12-20 19:30:00;26;0;18;1;0;0
2020-12-20 19:45:00;10;1;21;0;0;0
2020-12-20 20:00:00;17;1;24;2;0;0
2020-12-20 20:15:00;12;0;29;1;0;0
2020-12-20 20:30:00;19;3;15;0;0;0
2020-12-20 20:45:00;16;0;15;0;0;0
2020-12-20 21:00:00;17;0;17;1;0;0
2020-12-20 21:15:00;16;0;18;0;0;0
2020-12-20 21:30:00;18;0;13;0;0;0
2020-12-20 21:45:00;15;3;12;1;0;0
2020-12-20 22:00:00;5;2;12;0;0;0
2020-12-20 22:15:00;3;4;7;0;0;0
2020-12-20 22:30:00;5;2;9;1;0;0
2020-12-20 22:45:00;3;0;1;4;0;0
2020-12-20 23:00:00;6;0;1;0;0;0
2020-12-20 23:15:00;0;0;0;0;0;0
2020-12-20 23:30:00;0;0;1;0;0;0
2020-12-20 23:45:00;0;0;2;1;0;0
