DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2020-09-10 00:00:00;3;1;1;1;7;3;0
2020-09-10 00:15:00;3;3;3;0;9;4;0
2020-09-10 00:30:00;2;3;3;2;4;2;0
2020-09-10 00:45:00;5;5;5;4;5;5;0
2020-09-10 01:00:00;5;6;4;1;5;4;0
2020-09-10 01:15:00;5;3;1;1;6;3;0
2020-09-10 01:30:00;2;3;2;2;4;4;0
2020-09-10 01:45:00;6;5;3;1;3;2;0
2020-09-10 02:00:00;1;3;1;1;7;4;0
2020-09-10 02:15:00;5;7;4;0;5;2;0
2020-09-10 02:30:00;4;5;4;0;5;4;0
2020-09-10 02:45:00;2;4;4;3;9;6;0
2020-09-10 03:00:00;4;3;3;0;4;2;0
2020-09-10 03:15:00;8;7;6;2;11;6;0
2020-09-10 03:30:00;6;7;2;2;5;4;0
2020-09-10 03:45:00;4;3;2;5;6;3;0
2020-09-10 04:00:00;4;6;3;0;7;6;0
2020-09-10 04:15:00;8;7;4;2;4;1;0
2020-09-10 04:30:00;9;3;2;3;6;2;0
2020-09-10 04:45:00;19;9;8;5;13;12;0
2020-09-10 05:00:00;47;14;5;11;14;6;0
2020-09-10 05:15:00;35;20;14;6;33;16;0
2020-09-10 05:30:00;36;20;12;7;38;11;0
2020-09-10 05:45:00;49;23;18;15;47;25;0
2020-09-10 06:00:00;38;29;19;18;50;26;0
2020-09-10 06:15:00;66;37;27;21;72;33;0
2020-09-10 06:30:00;74;51;43;16;79;32;0
2020-09-10 06:45:00;106;57;52;30;93;43;2
2020-09-10 07:00:00;101;67;64;32;79;33;0
2020-09-10 07:15:00;106;71;72;32;82;31;0
2020-09-10 07:30:00;102;56;53;37;74;32;0
2020-09-10 07:45:00;79;63;55;58;80;38;3
2020-09-10 08:00:00;71;51;44;40;88;31;1
2020-09-10 08:15:00;74;53;54;35;90;43;0
2020-09-10 08:30:00;58;50;43;32;80;34;1
2020-09-10 08:45:00;77;58;49;28;78;39;1
2020-09-10 09:00:00;72;48;40;33;74;37;0
2020-09-10 09:15:00;66;47;44;36;78;40;2
2020-09-10 09:30:00;72;56;45;38;77;43;1
2020-09-10 09:45:00;86;47;42;35;78;50;1
2020-09-10 10:00:00;81;47;40;34;74;37;0
2020-09-10 10:15:00;85;52;42;34;89;66;0
2020-09-10 10:30:00;81;40;38;32;79;49;1
2020-09-10 10:45:00;93;41;35;32;91;56;0
2020-09-10 11:00:00;63;43;39;44;82;54;0
2020-09-10 11:15:00;66;35;29;46;75;47;1
2020-09-10 11:30:00;86;51;42;42;101;58;2
2020-09-10 11:45:00;62;50;41;45;89;45;4
2020-09-10 12:00:00;75;48;36;61;82;55;3
2020-09-10 12:15:00;85;49;42;30;84;55;2
2020-09-10 12:30:00;71;54;49;39;89;38;2
2020-09-10 12:45:00;78;63;51;30;84;46;1
2020-09-10 13:00:00;67;49;45;26;79;45;2
2020-09-10 13:15:00;54;32;28;25;56;37;1
2020-09-10 13:30:00;74;45;41;32;95;51;5
2020-09-10 13:45:00;82;64;61;46;89;56;1
2020-09-10 14:00:00;66;50;46;41;103;66;5
2020-09-10 14:15:00;83;49;44;37;76;67;2
2020-09-10 14:30:00;96;74;66;57;94;63;2
2020-09-10 14:45:00;93;68;59;48;100;52;5
2020-09-10 15:00:00;94;54;45;41;95;63;0
2020-09-10 15:15:00;83;62;54;36;95;54;1
2020-09-10 15:30:00;84;52;42;48;121;53;1
2020-09-10 15:45:00;87;59;58;71;113;58;3
2020-09-10 16:00:00;98;62;55;77;122;56;2
2020-09-10 16:15:00;107;62;58;179;109;54;3
2020-09-10 16:30:00;104;62;56;55;123;62;7
2020-09-10 16:45:00;103;51;53;57;112;69;2
2020-09-10 17:00:00;106;63;58;76;113;57;1
2020-09-10 17:15:00;104;43;42;40;87;65;3
2020-09-10 17:30:00;90;62;55;43;95;45;1
2020-09-10 17:45:00;82;41;35;18;79;42;0
2020-09-10 18:00:00;73;40;37;27;80;41;2
2020-09-10 18:15:00;85;38;34;28;77;44;0
2020-09-10 18:30:00;69;38;31;19;75;41;0
2020-09-10 18:45:00;56;42;35;19;44;22;0
2020-09-10 19:00:00;53;26;21;13;58;26;0
2020-09-10 19:15:00;50;35;26;9;59;21;0
2020-09-10 19:30:00;40;22;17;12;46;20;0
2020-09-10 19:45:00;29;16;13;8;41;15;1
2020-09-10 20:00:00;45;26;18;8;44;16;0
2020-09-10 20:15:00;28;19;17;5;38;17;0
2020-09-10 20:30:00;16;18;13;10;29;16;0
2020-09-10 20:45:00;32;17;5;11;37;21;0
2020-09-10 21:00:00;25;15;10;9;24;11;0
2020-09-10 21:15:00;30;18;12;4;27;12;0
2020-09-10 21:30:00;17;14;13;5;28;15;0
2020-09-10 21:45:00;14;14;10;9;33;9;0
2020-09-10 22:00:00;18;13;8;13;18;11;0
2020-09-10 22:15:00;22;11;5;8;32;10;0
2020-09-10 22:30:00;12;7;5;4;13;2;0
2020-09-10 22:45:00;11;5;3;10;22;14;0
2020-09-10 23:00:00;11;8;3;6;14;8;0
2020-09-10 23:15:00;12;5;2;3;10;9;0
2020-09-10 23:30:00;8;7;5;3;9;7;0
2020-09-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
