DATUM;1(DA1);2(DAL1);3(DAL2);4(DBL1);5(DBL2);6(DBR1);7(DBL3);8(DBL4);9(DCR1);10(DC1);11(TAFGC)
2020-04-21 00:00:00;0;0;0;0;0;0;0;0;0;0;2
2020-04-21 00:15:00;1;2;0;0;0;0;0;0;0;0;0
2020-04-21 00:30:00;3;0;0;0;0;0;0;0;0;0;0
2020-04-21 00:45:00;3;0;0;0;0;0;0;0;0;0;0
2020-04-21 01:00:00;0;0;0;0;0;0;0;0;0;0;1
2020-04-21 01:15:00;0;0;0;0;0;0;0;0;0;0;1
2020-04-21 01:30:00;1;0;0;0;0;0;0;0;0;0;0
2020-04-21 01:45:00;3;2;0;0;0;0;0;0;0;1;0
2020-04-21 02:00:00;1;1;0;0;0;1;0;1;0;0;1
2020-04-21 02:15:00;0;0;0;0;0;0;0;0;0;0;2
2020-04-21 02:30:00;1;0;0;0;0;0;0;0;0;0;1
2020-04-21 02:45:00;0;0;0;0;0;0;0;0;0;0;3
2020-04-21 03:00:00;2;0;0;0;0;0;0;0;0;0;3
2020-04-21 03:15:00;1;0;0;0;0;0;0;0;0;0;2
2020-04-21 03:30:00;5;3;0;0;0;0;0;0;0;0;0
2020-04-21 03:45:00;0;0;0;0;0;0;0;0;0;0;0
2020-04-21 04:00:00;1;0;0;0;0;0;0;0;0;0;0
2020-04-21 04:15:00;0;0;0;0;0;0;0;0;0;0;1
2020-04-21 04:30:00;2;0;2;2;0;2;1;2;0;0;3
2020-04-21 04:45:00;3;0;4;4;1;2;1;1;1;0;4
2020-04-21 05:00:00;7;2;4;4;0;0;0;0;0;2;6
2020-04-21 05:15:00;25;4;12;12;1;0;1;0;0;9;10
2020-04-21 05:30:00;25;9;23;23;0;2;0;1;0;20;20
2020-04-21 05:45:00;31;8;48;53;5;4;5;1;5;53;33
2020-04-21 06:00:00;21;6;31;28;3;2;3;1;2;27;23
2020-04-21 06:15:00;20;6;28;29;6;2;6;3;2;10;11
2020-04-21 06:30:00;37;14;23;21;4;3;5;0;2;17;30
2020-04-21 06:45:00;37;9;16;16;4;4;4;2;2;16;23
2020-04-21 07:00:00;55;16;20;19;10;2;10;1;2;18;33
2020-04-21 07:15:00;47;10;18;18;3;1;3;1;0;11;33
2020-04-21 07:30:00;39;6;22;21;4;3;4;2;6;26;34
2020-04-21 07:45:00;44;6;22;21;7;2;7;1;3;21;26
2020-04-21 08:00:00;44;10;16;16;8;4;10;2;6;18;22
2020-04-21 08:15:00;35;7;10;10;8;1;10;1;3;14;30
2020-04-21 08:30:00;42;10;6;8;4;2;4;1;0;8;25
2020-04-21 08:45:00;41;9;8;8;7;1;8;1;6;4;21
2020-04-21 09:00:00;43;3;1;1;6;2;6;2;1;3;22
2020-04-21 09:15:00;32;3;6;6;9;2;10;3;0;6;25
2020-04-21 09:30:00;41;9;4;4;9;2;9;1;5;12;27
2020-04-21 09:45:00;39;5;8;7;6;3;6;2;5;3;19
2020-04-21 10:00:00;41;7;3;3;7;0;8;1;7;8;35
2020-04-21 10:15:00;41;5;2;2;6;4;6;4;3;9;29
2020-04-21 10:30:00;46;6;1;1;4;3;4;3;3;6;27
2020-04-21 10:45:00;42;8;6;6;10;5;12;4;4;8;29
2020-04-21 11:00:00;41;7;4;4;10;0;10;0;6;6;25
2020-04-21 11:15:00;46;6;3;2;10;0;10;0;4;6;25
2020-04-21 11:30:00;32;7;4;4;11;6;12;5;8;5;32
