DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-07-13 00:00:00;0;1;0;0;0;1;0;7;0;0;0;0;0
2020-07-13 00:15:00;0;2;0;0;1;0;1;0;0;0;0;0;0
2020-07-13 00:30:00;0;4;1;1;0;1;0;4;0;0;0;0;0
2020-07-13 00:45:00;0;2;0;0;0;2;0;3;0;0;0;0;0
2020-07-13 01:00:00;1;2;1;1;0;1;0;0;0;0;0;0;0
2020-07-13 01:15:00;0;0;2;2;0;1;0;1;0;0;0;0;0
2020-07-13 01:30:00;1;2;0;0;1;0;1;2;0;0;0;0;0
2020-07-13 01:45:00;0;0;0;0;0;3;0;0;0;0;0;0;0
2020-07-13 02:00:00;1;1;1;1;0;2;0;1;0;0;0;0;0
2020-07-13 02:15:00;0;0;0;0;0;0;0;4;0;0;0;0;0
2020-07-13 02:30:00;1;3;1;1;0;5;0;1;0;0;0;0;0
2020-07-13 02:45:00;0;2;1;2;0;1;0;0;0;0;0;0;0
2020-07-13 03:00:00;0;2;0;0;1;0;1;2;0;0;0;0;0
2020-07-13 03:15:00;0;1;0;0;1;1;0;1;0;0;0;0;0
2020-07-13 03:30:00;0;2;3;3;0;0;0;2;0;0;0;0;0
2020-07-13 03:45:00;1;0;2;2;0;0;0;2;0;0;0;0;0
2020-07-13 04:00:00;0;1;2;2;1;2;1;3;0;0;0;0;0
2020-07-13 04:15:00;1;1;2;2;0;2;0;1;0;0;0;0;0
2020-07-13 04:30:00;0;3;5;5;1;0;1;7;0;0;0;0;0
2020-07-13 04:45:00;1;19;22;23;3;5;3;9;0;0;0;0;0
2020-07-13 05:00:00;3;28;58;57;6;18;5;35;0;0;0;0;0
2020-07-13 05:15:00;16;67;116;120;19;34;22;70;0;0;0;0;0
2020-07-13 05:30:00;11;79;109;109;16;39;16;84;0;0;0;0;0
2020-07-13 05:45:00;9;61;74;76;15;23;14;58;0;0;0;0;0
2020-07-13 06:00:00;5;46;27;32;9;21;10;54;0;0;0;0;0
2020-07-13 06:15:00;8;53;26;29;11;29;11;68;0;0;0;0;0
2020-07-13 06:30:00;6;58;37;39;19;39;19;95;0;0;0;0;0
2020-07-13 06:45:00;11;62;38;39;19;47;20;85;0;0;0;0;0
2020-07-13 07:00:00;10;50;38;38;17;37;15;90;0;0;0;0;0
2020-07-13 07:15:00;6;63;37;41;16;47;19;118;0;0;0;0;0
2020-07-13 07:30:00;2;70;34;33;24;51;24;103;0;0;0;0;0
2020-07-13 07:45:00;0;82;46;51;25;38;25;92;0;0;0;0;0
2020-07-13 08:00:00;3;51;33;36;26;54;25;84;0;0;0;0;0
2020-07-13 08:15:00;6;42;33;33;15;39;15;86;0;0;0;0;0
2020-07-13 08:30:00;1;42;15;16;17;28;16;70;0;0;0;0;0
2020-07-13 08:45:00;7;38;28;29;15;27;15;54;0;0;0;0;0
2020-07-13 09:00:00;2;31;19;20;16;28;16;63;0;0;0;0;0
2020-07-13 09:15:00;4;28;31;28;11;24;11;51;0;0;0;0;0
2020-07-13 09:30:00;2;31;14;15;23;26;22;44;0;0;0;0;0
2020-07-13 09:45:00;4;51;27;30;15;31;15;55;0;0;0;0;0
2020-07-13 10:00:00;2;41;16;16;16;20;16;45;0;0;0;0;0
2020-07-13 10:15:00;4;29;21;22;17;24;17;62;0;0;0;0;0
2020-07-13 10:30:00;3;41;13;15;15;22;14;66;0;0;0;0;0
2020-07-13 10:45:00;3;44;19;21;17;21;16;40;0;0;0;0;0
2020-07-13 11:00:00;4;40;19;20;16;30;16;64;0;0;0;0;0
2020-07-13 11:15:00;3;52;21;22;24;31;24;58;0;0;0;0;0
2020-07-13 11:30:00;4;52;20;24;15;26;16;38;0;0;0;0;0
2020-07-13 11:45:00;3;50;15;15;20;25;19;51;0;0;0;0;0
2020-07-13 12:00:00;0;33;20;21;30;44;48;41;0;0;0;0;0
2020-07-13 12:15:00;4;54;15;16;19;39;37;41;0;0;0;0;0
2020-07-13 12:30:00;5;55;26;30;18;18;17;38;0;0;0;0;0
2020-07-13 12:45:00;4;53;25;27;20;31;20;65;0;0;0;0;0
2020-07-13 13:00:00;5;72;37;57;18;39;20;54;0;0;0;0;0
2020-07-13 13:15:00;4;62;57;64;25;32;25;72;0;0;0;0;0
2020-07-13 13:30:00;9;82;58;55;32;55;32;68;0;0;0;0;0
2020-07-13 13:45:00;5;66;58;63;34;58;34;81;0;0;0;0;0
2020-07-13 14:00:00;2;90;53;54;50;99;56;62;0;0;0;0;0
2020-07-13 14:15:00;3;52;27;29;58;159;58;105;0;0;0;0;0
2020-07-13 14:30:00;4;67;27;30;55;159;50;85;0;0;0;0;0
2020-07-13 14:45:00;1;61;23;26;26;49;24;67;0;0;0;0;0
2020-07-13 15:00:00;3;69;19;23;27;47;26;84;0;0;0;0;0
2020-07-13 15:15:00;5;94;25;25;19;36;20;80;0;0;0;0;0
