DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2a);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-07-30 00:00:00;9;6;13;11;0;0;0;0;0;0;0;0
2020-07-30 00:15:00;14;12;13;12;0;0;0;0;0;0;0;0
2020-07-30 00:30:00;13;6;8;11;0;0;0;0;0;0;0;0
2020-07-30 00:45:00;7;5;11;8;0;0;0;0;0;0;0;0
2020-07-30 01:00:00;16;4;5;8;0;0;0;0;0;0;0;0
2020-07-30 01:15:00;11;10;11;10;0;0;0;0;0;0;0;0
2020-07-30 01:30:00;11;5;5;11;0;0;0;0;0;0;0;0
2020-07-30 01:45:00;4;2;8;5;0;0;0;0;0;0;0;0
2020-07-30 02:00:00;2;5;7;4;0;0;0;0;0;1;0;0
2020-07-30 02:15:00;6;2;1;7;0;0;0;0;0;0;0;0
2020-07-30 02:30:00;7;3;4;8;0;0;0;0;0;0;0;0
2020-07-30 02:45:00;6;4;7;9;0;0;0;0;0;0;0;0
2020-07-30 03:00:00;6;2;6;6;0;0;0;0;0;0;0;0
2020-07-30 03:15:00;9;3;1;2;0;0;0;0;0;0;0;0
2020-07-30 03:30:00;5;1;1;7;0;0;0;0;0;0;0;0
2020-07-30 03:45:00;3;0;4;2;0;0;0;0;0;0;0;0
2020-07-30 04:00:00;9;1;6;6;0;0;0;0;0;0;0;0
2020-07-30 04:15:00;4;2;9;10;0;0;0;0;0;0;0;0
2020-07-30 04:30:00;4;0;10;8;0;0;0;0;0;0;0;0
2020-07-30 04:45:00;9;1;14;17;0;0;0;0;0;0;0;0
2020-07-30 05:00:00;20;4;15;22;0;0;0;0;0;0;0;0
2020-07-30 05:15:00;28;9;23;39;0;0;0;0;0;0;0;0
2020-07-30 05:30:00;55;19;30;48;0;0;0;0;0;0;0;0
2020-07-30 05:45:00;66;32;37;52;0;0;0;0;0;0;0;0
2020-07-30 06:00:00;61;34;50;52;0;0;0;0;0;0;0;0
2020-07-30 06:15:00;60;35;38;71;0;0;0;0;0;0;0;0
2020-07-30 06:30:00;86;47;56;96;0;1;0;0;10;0;0;0
2020-07-30 06:45:00;101;56;49;110;0;0;0;0;2;0;0;0
2020-07-30 07:00:00;88;52;74;84;0;1;0;0;2;0;0;0
2020-07-30 07:15:00;107;66;68;71;4;0;2;0;0;5;0;2
2020-07-30 07:30:00;98;73;79;110;5;0;0;0;0;7;0;0
2020-07-30 07:45:00;108;80;71;96;0;0;0;0;1;0;0;0
2020-07-30 08:00:00;91;78;72;106;11;0;2;0;1;2;0;0
2020-07-30 08:15:00;80;58;70;96;1;3;0;0;4;23;0;0
2020-07-30 08:30:00;111;57;76;76;8;0;0;0;0;29;0;0
2020-07-30 08:45:00;107;75;79;115;8;0;0;0;2;0;0;0
2020-07-30 09:00:00;102;69;74;90;2;0;0;0;11;2;0;0
2020-07-30 09:15:00;109;90;64;108;1;0;0;0;3;2;0;0
2020-07-30 09:30:00;122;94;84;99;10;10;0;0;6;7;0;0
2020-07-30 09:45:00;118;78;86;128;16;1;0;0;0;5;0;0
2020-07-30 10:00:00;109;100;72;118;0;5;0;1;2;7;0;0
2020-07-30 10:15:00;113;82;93;97;1;7;0;0;6;2;0;0
2020-07-30 10:30:00;107;78;86;118;2;1;0;0;0;1;0;0
2020-07-30 10:45:00;103;95;89;123;0;0;0;0;0;0;0;0
2020-07-30 11:00:00;112;76;112;156;6;4;0;0;1;2;0;0
2020-07-30 11:15:00;104;81;84;109;0;0;0;0;6;3;0;0
2020-07-30 11:30:00;101;82;85;132;2;22;0;1;8;1;0;0
2020-07-30 11:45:00;120;93;100;128;0;8;0;0;2;2;0;0
2020-07-30 12:00:00;119;84;91;129;0;0;0;0;3;0;0;0
2020-07-30 12:15:00;88;61;87;120;0;0;0;0;1;2;0;0
2020-07-30 12:30:00;113;69;100;124;32;3;0;0;7;1;0;0
2020-07-30 12:45:00;118;72;97;142;4;1;0;0;1;1;0;0
2020-07-30 13:00:00;100;70;78;109;0;6;0;0;5;0;3;0
2020-07-30 13:15:00;100;65;77;111;1;2;0;0;1;5;0;0
2020-07-30 13:30:00;119;75;85;115;5;1;8;0;2;26;0;16
2020-07-30 13:45:00;113;87;101;130;1;0;0;0;9;10;0;0
2020-07-30 14:00:00;113;71;81;103;25;1;2;0;7;3;0;2
2020-07-30 14:15:00;142;118;85;118;10;0;0;0;1;7;0;0
2020-07-30 14:30:00;115;89;108;157;10;0;0;0;8;30;0;0
2020-07-30 14:45:00;126;96;90;129;5;16;0;8;4;11;3;0
2020-07-30 15:00:00;109;85;91;166;3;4;3;1;7;6;1;3
2020-07-30 15:15:00;138;107;94;142;7;0;1;0;88;6;0;0
2020-07-30 15:30:00;130;117;115;177;2;9;0;0;6;0;0;0
2020-07-30 15:45:00;138;94;110;180;9;20;0;0;12;6;0;0
2020-07-30 16:00:00;155;104;122;187;2;8;0;0;8;0;2;0
2020-07-30 16:15:00;136;102;115;167;4;17;1;8;6;13;2;6
2020-07-30 16:30:00;122;93;114;177;2;3;0;0;4;5;0;0
2020-07-30 16:45:00;142;118;133;161;3;2;0;0;9;1;0;0
2020-07-30 17:00:00;148;112;123;163;13;1;1;0;16;5;0;0
2020-07-30 17:15:00;143;101;110;174;3;5;0;0;3;6;0;3
2020-07-30 17:30:00;152;97;112;135;14;23;3;0;0;9;0;2
2020-07-30 17:45:00;125;92;103;136;1;1;0;0;5;16;0;0
2020-07-30 18:00:00;125;99;109;133;4;1;3;0;2;2;0;0
2020-07-30 18:15:00;107;85;93;135;0;2;0;4;3;2;28;0
2020-07-30 18:30:00;104;83;76;111;5;3;0;0;4;1;0;0
2020-07-30 18:45:00;109;87;87;117;1;0;0;0;4;2;0;0
2020-07-30 19:00:00;82;68;78;115;14;2;0;0;1;3;0;0
2020-07-30 19:15:00;59;55;80;109;0;2;0;0;1;2;0;0
2020-07-30 19:30:00;83;63;59;77;2;0;0;0;0;3;0;0
2020-07-30 19:45:00;69;52;77;87;0;5;0;0;2;9;0;0
2020-07-30 20:00:00;69;54;83;126;0;3;0;0;24;9;0;0
2020-07-30 20:15:00;63;56;55;88;0;0;0;0;0;4;0;0
2020-07-30 20:30:00;46;36;44;70;0;1;0;0;0;0;0;0
2020-07-30 20:45:00;64;39;47;61;0;0;0;0;0;0;0;0
2020-07-30 21:00:00;52;40;52;62;4;0;0;0;0;0;0;0
2020-07-30 21:15:00;52;35;44;67;0;0;0;0;1;0;0;0
2020-07-30 21:30:00;44;32;42;55;0;3;0;0;4;2;0;0
2020-07-30 21:45:00;43;29;45;58;0;0;0;0;0;1;0;0
2020-07-30 22:00:00;40;43;40;49;0;0;0;0;0;0;0;0
2020-07-30 22:15:00;44;20;37;41;0;0;0;0;0;0;0;0
2020-07-30 22:30:00;30;20;38;41;0;0;0;0;0;1;0;0
2020-07-30 22:45:00;25;19;20;28;0;0;0;0;0;0;0;0
2020-07-30 23:00:00;38;23;20;32;0;1;0;0;0;0;0;0
2020-07-30 23:15:00;25;17;21;23;0;0;0;0;0;0;0;0
2020-07-30 23:30:00;20;11;33;27;0;0;0;0;0;0;0;0
2020-07-30 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
