DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-03-12 00:00:00;6;0;6;2;1;3;9;3;7;1;0;0;1;0;0;0;0
2020-03-12 00:15:00;4;1;261;261;2;1;2;2;10;2;0;0;0;0;0;0;0
2020-03-12 00:30:00;5;0;3;3;0;6;3;2;4;4;0;0;0;0;0;0;0
2020-03-12 00:45:00;5;2;5;5;1;0;3;1;4;2;0;0;0;0;0;0;0
2020-03-12 01:00:00;3;2;1;3;1;1;1;4;7;2;0;0;0;0;0;0;0
2020-03-12 01:15:00;5;1;1;0;2;0;0;1;2;4;0;0;0;0;0;0;0
2020-03-12 01:30:00;3;0;1;2;2;0;2;2;1;2;0;0;0;0;0;0;0
2020-03-12 01:45:00;3;3;1;0;0;0;1;3;3;2;0;0;0;0;0;0;0
2020-03-12 02:00:00;2;0;0;3;0;0;0;2;3;5;0;0;0;0;0;0;0
2020-03-12 02:15:00;8;3;0;1;0;2;2;1;1;2;0;0;0;0;0;0;0
2020-03-12 02:30:00;4;2;4;3;0;0;1;0;2;0;0;0;0;0;0;0;0
2020-03-12 02:45:00;4;2;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0
2020-03-12 03:00:00;4;1;1;1;0;0;1;3;1;1;0;0;0;0;0;0;0
2020-03-12 03:15:00;4;0;0;1;1;1;2;5;9;1;0;0;0;0;0;0;0
2020-03-12 03:30:00;6;3;2;1;0;1;0;5;9;1;0;0;0;0;0;0;0
2020-03-12 03:45:00;6;1;0;1;0;0;1;4;2;0;0;0;0;0;0;0;0
2020-03-12 04:00:00;6;2;0;2;0;0;0;2;7;3;0;0;0;0;0;0;0
2020-03-12 04:15:00;5;3;2;1;1;0;0;3;7;8;0;0;0;0;0;0;0
2020-03-12 04:30:00;17;5;2;1;1;2;2;1;5;4;0;0;0;0;0;0;0
2020-03-12 04:45:00;33;0;7;12;2;0;5;4;6;7;0;0;0;0;0;0;0
2020-03-12 05:00:00;73;2;17;26;1;2;10;10;12;10;0;0;0;0;0;0;0
2020-03-12 05:15:00;109;5;45;64;4;3;11;13;17;16;0;0;0;0;0;0;0
2020-03-12 05:30:00;95;5;47;57;3;4;17;24;26;28;0;0;0;0;1;1;0
2020-03-12 05:45:00;73;8;37;54;1;8;21;68;64;71;0;0;0;0;0;0;0
