DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-01-23 00:00:00;5;10;5;0;0;0;0;0
2020-01-23 00:15:00;7;9;8;0;0;0;0;0
2020-01-23 00:30:00;6;13;6;0;0;0;0;0
2020-01-23 00:45:00;5;11;9;0;0;0;0;0
2020-01-23 01:00:00;6;9;6;0;0;0;0;0
2020-01-23 01:15:00;6;7;5;0;0;0;0;0
2020-01-23 01:30:00;4;1;2;0;0;0;0;0
2020-01-23 01:45:00;6;4;6;0;0;0;0;0
2020-01-23 02:00:00;3;5;4;0;0;0;0;0
2020-01-23 02:15:00;4;4;7;0;0;0;0;0
2020-01-23 02:30:00;8;4;4;0;0;0;0;0
2020-01-23 02:45:00;1;6;4;0;0;0;0;0
2020-01-23 03:00:00;3;5;9;0;0;0;0;0
2020-01-23 03:15:00;3;5;4;0;0;0;0;0
2020-01-23 03:30:00;5;4;4;0;0;0;0;0
2020-01-23 03:45:00;5;7;5;0;0;0;0;0
2020-01-23 04:00:00;19;10;13;0;0;0;0;0
2020-01-23 04:15:00;7;11;6;0;0;0;0;0
2020-01-23 04:30:00;9;19;15;0;0;0;0;0
2020-01-23 04:45:00;11;20;21;0;0;0;0;0
2020-01-23 05:00:00;17;39;55;0;0;0;0;0
2020-01-23 05:15:00;30;55;130;0;0;0;0;0
2020-01-23 05:30:00;48;94;97;0;0;0;0;0
2020-01-23 05:45:00;90;104;72;0;0;0;0;0
2020-01-23 06:00:00;133;167;54;0;0;0;0;0
2020-01-23 06:15:00;84;147;70;0;0;0;2;0
2020-01-23 06:30:00;72;154;89;0;2;0;8;1
2020-01-23 06:45:00;54;152;104;0;5;3;5;7
2020-01-23 07:00:00;62;132;81;0;8;11;5;43
2020-01-23 07:15:00;60;141;73;0;2;8;10;1
2020-01-23 07:30:00;88;173;92;0;5;10;22;0
2020-01-23 07:45:00;80;164;116;0;7;5;5;0
2020-01-23 08:00:00;77;173;112;0;7;4;9;3
2020-01-23 08:15:00;74;141;100;0;2;6;9;0
2020-01-23 08:30:00;74;145;73;0;1;2;3;16
2020-01-23 08:45:00;78;151;100;0;3;7;12;3
2020-01-23 09:00:00;58;118;59;0;2;5;3;2
2020-01-23 09:15:00;65;116;58;0;2;4;9;0
2020-01-23 09:30:00;79;142;72;0;0;6;39;0
2020-01-23 09:45:00;57;117;58;0;5;14;16;7
2020-01-23 10:00:00;67;124;73;0;10;0;11;3
2020-01-23 10:15:00;60;137;63;0;1;2;0;0
2020-01-23 10:30:00;65;135;56;0;14;0;8;17
2020-01-23 10:45:00;77;127;54;0;26;1;6;1
2020-01-23 11:00:00;74;143;67;0;1;6;20;0
2020-01-23 11:15:00;61;138;57;0;2;1;7;3
2020-01-23 11:30:00;69;135;83;0;23;4;2;3
2020-01-23 11:45:00;82;158;74;0;6;8;6;11
2020-01-23 12:00:00;88;150;73;0;2;7;5;0
2020-01-23 12:15:00;101;178;67;0;7;2;9;10
2020-01-23 12:30:00;78;157;72;0;11;0;5;10
2020-01-23 12:45:00;87;153;70;0;8;6;2;8
2020-01-23 13:00:00;85;165;89;0;34;2;12;16
2020-01-23 13:15:00;94;170;123;0;17;12;2;11
2020-01-23 13:30:00;90;171;102;0;13;8;10;18
2020-01-23 13:45:00;95;153;102;0;7;4;10;3
2020-01-23 14:00:00;145;185;111;0;12;13;13;20
2020-01-23 14:15:00;166;206;82;0;2;12;20;6
2020-01-23 14:30:00;149;225;96;0;1;5;8;2
2020-01-23 14:45:00;143;186;71;0;7;7;9;20
2020-01-23 15:00:00;128;211;65;0;7;6;14;2
2020-01-23 15:15:00;139;222;84;0;3;22;10;4
2020-01-23 15:30:00;134;213;82;0;9;13;9;9
2020-01-23 15:45:00;135;243;83;0;10;1;5;2
2020-01-23 16:00:00;145;234;75;0;13;37;24;20
2020-01-23 16:15:00;143;229;68;0;33;8;16;46
2020-01-23 16:30:00;155;232;91;0;17;9;19;21
2020-01-23 16:45:00;140;236;90;0;26;8;15;19
2020-01-23 17:00:00;136;254;97;0;13;2;17;3
2020-01-23 17:15:00;132;260;100;0;19;3;9;3
2020-01-23 17:30:00;117;198;93;0;8;4;4;13
2020-01-23 17:45:00;116;237;94;0;45;1;3;16
2020-01-23 18:00:00;114;214;76;0;5;10;45;0
2020-01-23 18:15:00;123;213;75;0;9;2;3;5
2020-01-23 18:30:00;94;175;78;0;5;0;0;1
2020-01-23 18:45:00;78;164;80;0;8;1;3;1
2020-01-23 19:00:00;49;162;71;0;9;2;2;5
2020-01-23 19:15:00;54;133;53;0;0;0;0;0
2020-01-23 19:30:00;57;123;37;0;10;6;10;0
2020-01-23 19:45:00;59;121;49;0;0;5;1;2
2020-01-23 20:00:00;61;107;32;0;5;20;1;1
2020-01-23 20:15:00;48;130;44;0;29;0;2;0
2020-01-23 20:30:00;39;76;33;0;4;0;0;1
2020-01-23 20:45:00;32;80;44;0;0;0;0;0
2020-01-23 21:00:00;41;89;56;0;0;0;0;0
2020-01-23 21:15:00;29;67;70;0;0;0;0;0
2020-01-23 21:30:00;29;78;62;0;0;0;0;0
2020-01-23 21:45:00;78;85;31;0;0;0;0;0
2020-01-23 22:00:00;126;111;45;0;0;0;0;0
2020-01-23 22:15:00;89;115;37;0;0;0;0;0
2020-01-23 22:30:00;55;58;27;0;0;0;0;0
2020-01-23 22:45:00;28;35;23;0;0;0;0;0
2020-01-23 23:00:00;12;43;14;0;0;0;0;0
2020-01-23 23:15:00;15;27;16;0;0;0;0;0
2020-01-23 23:30:00;11;24;17;0;0;0;0;0
2020-01-23 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
