DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-01-14 00:00:00;4;0;0;0;0;0;0;0;0
2020-01-14 00:15:00;0;0;0;0;0;0;0;0;0
2020-01-14 00:30:00;1;0;1;0;0;0;0;0;0
2020-01-14 00:45:00;0;0;1;0;0;0;0;0;0
2020-01-14 01:00:00;0;0;0;0;0;0;0;0;0
2020-01-14 01:15:00;2;0;0;0;0;0;0;0;0
2020-01-14 01:30:00;0;0;0;0;0;0;0;0;0
2020-01-14 01:45:00;0;0;1;0;0;0;0;0;0
2020-01-14 02:00:00;0;0;0;0;0;0;0;0;0
2020-01-14 02:15:00;0;0;0;0;0;0;0;0;0
2020-01-14 02:30:00;0;0;0;0;0;0;0;0;0
2020-01-14 02:45:00;0;0;0;0;0;0;0;0;0
2020-01-14 03:00:00;0;0;0;0;0;0;0;0;0
2020-01-14 03:15:00;0;0;0;0;0;0;0;0;0
2020-01-14 03:30:00;0;0;0;0;0;0;0;0;0
2020-01-14 03:45:00;0;0;0;0;0;0;0;0;0
2020-01-14 04:00:00;0;0;0;0;0;0;0;0;0
2020-01-14 04:15:00;0;0;0;0;0;0;0;0;0
2020-01-14 04:30:00;0;0;0;0;0;0;0;0;0
2020-01-14 04:45:00;1;0;3;0;0;0;0;0;0
2020-01-14 05:00:00;0;0;0;0;0;0;0;0;0
2020-01-14 05:15:00;2;1;4;0;0;0;0;0;0
2020-01-14 05:30:00;1;2;4;0;0;1;1;0;0
2020-01-14 05:45:00;3;0;3;0;0;0;0;0;0
2020-01-14 06:00:00;5;0;1;0;0;0;0;0;0
2020-01-14 06:15:00;6;3;2;0;0;0;0;0;0
2020-01-14 06:30:00;6;5;5;0;0;0;0;0;0
2020-01-14 06:45:00;7;7;9;4;0;1;0;0;0
2020-01-14 07:00:00;11;2;4;2;1;0;0;0;2
2020-01-14 07:15:00;11;14;9;6;1;1;0;0;0
2020-01-14 07:30:00;17;5;14;5;0;1;4;2;0
2020-01-14 07:45:00;25;9;8;5;1;1;1;0;0
2020-01-14 08:00:00;20;9;9;5;1;2;0;2;0
2020-01-14 08:15:00;24;3;11;4;2;2;1;0;0
2020-01-14 08:30:00;23;11;5;5;5;1;1;0;0
2020-01-14 08:45:00;30;20;5;14;2;0;2;1;0
2020-01-14 09:00:00;46;4;5;9;4;1;0;2;0
2020-01-14 09:15:00;41;10;4;10;8;3;1;5;5
2020-01-14 09:30:00;45;5;6;8;8;1;3;0;1
2020-01-14 09:45:00;57;11;7;8;3;0;6;1;1
2020-01-14 10:00:00;47;10;13;5;4;0;1;6;0
2020-01-14 10:15:00;50;6;7;12;6;3;4;1;0
2020-01-14 10:30:00;54;12;6;4;3;1;4;0;0
2020-01-14 10:45:00;58;18;15;6;5;3;3;0;0
2020-01-14 11:00:00;57;12;13;6;4;1;2;0;1
2020-01-14 11:15:00;65;47;13;4;6;2;0;0;3
2020-01-14 11:30:00;68;39;17;1;5;2;1;0;4
2020-01-14 11:45:00;76;7;22;10;8;0;0;1;0
2020-01-14 12:00:00;65;11;49;5;6;1;4;0;2
2020-01-14 12:15:00;66;13;9;8;4;3;1;7;0
2020-01-14 12:30:00;62;3;19;4;6;1;3;0;1
2020-01-14 12:45:00;68;10;10;9;2;1;3;2;0
2020-01-14 13:00:00;59;7;15;6;5;0;1;0;0
