DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-08-31 00:00:00;2;2;1;3;7;15;7
2020-08-31 00:15:00;13;8;2;5;9;15;3
2020-08-31 00:30:00;7;6;1;4;5;11;3
2020-08-31 00:45:00;11;5;0;4;4;13;1
2020-08-31 01:00:00;5;2;0;2;3;6;5
2020-08-31 01:15:00;7;5;1;2;4;9;3
2020-08-31 01:30:00;4;3;0;2;2;9;3
2020-08-31 01:45:00;8;6;0;2;2;5;0
2020-08-31 02:00:00;3;5;0;0;0;2;2
2020-08-31 02:15:00;9;3;0;0;1;5;1
2020-08-31 02:30:00;6;6;1;2;2;5;1
2020-08-31 02:45:00;4;3;0;0;1;2;2
2020-08-31 03:00:00;3;3;0;2;5;5;2
2020-08-31 03:15:00;9;4;1;2;2;4;0
2020-08-31 03:30:00;5;4;0;0;0;4;1
2020-08-31 03:45:00;8;5;0;2;2;5;2
2020-08-31 04:00:00;3;3;0;2;1;9;3
2020-08-31 04:15:00;6;6;0;1;1;13;4
2020-08-31 04:30:00;17;11;0;1;1;23;14
2020-08-31 04:45:00;17;6;0;2;5;36;13
2020-08-31 05:00:00;33;21;1;4;10;71;52
2020-08-31 05:15:00;37;36;1;7;7;119;112
2020-08-31 05:30:00;39;31;1;12;16;110;114
2020-08-31 05:45:00;36;39;4;7;15;111;98
2020-08-31 06:00:00;63;63;1;12;14;87;71
2020-08-31 06:15:00;63;55;2;7;16;128;120
2020-08-31 06:30:00;54;65;2;13;19;140;146
2020-08-31 06:45:00;74;69;4;12;28;149;154
2020-08-31 07:00:00;53;59;2;8;20;123;149
2020-08-31 07:15:00;50;84;5;12;25;131;146
2020-08-31 07:30:00;84;69;3;10;16;139;156
2020-08-31 07:45:00;80;67;2;23;36;133;160
2020-08-31 08:00:00;65;52;1;10;23;130;134
2020-08-31 08:15:00;58;49;0;13;33;107;117
2020-08-31 08:30:00;83;54;8;11;23;111;125
2020-08-31 08:45:00;73;54;1;13;16;90;90
2020-08-31 09:00:00;76;60;7;10;22;97;112
2020-08-31 09:15:00;102;64;3;18;23;89;99
2020-08-31 09:30:00;99;69;5;19;30;100;109
2020-08-31 09:45:00;106;60;7;9;16;97;94
2020-08-31 10:00:00;82;73;7;10;23;82;96
2020-08-31 10:15:00;82;56;1;16;23;83;76
2020-08-31 10:30:00;122;84;6;17;31;88;86
2020-08-31 10:45:00;108;76;7;13;28;101;85
2020-08-31 11:00:00;114;73;3;21;24;96;83
2020-08-31 11:15:00;106;82;5;13;23;96;77
2020-08-31 11:30:00;110;79;7;23;34;103;85
2020-08-31 11:45:00;104;92;8;16;37;90;85
2020-08-31 12:00:00;107;64;8;19;31;85;78
2020-08-31 12:15:00;117;99;9;10;25;86;85
2020-08-31 12:30:00;124;93;7;20;33;73;77
2020-08-31 12:45:00;110;87;7;26;28;97;98
2020-08-31 13:00:00;133;70;4;20;31;91;100
2020-08-31 13:15:00;102;78;1;18;25;129;145
2020-08-31 13:30:00;118;86;10;20;39;155;153
2020-08-31 13:45:00;132;86;10;20;40;141;132
2020-08-31 14:00:00;141;108;3;24;32;113;118
2020-08-31 14:15:00;205;176;13;15;41;80;74
2020-08-31 14:30:00;201;147;9;24;43;93;88
2020-08-31 14:45:00;193;158;10;25;43;91;76
2020-08-31 15:00:00;176;126;8;13;30;93;88
2020-08-31 15:15:00;190;161;8;16;37;76;86
2020-08-31 15:30:00;166;155;6;14;34;92;92
2020-08-31 15:45:00;166;144;5;9;30;86;97
2020-08-31 16:00:00;198;156;7;35;47;92;110
2020-08-31 16:15:00;197;165;8;18;39;90;123
2020-08-31 16:30:00;168;175;13;20;55;106;116
2020-08-31 16:45:00;173;156;9;23;47;97;87
2020-08-31 17:00:00;176;147;4;24;40;92;104
2020-08-31 17:15:00;167;172;12;19;44;99;109
2020-08-31 17:30:00;161;125;8;10;32;90;93
2020-08-31 17:45:00;118;140;5;21;48;97;100
2020-08-31 18:00:00;136;114;10;12;35;83;77
2020-08-31 18:15:00;135;121;5;18;35;78;82
2020-08-31 18:30:00;91;72;4;10;31;82;72
2020-08-31 18:45:00;105;86;4;13;37;85;82
2020-08-31 19:00:00;92;75;13;17;31;78;70
2020-08-31 19:15:00;80;57;6;10;19;54;51
2020-08-31 19:30:00;81;61;6;7;23;61;59
2020-08-31 19:45:00;81;53;6;13;31;51;51
2020-08-31 20:00:00;65;44;6;8;28;63;30
2020-08-31 20:15:00;75;38;3;8;14;60;54
2020-08-31 20:30:00;67;29;6;11;19;52;31
2020-08-31 20:45:00;40;22;4;11;20;61;55
2020-08-31 21:00:00;44;26;6;8;24;105;99
2020-08-31 21:15:00;38;28;6;11;19;92;84
2020-08-31 21:30:00;56;22;3;5;6;54;45
2020-08-31 21:45:00;112;74;4;8;17;27;9
2020-08-31 22:00:00;136;102;7;5;11;35;19
2020-08-31 22:15:00;117;84;7;7;20;30;29
2020-08-31 22:30:00;40;31;3;8;18;39;19
2020-08-31 22:45:00;29;25;1;9;12;16;10
2020-08-31 23:00:00;32;5;0;1;7;24;10
2020-08-31 23:15:00;20;8;1;1;3;17;6
2020-08-31 23:30:00;15;8;1;4;7;12;4
2020-08-31 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
