DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2019-10-11 00:00:00;3;3;15;5;4;6;4;0;3;2;0;0;0;0
2019-10-11 00:15:00;7;8;13;2;10;9;3;3;3;3;0;0;0;0
2019-10-11 00:30:00;1;6;10;2;7;4;2;0;1;3;0;0;0;0
2019-10-11 00:45:00;5;6;15;2;2;4;3;0;1;5;0;0;0;0
2019-10-11 01:00:00;3;5;8;3;5;3;1;1;7;4;0;0;0;0
2019-10-11 01:15:00;1;1;3;2;3;4;2;0;1;4;0;0;0;0
2019-10-11 01:30:00;0;4;6;0;6;5;0;0;0;2;0;0;0;0
2019-10-11 01:45:00;2;1;8;3;11;3;3;1;1;4;0;0;0;0
2019-10-11 02:00:00;1;1;1;0;4;7;2;0;4;1;0;0;0;0
2019-10-11 02:15:00;3;2;2;0;4;2;2;1;3;2;0;0;0;0
2019-10-11 02:30:00;3;4;4;0;5;3;1;0;1;2;0;0;0;0
2019-10-11 02:45:00;1;4;4;0;4;2;0;0;2;4;0;0;0;0
2019-10-11 03:00:00;2;4;5;1;1;5;1;1;0;2;0;0;0;0
2019-10-11 03:15:00;3;0;3;1;3;1;2;0;0;0;0;0;0;0
2019-10-11 03:30:00;2;0;3;3;8;2;1;1;3;4;0;0;0;0
2019-10-11 03:45:00;2;3;7;0;4;4;0;1;3;5;0;0;0;0
2019-10-11 04:00:00;5;2;10;0;4;2;0;0;2;1;0;0;0;0
2019-10-11 04:15:00;7;6;8;0;7;11;3;2;3;4;0;0;0;0
2019-10-11 04:30:00;7;7;11;2;5;3;1;1;3;10;0;0;0;0
2019-10-11 04:45:00;16;11;10;2;6;3;4;0;4;6;0;0;0;0
2019-10-11 05:00:00;31;37;18;6;5;8;6;2;10;15;0;0;0;0
2019-10-11 05:15:00;86;87;30;13;16;15;11;7;9;12;0;0;0;0
2019-10-11 05:30:00;87;75;34;22;22;20;6;6;21;22;0;0;0;0
2019-10-11 05:45:00;74;55;51;41;24;23;20;11;51;57;0;0;0;0
2019-10-11 06:00:00;72;47;43;29;26;19;20;6;40;50;0;0;0;0
2019-10-11 06:15:00;121;69;62;43;31;49;25;9;47;65;0;0;0;0
2019-10-11 06:30:00;110;69;62;48;42;42;28;16;27;35;0;0;0;0
2019-10-11 06:45:00;151;91;99;69;43;40;28;14;34;24;0;0;0;0
2019-10-11 07:00:00;138;88;87;66;51;59;41;26;28;27;0;0;0;0
2019-10-11 07:15:00;127;77;96;81;83;68;55;34;46;42;0;0;0;0
2019-10-11 07:30:00;125;75;67;54;65;62;58;46;58;48;0;0;0;0
2019-10-11 07:45:00;129;91;82;82;63;52;51;40;57;41;0;0;0;0
2019-10-11 08:00:00;154;81;84;63;43;55;46;20;42;49;0;0;0;0
2019-10-11 08:15:00;121;55;75;73;50;48;32;18;49;47;0;0;0;0
2019-10-11 08:30:00;81;52;79;55;64;69;42;20;44;45;0;0;0;0
2019-10-11 08:45:00;99;66;100;60;66;73;49;20;52;57;0;0;0;0
2019-10-11 09:00:00;79;41;76;61;50;46;19;19;38;33;0;0;0;0
2019-10-11 09:15:00;78;37;73;62;57;50;42;23;41;43;0;0;0;0
2019-10-11 09:30:00;69;39;79;68;53;47;39;14;42;54;0;0;0;0
2019-10-11 09:45:00;62;39;76;49;55;61;40;20;42;51;0;0;0;0
2019-10-11 10:00:00;52;38;83;50;52;52;36;14;45;39;0;0;0;0
2019-10-11 10:15:00;43;42;85;46;69;62;36;14;54;55;0;0;0;0
2019-10-11 10:30:00;54;42;91;55;63;67;32;12;35;40;0;0;0;0
2019-10-11 10:45:00;59;41;80;36;66;56;26;22;44;58;0;0;0;0
2019-10-11 11:00:00;50;45;83;44;69;50;43;16;38;46;0;0;0;0
2019-10-11 11:15:00;56;42;70;38;89;65;42;12;47;51;0;0;0;0
2019-10-11 11:30:00;57;45;87;42;80;70;42;21;55;62;0;0;0;0
2019-10-11 11:45:00;55;45;84;55;70;71;39;22;45;53;0;0;0;0
2019-10-11 12:00:00;85;51;102;81;75;47;40;18;72;68;0;0;0;0
2019-10-11 12:15:00;79;47;105;68;69;62;37;25;64;65;0;0;0;0
2019-10-11 12:30:00;53;42;89;55;66;81;48;29;70;88;0;0;0;0
2019-10-11 12:45:00;62;52;87;54;76;70;55;21;76;82;0;0;0;0
2019-10-11 13:00:00;91;61;82;60;81;77;38;20;69;64;0;0;0;0
2019-10-11 13:15:00;91;66;99;71;82;66;46;31;68;74;0;0;0;0
2019-10-11 13:30:00;80;55;72;45;74;56;38;21;58;48;0;0;0;0
2019-10-11 13:45:00;147;95;83;55;68;69;50;24;69;76;0;0;0;0
2019-10-11 14:00:00;96;55;85;54;73;78;47;17;78;82;0;0;0;0
2019-10-11 14:15:00;72;57;94;72;70;74;46;19;86;97;0;0;0;0
2019-10-11 14:30:00;60;48;95;68;77;76;49;23;84;83;0;0;0;0
2019-10-11 14:45:00;70;55;92;52;61;65;42;30;83;83;0;0;0;0
2019-10-11 15:00:00;79;50;80;56;72;73;41;19;81;91;0;0;0;0
2019-10-11 15:15:00;88;55;96;69;74;75;62;32;87;96;0;0;0;0
2019-10-11 15:30:00;68;45;92;66;51;57;73;39;91;77;0;0;0;0
2019-10-11 15:45:00;75;72;95;63;77;77;58;33;71;67;0;0;0;0
2019-10-11 16:00:00;61;49;106;69;73;64;47;22;66;75;0;0;0;0
2019-10-11 16:15:00;78;56;100;75;82;81;47;22;62;71;0;0;0;0
2019-10-11 16:30:00;70;45;94;68;79;63;42;22;70;65;0;0;0;0
2019-10-11 16:45:00;61;46;91;65;66;79;39;19;79;62;0;0;0;0
2019-10-11 17:00:00;72;44;89;60;81;65;47;26;70;72;0;0;0;0
2019-10-11 17:15:00;65;52;113;84;85;73;39;20;66;65;0;0;0;0
2019-10-11 17:30:00;73;49;107;64;86;77;50;23;54;53;0;0;0;0
2019-10-11 17:45:00;66;54;94;58;97;80;37;21;61;63;0;0;0;0
2019-10-11 18:00:00;68;56;94;66;75;84;45;21;57;54;0;0;0;0
2019-10-11 18:15:00;66;44;92;66;86;81;37;25;56;74;0;0;0;0
2019-10-11 18:30:00;65;49;82;56;86;77;32;13;52;68;0;0;0;0
2019-10-11 18:45:00;49;33;81;48;70;78;32;23;47;45;0;0;0;0
2019-10-11 19:00:00;48;44;97;53;80;75;40;22;43;56;0;0;0;0
2019-10-11 19:15:00;56;24;74;47;82;63;36;14;38;49;0;0;0;0
2019-10-11 19:30:00;47;28;61;28;66;68;31;12;31;38;0;0;0;0
2019-10-11 19:45:00;44;28;67;35;68;59;29;15;30;34;0;0;0;0
2019-10-11 20:00:00;46;36;63;26;88;71;30;19;38;39;0;0;0;0
2019-10-11 20:15:00;35;43;50;27;78;68;27;11;29;27;0;0;0;0
2019-10-11 20:30:00;29;30;48;17;50;46;21;11;17;21;0;0;0;0
2019-10-11 20:45:00;41;40;59;19;43;36;25;13;20;27;0;0;0;0
2019-10-11 21:00:00;50;53;45;18;57;42;19;8;21;34;0;0;0;0
2019-10-11 21:15:00;62;62;50;27;35;33;21;12;19;22;0;0;0;0
2019-10-11 21:30:00;45;45;41;20;38;29;24;9;21;23;0;0;0;0
2019-10-11 21:45:00;32;29;48;23;51;34;21;9;53;61;0;0;0;0
2019-10-11 22:00:00;25;26;46;20;37;39;11;4;83;86;0;0;0;0
2019-10-11 22:15:00;26;17;43;20;39;42;13;3;43;38;0;0;0;0
2019-10-11 22:30:00;21;19;44;17;39;43;18;4;21;17;0;0;0;0
2019-10-11 22:45:00;25;20;50;23;34;37;17;7;16;11;0;0;0;0
2019-10-11 23:00:00;15;13;38;18;32;31;10;1;20;15;0;0;0;0
2019-10-11 23:15:00;19;17;33;13;20;21;11;0;17;17;0;0;0;0
2019-10-11 23:30:00;14;14;31;18;16;13;13;5;12;11;0;0;0;0
2019-10-11 23:45:00;13;12;21;11;19;17;20;9;11;12;0;0;0;0
