DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2019-09-05 00:00:00;5;7;1;4;4;10;19;11
2019-09-05 00:15:00;9;15;3;3;3;7;19;11
2019-09-05 00:30:00;3;6;3;1;1;4;12;11
2019-09-05 00:45:00;10;12;7;2;2;4;11;7
2019-09-05 01:00:00;7;6;2;2;2;6;15;12
2019-09-05 01:15:00;4;6;3;2;2;5;6;2
2019-09-05 01:30:00;6;9;2;0;0;0;7;3
2019-09-05 01:45:00;9;6;2;0;0;6;9;8
2019-09-05 02:00:00;7;6;2;1;1;1;7;4
2019-09-05 02:15:00;2;3;0;1;1;3;10;3
2019-09-05 02:30:00;8;3;1;2;2;4;3;1
2019-09-05 02:45:00;6;6;0;2;2;4;10;6
2019-09-05 03:00:00;5;5;2;0;0;4;12;3
2019-09-05 03:15:00;7;5;1;1;1;3;11;8
2019-09-05 03:30:00;7;6;2;1;1;4;6;2
2019-09-05 03:45:00;8;7;1;1;1;4;7;5
2019-09-05 04:00:00;11;6;0;1;1;2;12;7
2019-09-05 04:15:00;21;8;4;1;1;3;8;5
2019-09-05 04:30:00;20;12;2;4;4;5;11;5
2019-09-05 04:45:00;32;26;4;3;4;6;22;16
2019-09-05 05:00:00;22;19;4;0;0;6;37;21
2019-09-05 05:15:00;34;26;7;3;4;12;39;27
2019-09-05 05:30:00;48;31;9;3;3;11;57;39
2019-09-05 05:45:00;72;44;8;6;9;31;68;45
2019-09-05 06:00:00;66;47;8;6;9;32;55;42
2019-09-05 06:15:00;71;81;10;4;5;34;75;62
2019-09-05 06:30:00;112;101;16;11;13;48;91;78
2019-09-05 06:45:00;132;172;17;14;27;81;93;65
2019-09-05 07:00:00;112;119;18;13;22;64;87;87
2019-09-05 07:15:00;130;161;29;17;21;71;98;84
2019-09-05 07:30:00;149;171;11;11;20;66;105;92
2019-09-05 07:45:00;169;211;20;16;25;73;108;69
2019-09-05 08:00:00;143;197;16;15;27;78;93;68
2019-09-05 08:15:00;123;161;15;10;27;68;102;69
2019-09-05 08:30:00;109;158;18;16;21;57;106;80
2019-09-05 08:45:00;119;154;13;19;24;57;96;60
2019-09-05 09:00:00;119;125;26;15;22;55;99;58
2019-09-05 09:15:00;128;125;20;12;23;64;109;87
2019-09-05 09:30:00;96;123;19;13;17;55;111;91
2019-09-05 09:45:00;131;122;20;11;19;43;112;92
2019-09-05 10:00:00;109;89;20;9;14;58;124;95
2019-09-05 10:15:00;107;102;25;11;20;48;125;91
2019-09-05 10:30:00;116;108;15;9;13;41;122;76
2019-09-05 10:45:00;129;145;24;11;16;57;120;83
2019-09-05 11:00:00;104;115;19;19;28;58;146;109
2019-09-05 11:15:00;113;125;21;13;21;52;134;87
2019-09-05 11:30:00;106;117;21;17;22;57;140;93
2019-09-05 11:45:00;109;120;20;15;25;55;142;92
2019-09-05 12:00:00;108;126;23;15;21;55;158;100
2019-09-05 12:15:00;121;125;18;20;23;65;127;86
2019-09-05 12:30:00;118;110;18;17;23;57;143;92
2019-09-05 12:45:00;114;132;20;19;24;54;134;99
2019-09-05 13:00:00;113;131;25;14;18;54;142;108
2019-09-05 13:15:00;107;127;28;12;18;60;155;112
2019-09-05 13:30:00;120;127;29;15;21;52;134;99
2019-09-05 13:45:00;107;116;18;15;19;61;154;92
2019-09-05 14:00:00;115;140;19;10;16;54;127;96
2019-09-05 14:15:00;130;130;26;18;28;87;184;114
2019-09-05 14:30:00;124;117;23;16;25;59;157;118
2019-09-05 14:45:00;148;148;22;19;23;64;153;109
2019-09-05 15:00:00;143;168;27;14;23;57;168;118
2019-09-05 15:15:00;138;147;23;13;24;74;170;116
2019-09-05 15:30:00;142;158;30;9;18;58;173;122
2019-09-05 15:45:00;135;143;33;17;23;69;172;152
2019-09-05 16:00:00;132;133;50;15;21;76;193;155
2019-09-05 16:15:00;147;140;28;15;27;73;181;153
2019-09-05 16:30:00;156;165;46;22;31;73;209;164
2019-09-05 16:45:00;133;131;55;10;16;62;213;165
2019-09-05 17:00:00;126;147;42;17;22;79;204;153
2019-09-05 17:15:00;131;152;44;8;16;77;209;159
2019-09-05 17:30:00;129;128;35;20;30;86;169;138
2019-09-05 17:45:00;127;140;27;14;19;64;169;121
2019-09-05 18:00:00;103;106;36;10;16;71;186;145
2019-09-05 18:15:00;109;116;28;7;14;60;156;108
2019-09-05 18:30:00;89;80;21;15;20;65;137;94
2019-09-05 18:45:00;70;75;23;15;17;57;132;80
2019-09-05 19:00:00;62;70;31;6;7;55;116;76
2019-09-05 19:15:00;69;81;15;11;14;49;112;71
2019-09-05 19:30:00;60;50;9;6;10;55;114;67
2019-09-05 19:45:00;59;46;12;9;9;44;94;48
2019-09-05 20:00:00;46;41;16;10;11;44;107;55
2019-09-05 20:15:00;41;47;18;7;8;36;79;42
2019-09-05 20:30:00;31;40;13;0;0;17;65;47
2019-09-05 20:45:00;55;45;14;4;4;25;54;20
2019-09-05 21:00:00;35;36;0;8;8;37;58;41
2019-09-05 21:15:00;38;53;0;4;4;19;56;42
2019-09-05 21:30:00;26;35;0;1;1;18;53;45
2019-09-05 21:45:00;45;36;0;2;2;7;44;47
2019-09-05 22:00:00;39;37;0;0;0;0;40;35
2019-09-05 22:15:00;37;31;0;0;0;0;33;39
2019-09-05 22:30:00;32;26;0;0;0;0;37;36
2019-09-05 22:45:00;31;29;0;0;0;1;28;23
2019-09-05 23:00:00;18;22;0;0;0;0;35;21
2019-09-05 23:15:00;20;18;0;0;0;0;31;26
2019-09-05 23:30:00;11;10;0;0;0;0;23;24
2019-09-05 23:45:00;12;8;0;0;0;0;24;15
