DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-01-17 00:00:00;2;1;1;0;0;5;1;5;1;2;0
2020-01-17 00:15:00;6;4;3;0;0;5;5;5;1;1;0
2020-01-17 00:30:00;2;0;0;0;0;6;3;6;2;3;0
2020-01-17 00:45:00;2;6;2;0;0;9;1;9;1;1;0
2020-01-17 01:00:00;3;1;2;0;0;5;0;5;0;0;0
2020-01-17 01:15:00;5;3;4;0;0;6;1;6;1;2;0
2020-01-17 01:30:00;5;1;1;0;0;6;5;6;0;0;0
2020-01-17 01:45:00;2;1;0;0;0;3;1;3;0;0;0
2020-01-17 02:00:00;6;7;5;0;0;3;8;3;1;1;0
2020-01-17 02:15:00;4;4;3;0;0;6;1;6;1;3;0
2020-01-17 02:30:00;2;0;0;0;0;5;4;5;1;3;0
2020-01-17 02:45:00;4;2;2;0;0;3;3;3;2;3;0
2020-01-17 03:00:00;5;0;0;0;0;3;2;3;1;2;0
2020-01-17 03:15:00;6;3;2;0;0;5;1;5;0;1;0
2020-01-17 03:30:00;10;1;2;0;0;2;3;2;1;7;0
2020-01-17 03:45:00;7;1;2;0;0;3;2;3;2;2;0
2020-01-17 04:00:00;3;6;5;0;0;7;8;7;1;5;13
2020-01-17 04:15:00;7;0;0;0;0;4;2;4;0;2;18
2020-01-17 04:30:00;17;2;1;1;0;8;1;8;2;2;3
2020-01-17 04:45:00;17;2;2;0;0;15;2;15;1;1;0
2020-01-17 05:00:00;37;0;0;0;0;19;4;19;2;1;0
2020-01-17 05:15:00;51;1;0;0;0;23;6;23;3;3;1
2020-01-17 05:30:00;84;2;1;0;0;48;7;49;6;9;0
2020-01-17 05:45:00;86;5;4;0;1;34;9;34;2;5;0
2020-01-17 06:00:00;84;2;2;0;0;55;16;55;7;12;0
2020-01-17 06:15:00;92;7;3;0;0;45;12;45;11;8;0
2020-01-17 06:30:00;142;4;3;0;0;78;9;78;11;6;1
2020-01-17 06:45:00;162;0;0;0;0;69;13;69;7;6;0
2020-01-17 07:00:00;194;2;2;0;0;57;18;57;5;3;0
2020-01-17 07:15:00;198;1;3;0;0;75;22;75;2;3;0
2020-01-17 07:30:00;183;1;1;0;1;47;14;47;11;5;1
2020-01-17 07:45:00;162;4;1;0;0;62;10;62;11;3;0
2020-01-17 08:00:00;147;9;4;0;0;43;18;43;7;6;0
2020-01-17 08:15:00;129;1;1;0;1;55;16;55;7;5;0
2020-01-17 08:30:00;146;2;1;0;1;60;26;59;13;7;0
2020-01-17 08:45:00;104;5;1;0;3;45;31;46;20;5;0
2020-01-17 09:00:00;93;1;1;0;1;61;22;60;25;10;1
2020-01-17 09:15:00;97;2;0;0;0;54;22;53;19;17;0
2020-01-17 09:30:00;87;4;4;0;1;64;19;64;20;13;0
2020-01-17 09:45:00;102;2;1;0;0;57;26;57;22;10;0
2020-01-17 10:00:00;99;2;1;2;0;57;30;58;31;16;1
2020-01-17 10:15:00;90;6;2;0;1;63;19;65;16;13;0
2020-01-17 10:30:00;91;1;0;0;1;66;25;65;19;13;0
2020-01-17 10:45:00;86;3;1;0;1;75;26;78;24;9;0
2020-01-17 11:00:00;108;0;0;0;1;80;33;80;32;11;0
2020-01-17 11:15:00;95;5;3;0;5;102;37;100;23;16;0
2020-01-17 11:30:00;89;5;2;0;2;97;27;127;22;12;0
2020-01-17 11:45:00;85;1;0;1;3;104;31;105;27;15;0
2020-01-17 12:00:00;115;3;0;0;0;126;50;126;30;16;0
2020-01-17 12:15:00;99;6;3;0;2;141;43;141;36;15;0
2020-01-17 12:30:00;118;7;5;1;1;131;36;129;32;21;0
2020-01-17 12:45:00;115;3;2;0;2;117;30;118;29;11;0
2020-01-17 13:00:00;125;1;1;0;0;121;35;119;24;20;1
2020-01-17 13:15:00;108;4;2;1;3;136;19;137;28;12;2
2020-01-17 13:30:00;121;0;0;0;3;151;35;150;25;15;0
2020-01-17 13:45:00;126;4;0;1;1;133;30;131;22;11;1
2020-01-17 14:00:00;106;5;3;0;4;145;31;146;24;14;0
2020-01-17 14:15:00;123;3;1;0;2;154;30;153;30;8;2
2020-01-17 14:30:00;122;1;1;0;1;151;26;151;31;16;1
2020-01-17 14:45:00;116;1;0;2;3;132;33;130;23;11;1
2020-01-17 15:00:00;144;0;1;0;4;169;20;170;28;12;6
2020-01-17 15:15:00;131;8;2;1;3;209;25;159;15;14;2
2020-01-17 15:30:00;119;3;0;0;0;143;22;139;28;11;0
2020-01-17 15:45:00;131;4;4;0;3;137;19;137;13;6;1
2020-01-17 16:00:00;121;6;4;0;1;170;24;168;24;10;0
2020-01-17 16:15:00;120;4;2;3;4;182;17;181;19;12;1
2020-01-17 16:30:00;123;0;0;0;0;177;11;177;6;9;0
2020-01-17 16:45:00;100;6;5;1;4;197;11;196;9;7;1
2020-01-17 17:00:00;104;1;1;0;0;165;15;165;10;8;3
2020-01-17 17:15:00;94;1;2;1;2;178;20;175;11;4;0
2020-01-17 17:30:00;94;2;1;1;2;148;23;150;10;6;0
2020-01-17 17:45:00;86;4;1;0;0;119;12;116;9;5;0
2020-01-17 18:00:00;114;1;1;0;2;110;11;111;9;5;0
2020-01-17 18:15:00;81;2;3;1;1;111;18;111;7;3;0
