DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2020-12-18 00:00:00;4;1;0;0;0;1;1;1;2;1;0;0;0;0;0;0;0
2020-12-18 00:15:00;6;1;2;2;0;1;0;0;3;1;0;0;0;0;0;0;0
2020-12-18 00:30:00;2;0;2;0;0;1;0;2;0;2;0;0;0;0;0;0;0
2020-12-18 00:45:00;4;4;1;2;0;1;1;3;6;1;0;0;0;0;0;0;0
2020-12-18 01:00:00;1;1;1;3;2;1;1;14;2;2;0;0;0;0;0;0;0
2020-12-18 01:15:00;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0
2020-12-18 01:30:00;3;0;0;1;0;0;0;4;3;4;0;0;0;0;0;0;0
2020-12-18 01:45:00;2;2;0;0;0;0;1;1;2;4;0;0;0;0;0;0;0
2020-12-18 02:00:00;4;3;0;0;0;1;1;2;4;0;0;0;0;0;0;0;0
2020-12-18 02:15:00;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
2020-12-18 02:30:00;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-18 02:45:00;5;0;0;0;0;2;2;0;2;1;0;0;0;0;0;0;0
2020-12-18 03:00:00;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0
2020-12-18 03:15:00;5;1;0;1;1;0;0;1;6;2;0;0;0;0;0;0;0
2020-12-18 03:30:00;4;1;1;0;0;0;1;0;3;2;0;0;0;0;0;0;0
2020-12-18 03:45:00;1;0;0;1;1;0;0;0;4;2;0;0;0;0;0;0;0
2020-12-18 04:00:00;6;2;2;0;1;0;1;5;3;6;0;0;0;0;0;0;0
2020-12-18 04:15:00;6;0;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0
2020-12-18 04:30:00;10;0;1;6;0;1;0;1;4;2;0;0;0;0;0;0;0
2020-12-18 04:45:00;29;3;7;6;0;0;4;5;6;5;0;0;0;0;0;0;0
2020-12-18 05:00:00;79;1;24;20;1;1;8;12;13;8;0;0;0;0;0;0;0
2020-12-18 05:15:00;116;4;36;67;1;8;14;11;13;9;0;0;0;0;0;0;0
2020-12-18 05:30:00;72;5;45;44;0;3;12;25;18;27;0;0;0;0;0;0;0
2020-12-18 05:45:00;36;3;30;38;4;7;15;71;48;70;0;0;0;0;0;0;0
2020-12-18 06:00:00;52;13;13;24;2;6;11;67;72;85;0;0;1;0;0;0;0
2020-12-18 06:15:00;45;3;22;30;2;2;10;29;27;32;0;0;0;0;0;2;0
2020-12-18 06:30:00;48;11;40;36;3;1;23;29;30;27;0;0;0;0;0;0;0
2020-12-18 06:45:00;38;14;26;32;7;5;20;33;23;25;0;0;0;0;0;0;0
2020-12-18 07:00:00;39;10;33;33;5;5;11;20;20;21;0;0;0;0;0;0;0
2020-12-18 07:15:00;31;13;23;25;6;12;12;34;31;24;0;0;0;0;0;0;0
2020-12-18 07:30:00;31;18;30;38;12;12;13;28;111;18;0;0;0;0;5;0;0
2020-12-18 07:45:00;59;39;27;21;8;14;15;30;32;22;0;0;0;0;0;0;0
2020-12-18 08:00:00;40;16;30;28;5;8;16;31;29;21;0;0;0;0;0;0;0
2020-12-18 08:15:00;35;22;13;8;4;5;11;33;27;22;0;0;0;0;0;0;0
2020-12-18 08:30:00;52;29;24;23;5;4;16;18;17;19;1;0;0;0;0;0;0
2020-12-18 08:45:00;35;18;29;22;10;9;18;27;25;20;0;1;0;0;4;0;0
2020-12-18 09:00:00;26;18;27;22;7;9;9;23;22;24;0;0;0;0;0;0;0
2020-12-18 09:15:00;34;21;20;25;13;15;11;23;27;25;0;0;3;0;2;0;0
2020-12-18 09:30:00;29;19;23;24;13;15;19;38;37;27;0;0;0;0;0;0;0
2020-12-18 09:45:00;40;24;25;23;17;12;16;24;18;29;1;0;1;0;0;0;0
2020-12-18 10:00:00;39;19;34;27;15;10;17;24;35;37;2;0;0;3;7;0;0
2020-12-18 10:15:00;21;31;19;13;4;16;17;32;33;33;0;0;1;0;0;0;0
2020-12-18 10:30:00;45;27;25;34;15;16;25;22;28;28;0;0;1;0;0;0;0
2020-12-18 10:45:00;33;22;18;18;15;19;22;32;32;32;0;0;0;0;3;0;0
2020-12-18 11:00:00;30;24;29;31;15;18;18;28;28;31;0;0;1;5;1;2;10
2020-12-18 11:15:00;34;22;22;18;12;10;16;36;35;46;0;0;0;0;1;0;0
2020-12-18 11:30:00;43;22;35;33;11;15;30;41;34;38;0;0;1;0;1;6;0
2020-12-18 11:45:00;33;33;28;24;9;22;26;42;41;40;0;0;3;0;1;0;0
2020-12-18 12:00:00;37;29;42;27;11;16;20;46;47;50;0;0;5;0;0;0;0
2020-12-18 12:15:00;41;29;32;32;13;18;29;43;41;37;0;0;4;2;1;0;0
2020-12-18 12:30:00;47;29;34;30;16;13;31;39;38;42;0;0;0;1;0;0;0
2020-12-18 12:45:00;54;36;24;23;18;13;26;41;39;37;0;0;0;0;0;0;0
2020-12-18 13:00:00;72;35;27;33;12;16;23;43;36;41;1;0;1;0;3;1;0
2020-12-18 13:15:00;140;29;54;53;7;10;25;27;40;46;0;0;0;0;2;0;0
2020-12-18 13:30:00;71;22;46;65;18;13;24;37;41;37;0;0;1;0;0;0;0
2020-12-18 13:45:00;70;29;40;50;10;21;40;40;42;43;1;1;2;0;1;0;0
2020-12-18 14:00:00;59;38;38;34;9;19;30;78;58;91;1;1;0;3;0;17;0
2020-12-18 14:15:00;48;18;16;22;11;18;27;77;63;93;0;0;5;0;3;0;0
2020-12-18 14:30:00;45;39;25;25;14;18;21;84;63;122;0;0;6;0;0;0;0
2020-12-18 14:45:00;55;36;30;21;13;28;29;80;67;92;0;0;1;2;0;3;0
2020-12-18 15:00:00;32;33;26;21;16;15;21;37;44;54;2;0;0;0;2;3;0
2020-12-18 15:15:00;46;41;33;24;11;14;31;51;55;59;1;0;0;0;0;0;0
2020-12-18 15:30:00;38;28;22;20;9;16;10;30;31;35;1;0;2;0;7;0;0
2020-12-18 15:45:00;39;28;25;24;13;13;17;30;38;41;0;0;0;0;0;2;0
2020-12-18 16:00:00;45;36;22;17;19;19;20;37;35;44;1;1;0;0;0;1;0
2020-12-18 16:15:00;44;33;29;28;23;20;25;42;43;47;0;0;1;1;5;0;0
2020-12-18 16:30:00;50;29;28;25;15;12;30;47;40;39;0;0;0;0;5;0;0
2020-12-18 16:45:00;35;27;26;19;19;11;20;25;32;33;9;0;0;0;9;5;0
2020-12-18 17:00:00;37;27;26;26;13;15;24;24;35;46;0;0;0;0;0;0;0
2020-12-18 17:15:00;38;24;19;31;19;12;24;42;35;28;0;0;1;0;1;0;0
2020-12-18 17:30:00;45;32;23;16;9;16;21;27;34;33;1;0;0;0;0;0;0
2020-12-18 17:45:00;40;26;28;34;8;12;19;34;28;29;0;0;0;0;0;3;0
2020-12-18 18:00:00;38;9;41;31;15;4;26;20;29;37;1;0;2;0;0;0;0
2020-12-18 18:15:00;34;17;16;22;13;10;8;19;30;28;0;0;0;0;0;0;0
2020-12-18 18:30:00;38;22;20;21;12;10;27;26;27;21;0;0;2;0;0;0;0
