2020-07-01 00:00:00;0;11;4;3;4;1;0;0;5;7;4;0;5;1;2;0;0;0;0;0;0
2020-07-01 00:15:00;6;7;4;4;4;4;1;0;11;3;1;0;5;4;1;0;0;0;0;0;0
2020-07-01 00:30:00;3;11;3;1;3;5;1;0;4;9;1;2;2;1;1;0;0;0;0;0;0
2020-07-01 00:45:00;7;6;6;0;2;0;0;0;8;6;0;0;3;3;0;0;0;0;0;0;0
2020-07-01 01:00:00;3;3;2;3;0;2;2;1;2;4;2;0;0;1;1;0;0;0;0;0;0
2020-07-01 01:15:00;1;3;1;1;0;2;0;0;1;3;0;1;1;0;0;0;0;0;0;0;0
2020-07-01 01:30:00;4;3;3;1;0;2;0;0;3;2;2;0;2;4;0;0;0;0;0;0;0
2020-07-01 01:45:00;3;5;1;0;1;0;0;0;1;3;1;1;3;0;2;0;0;0;0;0;0
2020-07-01 02:00:00;1;2;1;0;3;1;0;0;4;2;0;0;1;2;0;0;0;0;0;0;0
2020-07-01 02:15:00;4;4;0;0;0;0;0;0;0;3;3;1;4;4;1;0;0;0;0;0;0
2020-07-01 02:30:00;2;6;0;0;0;1;0;0;2;2;3;1;0;1;1;0;0;0;0;0;0
2020-07-01 02:45:00;0;2;2;0;1;0;0;0;3;2;1;0;2;0;0;0;0;0;0;0;0
2020-07-01 03:00:00;3;3;3;1;0;1;0;0;5;0;2;0;2;2;1;0;0;0;0;0;0
2020-07-01 03:15:00;3;4;0;0;1;0;0;0;2;2;1;0;0;2;0;0;0;0;0;0;0
2020-07-01 03:30:00;2;3;0;0;0;0;0;0;1;1;3;0;3;1;0;0;0;0;0;0;0
2020-07-01 03:45:00;1;1;1;1;0;0;0;0;1;1;3;0;1;3;0;0;0;0;0;0;0
2020-07-01 04:00:00;5;6;1;0;0;2;0;0;2;3;0;0;3;3;0;0;0;0;0;0;0
2020-07-01 04:15:00;2;7;1;1;1;3;1;0;7;4;1;0;3;5;1;0;0;0;0;0;0
2020-07-01 04:30:00;4;7;2;1;1;2;1;0;7;4;1;0;3;2;3;0;0;0;0;0;0
2020-07-01 04:45:00;3;6;0;1;3;2;2;1;6;5;4;3;5;4;3;0;0;0;0;0;0
2020-07-01 05:00:00;4;20;4;4;6;13;0;0;14;8;5;2;8;6;2;0;0;0;0;0;0
2020-07-01 05:15:00;10;16;5;7;13;25;4;0;14;12;15;3;14;8;5;0;0;0;0;0;0
2020-07-01 05:30:00;35;38;16;5;22;23;8;4;26;28;27;7;14;6;6;0;0;0;0;0;0
2020-07-01 05:45:00;45;41;15;9;8;34;4;2;19;25;6;22;36;18;47;0;0;0;0;0;0
2020-07-01 06:00:00;24;33;21;7;8;25;3;1;31;27;9;22;42;19;15;0;0;0;0;0;0
2020-07-01 06:15:00;40;44;27;9;16;24;5;0;40;43;6;9;47;27;24;0;0;0;0;0;0
2020-07-01 06:30:00;67;46;28;11;17;34;4;2;46;61;13;5;46;26;26;0;0;0;0;0;0
2020-07-01 06:45:00;61;49;36;7;18;47;2;3;36;39;18;4;38;29;24;0;0;0;0;0;0
2020-07-01 07:00:00;64;107;54;11;32;50;4;1;44;53;20;7;62;25;29;0;0;1;0;0;0
2020-07-01 07:15:00;64;76;43;11;26;47;8;1;47;47;34;8;65;36;31;0;0;6;0;5;0
2020-07-01 07:30:00;75;71;56;20;46;54;18;2;46;66;30;19;59;40;37;0;10;0;0;0;0
2020-07-01 07:45:00;63;63;53;21;38;55;13;5;45;57;21;11;53;23;28;0;0;2;0;0;0
2020-07-01 08:00:00;66;67;62;22;45;49;9;6;63;54;20;23;106;47;44;0;0;2;1;0;0
2020-07-01 08:15:00;54;64;39;16;38;42;9;3;48;50;32;15;48;25;17;0;0;0;1;0;0
2020-07-01 08:30:00;58;74;50;15;34;46;11;5;40;40;27;17;62;30;26;0;0;0;0;0;0
2020-07-01 08:45:00;41;81;54;17;29;35;16;3;50;43;13;14;52;29;21;0;0;0;0;0;0
2020-07-01 09:00:00;48;52;34;18;24;40;14;3;41;47;16;14;50;25;15;0;0;0;0;0;0
2020-07-01 09:15:00;49;81;42;10;39;37;12;6;39;33;17;23;58;25;20;0;0;0;0;0;0
2020-07-01 09:30:00;30;76;38;23;28;53;15;7;44;38;12;35;64;30;33;1;0;0;0;0;0
2020-07-01 09:45:00;42;81;60;17;32;38;11;7;50;47;15;17;68;26;23;3;0;0;0;0;0
2020-07-01 10:00:00;32;69;59;21;39;33;13;9;50;37;18;24;48;31;19;0;0;0;0;0;0
2020-07-01 10:15:00;31;65;42;36;41;43;20;7;58;69;18;16;65;24;21;0;0;1;0;0;0
2020-07-01 10:30:00;38;57;46;24;30;37;11;9;49;44;10;18;51;24;29;2;0;1;0;0;0
2020-07-01 10:45:00;29;71;60;18;34;36;11;12;55;57;23;22;49;28;24;0;0;0;0;2;0
2020-07-01 11:00:00;52;61;45;18;41;51;8;12;66;51;23;23;45;40;44;4;0;1;0;6;0
2020-07-01 11:15:00;43;72;48;17;48;49;13;3;57;58;24;28;52;31;31;0;0;1;1;0;0
2020-07-01 11:30:00;24;77;56;19;51;36;13;5;56;46;23;19;69;33;33;9;0;0;15;0;0
2020-07-01 11:45:00;24;55;53;15;43;55;11;6;35;36;20;34;74;23;21;0;0;0;6;0;1
2020-07-01 12:00:00;30;62;60;34;52;36;14;5;62;67;22;29;62;31;21;1;0;0;0;0;0
2020-07-01 12:15:00;34;64;52;22;44;55;9;8;60;45;21;14;61;26;31;3;1;0;0;0;0
2020-07-01 12:30:00;39;69;41;16;39;39;16;13;55;54;21;22;67;24;29;3;0;2;0;0;0
2020-07-01 12:45:00;36;90;58;18;40;47;12;7;55;55;13;14;58;31;30;0;1;0;0;1;2
2020-07-01 13:00:00;38;67;62;19;29;61;11;9;64;69;17;21;57;22;20;0;0;0;0;0;0
2020-07-01 13:15:00;34;93;47;22;32;36;8;8;58;55;16;14;49;31;29;0;0;0;0;0;0
2020-07-01 13:30:00;29;73;55;22;45;51;11;7;52;77;22;22;45;26;34;0;1;0;0;0;0
2020-07-01 13:45:00;44;69;43;30;32;49;20;10;68;54;26;25;63;21;19;0;0;0;0;0;0
2020-07-01 14:00:00;48;84;60;17;41;44;9;4;56;59;18;25;59;31;30;0;0;0;0;0;0
2020-07-01 14:15:00;33;99;56;28;40;34;11;10;70;83;25;48;86;31;25;1;0;0;0;4;0
2020-07-01 14:30:00;41;71;48;16;38;54;18;7;61;60;21;55;90;37;29;0;0;1;0;0;0
2020-07-01 14:45:00;30;85;46;21;38;36;7;2;62;63;20;33;81;28;35;2;0;1;0;0;0
