DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-03-10 00:00:00;1;0;0;3;3
2020-03-10 00:15:00;2;2;2;1;1
2020-03-10 00:30:00;0;0;0;2;2
2020-03-10 00:45:00;2;1;0;1;0
2020-03-10 01:00:00;1;0;0;3;1
2020-03-10 01:15:00;0;0;0;0;0
2020-03-10 01:30:00;0;0;1;0;1
2020-03-10 01:45:00;3;0;0;0;0
2020-03-10 02:00:00;0;0;0;1;1
2020-03-10 02:15:00;0;0;0;2;0
2020-03-10 02:30:00;1;0;1;0;0
2020-03-10 02:45:00;1;0;0;0;2
2020-03-10 03:00:00;1;0;0;0;1
2020-03-10 03:15:00;0;0;1;0;0
2020-03-10 03:30:00;2;0;0;0;0
2020-03-10 03:45:00;0;0;0;0;1
2020-03-10 04:00:00;2;0;0;0;0
2020-03-10 04:15:00;2;0;0;1;1
2020-03-10 04:30:00;2;3;0;0;3
2020-03-10 04:45:00;1;0;0;3;2
2020-03-10 05:00:00;0;0;3;3;3
2020-03-10 05:15:00;5;0;1;3;6
2020-03-10 05:30:00;12;2;1;5;13
2020-03-10 05:45:00;17;1;4;11;25
2020-03-10 06:00:00;14;3;3;4;20
2020-03-10 06:15:00;32;4;6;22;34
2020-03-10 06:30:00;29;5;7;15;42
2020-03-10 06:45:00;55;6;13;20;54
2020-03-10 07:00:00;43;8;7;21;78
2020-03-10 07:15:00;59;10;8;33;128
2020-03-10 07:30:00;67;21;20;47;141
2020-03-10 07:45:00;104;23;27;48;101
2020-03-10 08:00:00;70;17;16;42;72
2020-03-10 08:15:00;71;12;19;43;73
2020-03-10 08:30:00;49;20;17;47;53
2020-03-10 08:45:00;56;20;19;49;72
2020-03-10 09:00:00;37;18;17;24;60
2020-03-10 09:15:00;49;18;14;29;58
2020-03-10 09:30:00;37;13;13;46;58
2020-03-10 09:45:00;41;18;17;32;60
2020-03-10 10:00:00;40;11;20;28;48
2020-03-10 10:15:00;40;16;19;38;65
2020-03-10 10:30:00;56;15;15;29;58
2020-03-10 10:45:00;41;18;14;23;52
2020-03-10 11:00:00;34;10;11;22;55
2020-03-10 11:15:00;41;11;16;26;58
2020-03-10 11:30:00;41;10;19;26;42
2020-03-10 11:45:00;44;11;18;34;58
2020-03-10 12:00:00;46;10;10;33;46
2020-03-10 12:15:00;48;8;16;27;69
2020-03-10 12:30:00;57;11;15;25;55
2020-03-10 12:45:00;43;5;17;28;63
2020-03-10 13:00:00;64;7;15;29;79
2020-03-10 13:15:00;58;10;20;25;64
2020-03-10 13:30:00;44;14;22;30;64
2020-03-10 13:45:00;61;12;19;29;61
2020-03-10 14:00:00;47;13;13;25;33
2020-03-10 14:15:00;45;14;15;43;67
2020-03-10 14:30:00;55;11;18;31;61
2020-03-10 14:45:00;45;16;11;36;86
2020-03-10 15:00:00;55;17;27;26;80
2020-03-10 15:15:00;59;10;19;39;80
2020-03-10 15:30:00;64;19;16;38;87
2020-03-10 15:45:00;59;11;26;40;94
2020-03-10 16:00:00;65;17;25;45;112
2020-03-10 16:15:00;84;17;26;43;89
2020-03-10 16:30:00;62;17;21;47;103
2020-03-10 16:45:00;65;13;26;50;91
2020-03-10 17:00:00;56;16;41;61;115
2020-03-10 17:15:00;47;13;29;52;95
2020-03-10 17:30:00;49;10;22;40;92
2020-03-10 17:45:00;51;17;19;30;102
2020-03-10 18:00:00;51;19;25;45;102
2020-03-10 18:15:00;52;5;16;42;85
2020-03-10 18:30:00;49;9;19;16;75
2020-03-10 18:45:00;39;16;22;28;64
2020-03-10 19:00:00;39;20;12;26;52
2020-03-10 19:15:00;55;32;11;38;47
2020-03-10 19:30:00;47;20;10;21;53
2020-03-10 19:45:00;43;7;10;23;45
2020-03-10 20:00:00;24;4;11;15;31
2020-03-10 20:15:00;25;3;11;16;33
2020-03-10 20:30:00;30;2;9;21;31
2020-03-10 20:45:00;25;4;7;17;25
2020-03-10 21:00:00;17;2;3;17;25
2020-03-10 21:15:00;20;1;2;17;22
2020-03-10 21:30:00;23;0;6;6;20
2020-03-10 21:45:00;19;1;5;9;26
2020-03-10 22:00:00;16;4;6;9;31
2020-03-10 22:15:00;14;4;6;9;14
2020-03-10 22:30:00;23;1;20;28;68
2020-03-10 22:45:00;8;1;12;13;54
2020-03-10 23:00:00;8;3;2;5;2
2020-03-10 23:15:00;7;2;0;6;7
2020-03-10 23:30:00;5;0;2;2;6
