DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFBA);11(TAFBB);12(TAFGC);13(TAFBC);14(TAFBD)
2020-12-07 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 00:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 00:45:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 02:15:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-12-07 02:30:00;0;0;0;0;0;0;1;3;0;0;0;0;0;0
2020-12-07 02:45:00;0;0;1;0;0;0;1;1;0;0;0;0;0;0
2020-12-07 03:00:00;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-12-07 03:15:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-12-07 03:30:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-07 03:45:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-07 04:00:00;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-12-07 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 04:30:00;0;0;1;1;0;0;3;3;0;0;0;0;0;0
2020-12-07 04:45:00;0;0;4;4;0;0;3;3;0;0;0;0;0;0
2020-12-07 05:00:00;0;0;4;4;0;0;3;3;0;0;0;0;0;0
2020-12-07 05:15:00;0;0;3;3;0;0;8;9;0;0;0;0;0;0
2020-12-07 05:30:00;0;0;8;8;0;0;11;11;0;0;0;0;0;0
2020-12-07 05:45:00;0;0;9;8;0;0;2;3;0;0;0;0;0;0
2020-12-07 06:00:00;0;0;3;3;0;0;8;10;0;0;0;0;0;0
2020-12-07 06:15:00;0;0;8;8;0;0;9;8;0;0;0;0;0;0
2020-12-07 06:30:00;0;0;15;14;0;0;20;15;0;0;0;0;0;0
2020-12-07 06:45:00;0;0;14;13;0;0;10;13;0;0;0;0;0;0
2020-12-07 07:00:00;0;0;14;14;0;0;26;21;0;0;0;1;0;0
2020-12-07 07:15:00;0;0;18;17;0;0;26;15;1;0;0;0;0;0
2020-12-07 07:30:00;0;0;26;27;0;0;18;17;2;0;0;1;0;0
2020-12-07 07:45:00;0;0;34;29;0;0;10;12;0;0;0;0;0;0
2020-12-07 08:00:00;0;0;35;24;0;0;15;18;0;0;0;0;0;0
2020-12-07 08:15:00;0;0;31;25;0;0;18;18;0;0;0;0;1;0
2020-12-07 08:30:00;0;0;27;24;0;0;8;5;0;0;0;2;0;0
2020-12-07 08:45:00;0;0;23;21;0;0;11;10;1;0;0;0;0;0
2020-12-07 09:00:00;0;0;20;19;0;0;11;12;0;0;0;2;0;0
2020-12-07 09:15:00;0;0;23;18;0;0;9;9;0;0;0;0;0;0
2020-12-07 09:30:00;0;0;22;19;0;0;14;14;0;0;0;0;0;0
2020-12-07 09:45:00;0;0;25;23;0;0;14;14;0;0;0;0;0;0
2020-12-07 10:00:00;0;0;13;15;0;0;13;18;0;0;0;0;0;0
2020-12-07 10:15:00;0;0;19;18;0;0;16;18;0;0;0;0;0;0
2020-12-07 10:30:00;0;0;17;15;0;0;11;13;0;0;0;0;0;0
2020-12-07 10:45:00;0;0;20;23;0;0;9;9;0;0;0;0;0;0
2020-12-07 11:00:00;0;0;20;21;0;0;6;7;0;0;0;0;0;0
2020-12-07 11:15:00;0;0;20;21;0;0;73;11;0;0;0;0;0;0
2020-12-07 11:30:00;0;0;22;17;0;0;11;11;0;0;0;0;0;0
2020-12-07 11:45:00;0;0;32;24;0;0;9;11;0;0;0;0;0;0
2020-12-07 12:00:00;0;0;25;20;0;0;9;10;0;0;0;0;0;0
2020-12-07 12:15:00;0;0;14;13;0;0;14;14;0;0;0;1;0;0
2020-12-07 12:30:00;0;0;17;14;0;0;8;9;0;0;0;1;0;0
2020-12-07 12:45:00;0;0;21;20;0;0;7;7;0;0;0;0;0;0
2020-12-07 13:00:00;0;0;17;21;0;0;10;11;0;4;0;1;0;0
2020-12-07 13:15:00;0;0;20;19;0;0;14;17;2;0;0;1;0;0
2020-12-07 13:30:00;0;0;26;17;0;0;19;18;0;0;0;0;0;0
2020-12-07 13:45:00;0;0;20;20;0;0;14;17;0;0;0;0;1;0
2020-12-07 14:00:00;0;0;30;23;0;0;10;12;0;0;0;0;0;0
2020-12-07 14:15:00;0;0;36;27;0;0;13;15;0;0;0;1;0;0
2020-12-07 14:30:00;0;0;43;34;0;0;14;16;0;0;0;0;0;0
2020-12-07 14:45:00;0;0;30;25;0;0;8;8;0;0;0;0;0;0
2020-12-07 15:00:00;0;0;45;33;0;0;13;18;0;0;0;1;0;0
2020-12-07 15:15:00;0;0;41;35;0;0;10;12;1;0;0;0;0;0
2020-12-07 15:30:00;0;0;32;24;0;0;21;10;1;2;0;0;0;0
2020-12-07 15:45:00;0;0;25;20;0;0;8;9;1;1;0;1;1;0
2020-12-07 16:00:00;0;0;29;26;0;0;10;9;0;0;0;0;0;0
2020-12-07 16:15:00;0;0;25;19;0;0;13;13;2;0;0;0;0;0
2020-12-07 16:30:00;0;0;33;23;0;0;9;17;0;0;0;0;0;0
2020-12-07 16:45:00;0;0;28;17;0;0;8;10;0;0;0;0;0;0
2020-12-07 17:00:00;0;0;20;20;0;0;8;10;0;0;0;1;0;0
2020-12-07 17:15:00;0;0;25;11;0;0;14;14;0;0;0;1;0;0
2020-12-07 17:30:00;0;0;21;15;0;0;9;8;0;0;0;0;0;0
2020-12-07 17:45:00;0;0;20;18;0;0;9;10;0;0;0;0;0;0
2020-12-07 18:00:00;0;0;16;15;0;0;5;3;0;0;0;3;11;0
2020-12-07 18:15:00;0;0;16;13;0;0;7;7;0;0;0;0;0;0
2020-12-07 18:30:00;0;0;13;11;0;0;7;10;0;0;0;0;0;0
