DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFBA);11(TAFBB);12(TAFGC);13(TAFBC);14(TAFBD)
2020-12-21 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 00:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 00:30:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-21 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 01:00:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-12-21 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 01:45:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-21 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 02:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 02:45:00;0;0;2;2;0;0;2;2;0;0;0;0;0;0
2020-12-21 03:00:00;2;0;3;2;0;0;0;0;0;0;0;0;0;0
2020-12-21 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-21 03:30:00;3;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-21 03:45:00;0;0;2;1;1;0;0;0;0;0;0;0;0;0
2020-12-21 04:00:00;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-12-21 04:15:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-21 04:30:00;4;0;1;1;1;0;2;2;0;0;0;0;0;0
2020-12-21 04:45:00;3;0;2;2;6;0;2;2;0;0;0;0;0;0
2020-12-21 05:00:00;3;0;2;2;7;0;1;1;0;0;0;0;0;0
2020-12-21 05:15:00;15;0;1;1;6;0;1;1;0;0;0;0;0;0
2020-12-21 05:30:00;15;0;3;2;18;0;7;7;0;0;0;0;0;0
2020-12-21 05:45:00;21;0;8;7;19;0;1;2;0;0;0;0;0;0
2020-12-21 06:00:00;14;0;4;4;17;0;4;3;0;0;0;0;0;0
2020-12-21 06:15:00;23;0;7;6;13;0;6;5;0;0;0;0;0;0
2020-12-21 06:30:00;27;0;10;8;20;0;24;19;0;0;0;0;0;0
2020-12-21 06:45:00;26;0;11;9;24;0;19;6;0;0;0;0;0;0
2020-12-21 07:00:00;23;0;8;9;32;0;11;12;0;0;0;0;0;0
2020-12-21 07:15:00;17;0;9;11;47;0;8;8;0;0;0;0;0;0
2020-12-21 07:30:00;23;0;9;8;47;0;12;12;0;0;0;0;0;0
2020-12-21 07:45:00;34;0;15;13;43;0;13;16;0;0;0;0;0;0
2020-12-21 08:00:00;26;0;19;19;25;0;11;11;0;0;0;0;0;0
2020-12-21 08:15:00;33;0;16;16;29;0;12;11;0;0;0;0;0;0
2020-12-21 08:30:00;29;0;20;20;25;0;8;9;0;0;0;0;0;0
2020-12-21 08:45:00;41;0;18;15;26;0;7;8;0;0;0;0;0;0
2020-12-21 09:00:00;45;0;23;20;34;0;16;16;0;0;0;0;0;0
2020-12-21 09:15:00;41;0;18;17;39;0;9;11;0;0;0;0;0;0
2020-12-21 09:30:00;40;0;20;17;22;0;16;15;0;0;0;0;0;0
2020-12-21 09:45:00;52;0;30;30;39;0;14;15;0;0;0;0;0;0
2020-12-21 10:00:00;57;0;18;15;34;0;10;15;0;0;0;0;0;0
2020-12-21 10:15:00;54;0;27;25;48;0;15;14;0;0;0;0;0;0
2020-12-21 10:30:00;57;0;25;23;44;0;12;16;0;0;0;0;0;0
2020-12-21 10:45:00;57;0;14;14;36;0;8;10;0;0;0;0;0;0
2020-12-21 11:00:00;69;0;24;21;40;0;9;13;0;0;0;0;0;0
2020-12-21 11:15:00;73;0;21;20;35;0;17;15;0;0;0;1;0;0
2020-12-21 11:30:00;78;0;26;22;47;0;15;13;0;0;0;0;0;0
2020-12-21 11:45:00;64;0;25;22;35;0;16;18;0;0;0;0;0;0
2020-12-21 12:00:00;60;0;16;14;21;0;9;11;1;1;0;0;0;0
2020-12-21 12:15:00;54;0;24;21;32;0;10;10;0;0;0;0;0;0
2020-12-21 12:30:00;64;0;25;20;33;0;15;15;0;0;0;0;0;0
2020-12-21 12:45:00;72;0;21;18;36;0;11;12;0;0;0;0;0;0
2020-12-21 13:00:00;63;0;24;21;43;0;8;10;0;0;0;0;0;0
2020-12-21 13:15:00;67;0;21;21;24;0;17;21;0;0;0;0;0;0
2020-12-21 13:30:00;74;0;18;18;35;0;13;13;1;0;0;0;0;0
2020-12-21 13:45:00;60;0;19;16;28;0;10;11;0;0;0;0;0;0
2020-12-21 14:00:00;65;0;29;46;49;0;12;10;0;0;1;0;0;0
2020-12-21 14:15:00;54;0;27;21;44;0;8;7;0;0;0;0;1;0
2020-12-21 14:30:00;75;0;41;34;50;0;14;14;1;3;0;0;0;0
2020-12-21 14:45:00;63;0;29;25;51;0;14;15;0;0;0;0;0;0
2020-12-21 15:00:00;71;0;25;21;38;0;13;16;0;0;0;0;0;0
2020-12-21 15:15:00;59;0;16;17;32;0;6;6;0;0;0;0;0;1
2020-12-21 15:30:00;62;0;28;23;45;0;8;10;0;0;0;0;0;0
2020-12-21 15:45:00;57;0;30;26;38;0;14;15;1;1;0;2;2;0
2020-12-21 16:00:00;88;0;23;21;38;0;12;13;0;0;0;0;0;0
2020-12-21 16:15:00;78;0;26;21;42;0;16;15;5;51;0;2;0;0
2020-12-21 16:30:00;71;0;33;20;53;0;8;12;0;0;0;0;0;0
2020-12-21 16:45:00;78;0;25;16;46;0;10;11;0;0;0;0;0;0
2020-12-21 17:00:00;73;0;30;26;29;0;15;15;0;0;0;1;5;0
2020-12-21 17:15:00;45;0;7;6;31;0;7;7;0;0;0;0;0;0
2020-12-21 17:30:00;73;0;13;8;29;0;10;7;0;0;0;0;0;0
2020-12-21 17:45:00;49;0;11;7;25;0;9;12;0;0;0;1;0;0
2020-12-21 18:00:00;39;0;12;7;28;0;7;6;2;1;0;0;0;0
2020-12-21 18:15:00;53;0;10;9;28;0;5;6;1;0;0;2;1;0
2020-12-21 18:30:00;36;0;8;12;9;0;8;9;0;0;0;0;0;0
2020-12-21 18:45:00;41;0;13;10;21;0;5;6;0;0;0;3;1;0
2020-12-21 19:00:00;36;0;4;6;17;0;6;5;0;0;0;0;0;0
2020-12-21 19:15:00;41;0;9;8;21;0;5;4;0;0;0;0;0;0
2020-12-21 19:30:00;25;0;7;8;14;0;4;3;0;0;0;0;0;0
2020-12-21 19:45:00;30;0;8;5;10;0;4;4;0;0;0;0;0;0
2020-12-21 20:00:00;19;0;1;1;8;0;31;6;0;0;0;0;0;0
2020-12-21 20:15:00;16;0;6;5;12;0;3;3;0;0;0;0;0;0
2020-12-21 20:30:00;20;0;7;6;9;0;10;6;0;0;0;0;0;0
2020-12-21 20:45:00;25;0;5;5;11;0;3;3;0;0;0;0;0;0
2020-12-21 21:00:00;9;0;6;5;3;0;2;2;0;0;0;0;0;0
2020-12-21 21:15:00;8;0;0;0;7;0;1;1;0;0;0;0;0;0
2020-12-21 21:30:00;6;0;2;2;4;0;1;1;0;0;0;0;0;0
