DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFGB);10(TAFBB)
2020-03-07 00:00:00;7;8;6;1;3;0;1;0;0;0
2020-03-07 00:15:00;4;5;11;2;0;1;1;1;0;0
2020-03-07 00:30:00;5;5;4;2;3;0;1;2;0;0
2020-03-07 00:45:00;1;4;4;0;0;0;3;1;0;0
2020-03-07 01:00:00;1;1;4;0;0;0;2;1;0;0
2020-03-07 01:15:00;5;5;3;0;0;0;0;0;0;0
2020-03-07 01:30:00;5;4;2;1;0;1;3;10;0;0
2020-03-07 01:45:00;2;3;3;0;0;0;1;0;0;0
2020-03-07 02:00:00;1;6;5;1;2;0;1;2;0;0
2020-03-07 02:15:00;4;4;5;0;0;0;1;2;0;0
2020-03-07 02:30:00;1;2;1;0;0;0;0;2;0;0
2020-03-07 02:45:00;1;2;1;2;1;1;0;2;0;0
2020-03-07 03:00:00;4;6;7;4;0;0;0;1;0;0
2020-03-07 03:15:00;4;6;1;1;0;0;0;0;0;0
2020-03-07 03:30:00;0;0;0;0;0;0;2;3;0;0
2020-03-07 03:45:00;0;1;1;1;0;0;0;0;0;0
2020-03-07 04:00:00;4;5;4;2;0;0;1;1;0;0
2020-03-07 04:15:00;3;5;4;0;1;0;2;1;0;0
2020-03-07 04:30:00;2;5;1;1;0;0;2;3;0;0
2020-03-07 04:45:00;3;5;2;1;3;0;1;0;0;0
2020-03-07 05:00:00;6;5;12;1;0;0;2;3;0;0
2020-03-07 05:15:00;16;6;16;2;0;0;1;3;0;0
2020-03-07 05:30:00;18;14;25;3;5;1;8;17;0;0
2020-03-07 05:45:00;16;23;12;2;24;4;53;59;0;0
2020-03-07 06:00:00;14;22;6;15;52;0;143;107;3;0
2020-03-07 06:15:00;10;22;21;5;22;3;51;26;1;2
2020-03-07 06:30:00;10;16;26;2;7;1;13;11;0;0
2020-03-07 06:45:00;4;11;26;7;3;0;6;5;0;0
2020-03-07 07:00:00;5;18;20;3;1;0;6;3;0;0
2020-03-07 07:15:00;11;23;23;1;3;3;4;4;0;0
2020-03-07 07:30:00;17;13;24;3;2;1;3;5;2;0
2020-03-07 07:45:00;30;25;32;3;3;4;6;7;0;0
2020-03-07 08:00:00;18;29;20;1;9;2;4;5;0;3
2020-03-07 08:15:00;14;19;24;3;0;3;4;0;1;7
2020-03-07 08:30:00;21;35;31;2;3;2;3;6;1;0
2020-03-07 08:45:00;24;50;34;3;0;2;5;6;1;0
2020-03-07 09:00:00;15;27;39;0;0;0;2;0;2;7
2020-03-07 09:15:00;22;41;40;2;2;5;6;5;6;0
2020-03-07 09:30:00;25;47;41;6;3;7;6;6;0;1
2020-03-07 09:45:00;26;45;51;8;1;3;5;7;0;0
2020-03-07 10:00:00;18;43;50;2;5;2;5;5;0;0
2020-03-07 10:15:00;23;44;56;2;3;4;6;6;1;0
2020-03-07 10:30:00;27;52;57;6;1;5;9;6;2;0
2020-03-07 10:45:00;29;57;70;3;3;6;8;1;0;0
2020-03-07 11:00:00;29;44;63;4;2;3;8;6;2;0
2020-03-07 11:15:00;21;37;73;6;5;4;4;6;2;0
2020-03-07 11:30:00;22;54;75;7;3;3;4;6;0;0
2020-03-07 11:45:00;35;53;82;5;5;5;10;11;0;0
2020-03-07 12:00:00;26;76;74;4;4;6;12;6;4;2
2020-03-07 12:15:00;36;56;68;3;4;9;11;8;2;0
2020-03-07 12:30:00;44;69;67;0;3;6;9;5;2;9
2020-03-07 12:45:00;26;54;68;5;3;4;5;4;4;26
2020-03-07 13:00:00;27;52;80;6;5;7;11;3;0;0
2020-03-07 13:15:00;24;66;57;4;2;4;8;7;2;5
2020-03-07 13:30:00;32;60;70;9;4;8;8;4;4;0
2020-03-07 13:45:00;33;42;88;5;7;7;9;7;2;3
2020-03-07 14:00:00;27;48;75;4;2;4;11;6;1;0
2020-03-07 14:15:00;31;49;63;9;2;4;15;8;2;1
2020-03-07 14:30:00;39;59;63;4;5;3;16;11;0;0
2020-03-07 14:45:00;34;56;73;2;4;8;9;12;4;5
2020-03-07 15:00:00;21;47;52;3;1;2;3;5;15;6
2020-03-07 15:15:00;34;54;63;9;3;4;11;4;3;0
2020-03-07 15:30:00;35;52;71;3;1;2;12;5;2;0
2020-03-07 15:45:00;27;44;76;5;3;2;6;4;1;0
2020-03-07 16:00:00;35;49;56;3;4;4;6;10;3;0
2020-03-07 16:15:00;29;43;48;5;1;6;11;8;1;1
2020-03-07 16:30:00;35;63;61;8;7;7;5;4;7;51
2020-03-07 16:45:00;33;48;82;4;4;3;2;5;4;2
2020-03-07 17:00:00;28;48;62;4;2;3;5;9;9;2
2020-03-07 17:15:00;27;55;63;6;5;2;7;6;0;5
2020-03-07 17:30:00;41;69;67;6;2;5;4;6;3;2
2020-03-07 17:45:00;29;48;60;1;5;2;11;7;2;3
2020-03-07 18:00:00;22;55;68;6;7;10;10;6;1;0
2020-03-07 18:15:00;34;39;74;3;4;5;7;10;2;19
