DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-04-11 00:00:00;0;0;0;0;0;0;0;0
2020-04-11 00:15:00;0;0;0;0;0;0;0;0
2020-04-11 00:30:00;1;2;0;0;0;0;0;0
2020-04-11 00:45:00;0;0;0;0;0;0;0;0
2020-04-11 01:00:00;0;0;0;0;0;0;0;0
2020-04-11 01:15:00;0;0;0;0;0;0;0;0
2020-04-11 01:30:00;0;0;0;0;0;0;0;0
2020-04-11 01:45:00;0;0;0;0;0;0;0;0
2020-04-11 02:00:00;0;0;0;0;0;0;0;0
2020-04-11 02:15:00;0;1;1;0;0;0;0;0
2020-04-11 02:30:00;0;0;0;0;0;0;0;0
2020-04-11 02:45:00;0;0;0;0;0;0;0;0
2020-04-11 03:00:00;0;0;0;0;0;0;0;0
2020-04-11 03:15:00;0;1;0;0;0;0;0;0
2020-04-11 03:30:00;0;0;0;0;0;0;0;0
2020-04-11 03:45:00;0;0;0;0;0;0;0;0
2020-04-11 04:00:00;0;0;0;0;0;0;0;0
2020-04-11 04:15:00;0;0;0;0;0;0;0;0
2020-04-11 04:30:00;0;0;0;0;0;0;0;0
2020-04-11 04:45:00;0;1;2;0;0;0;0;0
2020-04-11 05:00:00;0;0;0;0;0;0;0;0
2020-04-11 05:15:00;0;0;0;0;0;0;0;0
2020-04-11 05:30:00;0;0;0;1;0;0;0;0
2020-04-11 05:45:00;0;0;0;0;1;0;0;0
2020-04-11 06:00:00;0;0;0;0;0;0;0;0
2020-04-11 06:15:00;0;2;0;0;0;0;0;0
2020-04-11 06:30:00;0;0;0;0;0;0;0;0
2020-04-11 06:45:00;0;1;1;0;0;0;0;0
2020-04-11 07:00:00;0;1;0;0;0;0;0;0
2020-04-11 07:15:00;1;2;2;1;0;0;0;0
2020-04-11 07:30:00;0;0;0;0;0;0;0;0
2020-04-11 07:45:00;0;2;1;0;0;0;0;0
2020-04-11 08:00:00;0;1;0;0;0;0;0;0
2020-04-11 08:15:00;0;2;2;1;0;0;0;0
2020-04-11 08:30:00;0;2;0;0;0;0;0;0
2020-04-11 08:45:00;0;4;3;0;0;0;0;0
2020-04-11 09:00:00;0;4;5;0;0;0;0;0
2020-04-11 09:15:00;0;3;5;0;0;0;0;0
2020-04-11 09:30:00;0;4;1;0;0;0;0;0
2020-04-11 09:45:00;0;5;4;0;0;0;0;0
2020-04-11 10:00:00;0;0;0;0;0;0;0;0
2020-04-11 10:15:00;1;4;2;0;0;0;0;0
2020-04-11 10:30:00;0;5;4;0;0;0;0;0
2020-04-11 10:45:00;0;8;0;0;0;0;0;0
2020-04-11 11:00:00;0;3;0;0;2;0;0;0
2020-04-11 11:15:00;1;6;1;1;0;0;0;0
2020-04-11 11:30:00;0;1;4;1;0;0;0;0
2020-04-11 11:45:00;0;12;5;1;1;0;0;0
2020-04-11 12:00:00;0;4;2;1;1;0;0;0
2020-04-11 12:15:00;1;5;6;1;0;0;0;0
2020-04-11 12:30:00;0;9;1;0;0;0;0;0
2020-04-11 12:45:00;1;2;3;0;1;0;0;0
2020-04-11 13:00:00;0;9;2;1;2;0;0;0
2020-04-11 13:15:00;1;3;2;2;0;0;0;0
2020-04-11 13:30:00;1;7;1;1;1;0;0;0
2020-04-11 13:45:00;0;2;2;0;1;0;0;0
2020-04-11 14:00:00;0;5;2;1;1;0;0;0
2020-04-11 14:15:00;2;7;2;0;0;0;0;0
