DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-04-24 00:00:00;3;5;0;0;7;3;0;6;3;0;0
2020-04-24 00:15:00;2;3;1;0;6;6;0;5;7;0;0
2020-04-24 00:30:00;3;6;1;1;6;6;0;5;6;0;0
2020-04-24 00:45:00;4;3;0;0;4;3;0;4;3;0;0
2020-04-24 01:00:00;4;6;0;0;2;5;0;2;4;0;0
2020-04-24 01:15:00;4;4;0;0;3;1;0;3;2;0;0
2020-04-24 01:30:00;7;6;0;0;10;7;1;10;9;0;0
2020-04-24 01:45:00;7;7;1;0;0;1;0;0;1;0;0
2020-04-24 02:00:00;7;4;0;0;1;1;0;1;1;0;0
2020-04-24 02:15:00;3;6;0;0;3;2;0;3;2;0;0
2020-04-24 02:30:00;5;4;0;1;7;1;0;7;2;0;0
2020-04-24 02:45:00;6;6;0;0;8;5;2;8;5;0;0
2020-04-24 03:00:00;3;3;1;3;2;3;0;2;2;0;0
2020-04-24 03:15:00;4;6;0;3;4;1;0;4;1;1;0
2020-04-24 03:30:00;3;3;0;1;5;5;0;4;8;0;0
2020-04-24 03:45:00;3;2;0;0;5;3;0;4;6;0;0
2020-04-24 04:00:00;6;7;1;2;4;4;0;4;5;0;0
2020-04-24 04:15:00;5;5;0;0;4;1;1;4;4;0;0
2020-04-24 04:30:00;18;12;0;0;3;2;0;1;4;0;0
2020-04-24 04:45:00;11;11;1;0;8;3;0;8;3;0;0
2020-04-24 05:00:00;16;21;1;0;11;5;0;10;5;0;0
2020-04-24 05:15:00;22;21;1;1;25;14;0;25;13;0;0
2020-04-24 05:30:00;57;40;5;3;33;16;1;31;23;0;0
2020-04-24 05:45:00;49;59;8;0;33;18;2;38;21;0;0
2020-04-24 06:00:00;41;53;8;2;56;28;0;51;32;0;0
2020-04-24 06:15:00;42;58;21;3;64;30;3;66;37;0;0
2020-04-24 06:30:00;72;80;19;8;89;59;5;89;65;0;6
2020-04-24 06:45:00;76;86;10;7;94;66;6;93;79;1;7
2020-04-24 07:00:00;69;64;9;5;81;69;6;76;77;0;4
2020-04-24 07:15:00;66;64;7;2;78;76;1;76;93;2;9
2020-04-24 07:30:00;65;66;4;16;79;79;4;75;85;0;1
2020-04-24 07:45:00;58;64;6;4;71;81;5;67;99;1;4
2020-04-24 08:00:00;83;78;9;6;73;66;6;66;69;4;0
2020-04-24 08:15:00;53;65;7;7;66;64;5;68;75;2;0
2020-04-24 08:30:00;53;49;3;5;74;45;2;71;53;4;4
2020-04-24 08:45:00;71;74;12;7;69;51;6;55;67;2;20
2020-04-24 09:00:00;25;121;17;10;63;62;6;63;66;7;18
2020-04-24 09:15:00;59;74;12;1;68;69;3;69;69;2;10
2020-04-24 09:30:00;72;82;9;4;66;63;4;64;70;4;42
2020-04-24 09:45:00;75;71;3;6;73;61;7;69;73;9;0
2020-04-24 10:00:00;67;82;13;16;74;69;5;72;64;5;0
2020-04-24 10:15:00;72;80;6;7;76;55;5;67;59;10;44
2020-04-24 10:30:00;74;81;8;8;62;72;8;60;82;3;22
2020-04-24 10:45:00;79;77;5;9;79;79;7;76;83;9;19
2020-04-24 11:00:00;77;62;11;46;71;62;5;66;75;6;19
2020-04-24 11:15:00;76;80;9;41;80;76;5;82;74;6;23
2020-04-24 11:30:00;79;77;6;35;74;62;4;68;64;4;33
2020-04-24 11:45:00;89;84;11;29;73;81;4;74;89;13;8
2020-04-24 12:00:00;78;90;12;25;83;81;7;84;88;3;8
2020-04-24 12:15:00;80;106;6;36;70;70;2;69;80;8;46
2020-04-24 12:30:00;103;117;11;17;80;84;5;83;93;5;20
2020-04-24 12:45:00;89;116;12;9;96;85;6;85;86;4;23
2020-04-24 13:00:00;96;104;12;2;73;76;2;75;87;0;3
2020-04-24 13:15:00;83;84;5;11;75;102;4;78;102;2;12
2020-04-24 13:30:00;95;97;8;9;88;87;8;80;87;6;5
2020-04-24 13:45:00;83;82;6;7;94;102;8;87;104;8;4
2020-04-24 14:00:00;96;92;9;4;88;93;4;86;99;3;14
2020-04-24 14:15:00;94;100;9;0;95;90;7;92;93;7;16
2020-04-24 14:30:00;100;112;10;3;95;88;5;89;94;4;6
2020-04-24 14:45:00;85;99;16;3;75;107;6;77;103;4;31
2020-04-24 15:00:00;85;79;11;1;84;95;3;81;94;7;3
2020-04-24 15:15:00;80;89;9;2;76;78;7;71;82;2;39
2020-04-24 15:30:00;83;86;8;0;74;66;5;73;73;8;3
2020-04-24 15:45:00;79;86;10;2;81;77;4;81;79;9;27
2020-04-24 16:00:00;82;86;8;0;80;79;4;72;73;13;18
2020-04-24 16:15:00;76;84;6;1;80;97;4;77;101;8;9
2020-04-24 16:30:00;68;91;7;0;66;77;6;65;76;16;31
2020-04-24 16:45:00;71;73;3;2;64;83;8;62;84;10;21
2020-04-24 17:00:00;81;80;8;0;88;81;2;86;77;9;6
2020-04-24 17:15:00;60;74;6;0;91;82;5;92;80;3;17
2020-04-24 17:30:00;64;68;9;0;71;74;4;70;67;1;16
2020-04-24 17:45:00;74;72;3;4;71;69;3;71;69;1;4
2020-04-24 18:00:00;73;73;6;0;69;62;2;66;67;0;12
2020-04-24 18:15:00;51;50;2;0;58;70;4;61;64;2;5
2020-04-24 18:30:00;48;50;4;0;75;55;4;66;70;0;0
2020-04-24 18:45:00;62;48;0;1;58;55;4;55;58;1;3
2020-04-24 19:00:00;39;51;3;1;52;51;1;46;51;1;4
2020-04-24 19:15:00;34;56;1;1;46;50;1;48;48;0;3
2020-04-24 19:30:00;27;31;2;1;37;40;1;35;41;0;0
2020-04-24 19:45:00;20;37;3;0;44;38;1;42;39;0;0
