DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DC4);12(DD1);13(DD2);14(DD3);15(TA);16(DB4);17(DB5)
2019-09-04 00:00:00;6;13;0;0;0;0;1;7;4;3;1;10;11;8;0;1;0
2019-09-04 00:15:00;4;10;0;1;0;0;0;7;6;5;1;9;8;2;0;1;0
2019-09-04 00:30:00;3;12;0;0;0;0;1;15;4;2;1;7;8;4;11;0;0
2019-09-04 00:45:00;9;14;0;0;0;0;0;4;5;4;3;5;8;1;0;0;0
2019-09-04 01:00:00;2;5;0;0;0;0;1;3;3;6;0;5;9;1;0;0;0
2019-09-04 01:15:00;7;7;0;2;0;0;0;10;4;2;1;4;2;0;0;2;0
2019-09-04 01:30:00;8;8;0;0;0;0;0;8;1;4;2;5;3;1;3;1;0
2019-09-04 01:45:00;5;5;0;1;0;0;0;0;2;2;1;3;5;0;0;1;0
2019-09-04 02:00:00;4;6;0;0;0;0;0;1;1;3;0;2;4;2;0;0;0
2019-09-04 02:15:00;6;6;0;0;0;0;0;3;2;1;0;2;1;0;0;0;0
2019-09-04 02:30:00;5;8;0;0;0;0;0;3;2;2;2;5;7;4;0;0;0
2019-09-04 02:45:00;7;9;0;1;0;0;0;7;9;2;0;4;3;2;1;2;0
2019-09-04 03:00:00;10;3;0;0;0;0;1;2;5;1;1;4;5;2;0;0;0
2019-09-04 03:15:00;5;5;0;0;1;0;0;17;4;3;0;3;6;1;0;1;0
2019-09-04 03:30:00;4;4;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0
2019-09-04 03:45:00;5;4;0;0;0;0;0;5;2;3;0;2;0;0;0;0;0
2019-09-04 04:00:00;3;6;0;1;0;0;0;3;3;3;2;3;4;0;8;3;0
2019-09-04 04:15:00;12;13;0;0;1;1;0;4;4;8;2;5;2;0;0;0;0
2019-09-04 04:30:00;14;14;0;0;0;1;0;7;5;6;1;5;6;2;1;0;0
2019-09-04 04:45:00;14;22;0;0;0;0;0;16;11;6;5;12;8;2;1;1;0
2019-09-04 05:00:00;36;46;0;0;0;0;0;10;11;7;8;18;14;5;1;0;0
2019-09-04 05:15:00;28;58;0;2;0;1;1;12;14;6;5;32;21;5;11;4;0
2019-09-04 05:30:00;59;60;0;1;0;1;2;42;34;17;11;30;18;5;10;2;0
2019-09-04 05:45:00;74;70;0;2;0;0;1;36;51;15;21;45;29;19;19;10;0
2019-09-04 06:00:00;81;63;0;2;0;2;1;37;57;21;20;43;26;13;19;2;0
2019-09-04 06:15:00;85;70;0;1;0;3;1;36;47;27;29;59;49;26;20;3;0
2019-09-04 06:30:00;119;106;0;7;0;2;1;50;42;32;27;60;44;34;74;9;0
2019-09-04 06:45:00;114;107;0;20;1;2;3;79;53;28;29;71;50;39;39;22;0
2019-09-04 07:00:00;103;90;0;11;0;2;0;48;49;26;29;79;67;45;21;22;0
2019-09-04 07:15:00;91;93;0;20;2;5;5;52;58;31;37;75;67;73;23;30;0
2019-09-04 07:30:00;100;109;0;11;1;0;4;87;104;36;37;76;73;69;23;30;0
2019-09-04 07:45:00;131;116;0;7;0;8;4;105;71;29;40;72;62;59;29;15;0
2019-09-04 08:00:00;121;95;0;7;2;4;2;53;57;40;36;60;51;53;17;11;0
2019-09-04 08:15:00;94;86;0;16;0;2;1;60;64;34;33;55;50;45;103;26;0
2019-09-04 08:30:00;110;80;0;18;1;7;2;96;72;36;27;64;49;49;35;28;0
2019-09-04 08:45:00;98;83;0;10;0;5;4;123;77;40;40;62;47;51;23;10;0
2019-09-04 09:00:00;92;81;0;12;2;4;2;59;67;34;33;57;41;40;19;21;0
2019-09-04 09:15:00;105;81;0;19;2;9;2;60;67;41;42;73;53;52;16;26;0
2019-09-04 09:30:00;90;73;0;10;0;4;7;98;78;37;25;63;49;40;13;17;0
2019-09-04 09:45:00;89;87;0;12;0;4;3;104;76;32;27;73;58;54;13;21;0
2019-09-04 10:00:00;88;83;0;11;0;5;3;64;74;35;30;77;52;55;38;12;0
2019-09-04 10:15:00;91;86;0;13;1;5;4;62;70;39;27;55;44;45;14;17;0
2019-09-04 10:30:00;89;79;0;12;1;3;8;61;71;42;33;72;51;46;36;18;0
2019-09-04 10:45:00;98;74;0;12;0;4;4;99;90;39;23;57;42;45;15;18;0
2019-09-04 11:00:00;79;86;0;13;2;3;2;84;80;38;34;65;50;47;8;16;0
2019-09-04 11:15:00;89;82;0;10;0;8;8;67;77;38;33;63;55;49;17;17;0
2019-09-04 11:30:00;98;77;0;10;3;4;8;73;80;38;36;69;53;46;18;14;0
2019-09-04 11:45:00;97;85;0;11;0;7;5;87;99;36;31;72;51;43;23;12;0
2019-09-04 12:00:00;73;91;0;5;1;7;5;90;102;38;36;62;45;41;18;9;0
2019-09-04 12:15:00;75;75;0;9;1;6;10;71;78;28;25;64;57;53;21;24;0
2019-09-04 12:30:00;83;83;0;13;3;12;7;49;76;48;34;70;51;49;20;17;0
2019-09-04 12:45:00;92;83;0;2;1;3;6;123;88;40;38;74;52;53;22;12;0
2019-09-04 13:00:00;98;81;0;14;5;8;8;98;93;36;41;70;53;46;15;20;0
2019-09-04 13:15:00;92;94;0;12;4;12;6;79;84;39;45;78;51;48;31;15;0
2019-09-04 13:30:00;109;94;0;9;1;7;9;78;94;42;34;90;50;46;35;22;0
2019-09-04 13:45:00;72;87;0;17;3;9;6;78;97;36;31;72;53;51;25;27;0
2019-09-04 14:00:00;92;74;0;17;1;5;10;90;85;42;39;66;50;50;26;23;0
2019-09-04 14:15:00;78;85;0;11;5;9;10;111;129;60;43;65;56;55;34;15;0
2019-09-04 14:30:00;85;90;0;8;3;4;13;109;128;52;54;67;60;60;15;21;0
2019-09-04 14:45:00;93;75;0;19;4;11;8;96;113;46;50;82;63;50;21;31;0
2019-09-04 15:00:00;90;65;0;18;4;13;13;123;94;49;43;68;55;59;26;24;0
2019-09-04 15:15:00;90;76;0;9;6;15;14;180;113;55;44;76;59;60;11;23;0
2019-09-04 15:30:00;97;77;0;10;7;14;4;92;113;41;35;77;62;71;40;23;0
2019-09-04 15:45:00;81;68;0;15;5;8;4;110;131;53;40;77;69;72;23;27;0
2019-09-04 16:00:00;93;95;0;18;4;13;17;189;134;52;52;81;64;66;17;30;0
2019-09-04 16:15:00;116;91;0;14;5;13;10;139;142;64;65;93;75;79;31;27;0
2019-09-04 16:30:00;94;82;0;20;5;26;14;126;137;52;46;98;69;71;23;33;0
2019-09-04 16:45:00;90;83;0;11;4;17;14;112;140;59;47;98;72;78;28;24;0
2019-09-04 17:00:00;95;95;0;13;1;24;17;134;147;50;35;103;75;80;18;23;0
2019-09-04 17:15:00;90;100;0;12;4;15;11;127;140;46;35;111;77;80;26;24;0
2019-09-04 17:30:00;92;98;0;18;5;8;11;113;133;56;39;98;77;83;17;33;0
2019-09-04 17:45:00;100;103;0;12;3;6;8;113;142;42;31;100;85;82;75;27;0
2019-09-04 18:00:00;94;91;0;16;3;9;13;108;115;42;33;68;64;67;26;35;0
2019-09-04 18:15:00;99;94;0;18;1;12;16;114;102;39;29;74;77;79;16;27;0
2019-09-04 18:30:00;84;87;0;14;0;9;9;148;119;40;33;66;56;59;42;19;0
2019-09-04 18:45:00;77;95;0;11;12;9;16;66;95;37;29;67;73;69;46;17;0
2019-09-04 19:00:00;72;87;0;14;1;9;8;72;83;28;20;59;57;52;22;13;0
2019-09-04 19:15:00;62;65;0;9;1;9;5;73;77;25;20;55;61;68;23;13;0
2019-09-04 19:30:00;59;68;0;13;5;2;6;58;74;37;18;65;52;46;25;13;0
2019-09-04 19:45:00;52;66;0;10;1;12;8;59;74;18;12;44;46;44;23;12;0
2019-09-04 20:00:00;47;79;0;9;4;5;6;53;60;28;22;45;43;34;26;12;0
2019-09-04 20:15:00;56;61;0;4;6;5;7;67;73;23;18;26;31;34;11;9;0
2019-09-04 20:30:00;55;61;0;5;3;6;7;111;65;17;16;34;36;19;45;10;0
2019-09-04 20:45:00;33;68;0;1;4;4;7;38;49;15;5;36;25;17;51;3;0
2019-09-04 21:00:00;40;70;0;3;1;1;6;40;46;23;12;22;32;21;27;3;0
2019-09-04 21:15:00;41;62;0;5;4;8;1;31;49;18;9;35;31;28;36;7;0
2019-09-04 21:30:00;32;56;0;2;0;6;3;38;36;27;3;30;32;19;39;5;0
2019-09-04 21:45:00;34;40;0;0;2;1;4;37;43;13;8;16;19;11;16;4;0
2019-09-04 22:00:00;36;35;0;2;2;8;8;34;50;21;12;31;26;18;53;1;0
2019-09-04 22:15:00;38;42;0;2;1;2;2;42;50;21;12;21;16;10;15;8;0
2019-09-04 22:30:00;30;37;0;0;0;1;8;44;37;11;11;28;28;13;14;4;0
2019-09-04 22:45:00;33;40;0;0;0;3;1;17;16;12;4;13;20;12;10;2;0
2019-09-04 23:00:00;28;27;0;2;1;0;3;18;19;7;8;12;23;11;7;5;0
2019-09-04 23:15:00;21;26;0;1;0;2;3;13;18;10;2;16;14;7;27;3;0
2019-09-04 23:30:00;10;17;0;1;1;3;0;19;20;3;3;13;11;8;5;2;0
2019-09-04 23:45:00;8;18;0;0;0;0;0;9;8;4;1;11;18;7;32;0;0
