DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2019-11-22 00:00:00;12;7;6;4;4;3;1;22;0;0;0;0;0
2019-11-22 00:15:00;21;5;7;2;2;2;1;24;0;0;0;0;0
2019-11-22 00:30:00;11;4;8;2;0;1;1;30;0;0;0;0;0
2019-11-22 00:45:00;12;5;6;6;2;2;0;16;0;0;0;0;0
2019-11-22 01:00:00;10;5;3;2;0;0;1;15;0;0;0;0;0
2019-11-22 01:15:00;14;4;4;3;2;2;0;18;0;0;0;0;0
2019-11-22 01:30:00;9;1;1;0;0;0;0;9;0;0;0;0;0
2019-11-22 01:45:00;14;2;4;0;0;0;1;7;0;0;0;0;0
2019-11-22 02:00:00;8;1;2;0;0;0;0;4;0;0;0;0;0
2019-11-22 02:15:00;7;3;6;2;0;0;0;7;0;0;0;0;0
2019-11-22 02:30:00;5;3;2;1;0;0;0;4;0;0;0;0;0
2019-11-22 02:45:00;9;4;5;4;0;0;0;10;0;0;0;0;0
2019-11-22 03:00:00;10;5;7;0;0;0;1;3;0;0;0;0;0
2019-11-22 03:15:00;9;9;8;4;0;0;2;10;0;0;0;0;0
2019-11-22 03:30:00;8;2;4;1;0;0;2;5;0;0;0;0;0
2019-11-22 03:45:00;8;4;5;3;0;0;0;8;0;0;0;0;0
2019-11-22 04:00:00;11;5;6;2;0;0;0;6;0;0;0;0;0
2019-11-22 04:15:00;11;1;1;0;0;0;1;9;0;0;0;0;0
2019-11-22 04:30:00;12;2;5;0;1;1;1;13;0;0;0;0;0
2019-11-22 04:45:00;13;3;6;0;3;3;2;12;0;0;0;0;0
2019-11-22 05:00:00;17;9;12;5;2;3;3;24;0;0;0;0;0
2019-11-22 05:15:00;54;12;15;11;12;11;11;53;0;0;0;0;0
2019-11-22 05:30:00;67;9;12;5;6;5;12;89;0;1;0;0;0
2019-11-22 05:45:00;85;22;31;15;11;8;10;134;0;0;0;0;0
2019-11-22 06:00:00;79;11;14;12;4;4;4;75;0;0;0;0;0
2019-11-22 06:15:00;106;12;16;8;3;7;11;125;0;0;0;0;0
2019-11-22 06:30:00;124;14;16;13;13;19;13;149;0;0;0;0;0
2019-11-22 06:45:00;129;18;27;20;16;17;21;215;1;2;0;0;0
2019-11-22 07:00:00;151;16;19;16;10;10;17;204;2;0;0;0;0
2019-11-22 07:15:00;176;17;23;18;19;18;19;200;1;2;0;0;0
2019-11-22 07:30:00;244;22;29;20;23;30;34;232;3;1;0;0;0
2019-11-22 07:45:00;164;25;38;36;23;25;14;214;1;2;0;0;0
2019-11-22 08:00:00;164;26;30;21;21;29;1;204;4;1;0;0;0
2019-11-22 08:15:00;177;24;26;20;32;31;7;206;3;2;0;0;0
2019-11-22 08:30:00;194;25;32;31;31;33;17;171;2;0;0;0;0
2019-11-22 08:45:00;147;29;34;34;29;29;27;190;2;1;0;0;0
2019-11-22 09:00:00;159;20;26;18;20;24;22;184;5;0;0;0;0
2019-11-22 09:15:00;167;27;33;25;55;38;19;203;0;1;0;0;0
2019-11-22 09:30:00;169;15;23;16;37;29;20;198;3;0;0;0;0
2019-11-22 09:45:00;191;30;32;20;49;38;23;191;1;0;0;0;0
2019-11-22 10:00:00;148;20;27;20;36;36;22;195;3;2;0;0;0
2019-11-22 10:15:00;183;20;27;18;34;36;25;197;6;2;0;0;0
2019-11-22 10:30:00;163;19;25;20;31;33;25;216;5;0;0;0;0
2019-11-22 10:45:00;185;29;32;27;38;42;22;198;2;0;0;0;0
2019-11-22 11:00:00;188;48;30;23;35;40;13;198;4;0;0;0;0
2019-11-22 11:15:00;190;20;28;22;36;33;32;206;1;3;0;0;0
2019-11-22 11:30:00;196;24;33;29;32;36;23;220;5;0;0;0;0
2019-11-22 11:45:00;185;15;18;14;34;44;16;211;2;3;0;0;0
2019-11-22 12:00:00;189;14;25;19;37;42;20;201;2;3;0;0;0
2019-11-22 12:15:00;225;18;22;15;31;36;19;220;2;0;0;0;0
2019-11-22 12:30:00;214;18;25;17;30;33;16;210;2;1;0;0;0
2019-11-22 12:45:00;198;21;29;24;39;37;17;238;2;5;0;0;0
