DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-05-25 00:00:00;16;3;8;3;2;1;1
2020-05-25 00:15:00;14;7;25;2;5;10;2
2020-05-25 00:30:00;20;8;7;1;4;2;5
2020-05-25 00:45:00;8;6;10;5;3;2;4
2020-05-25 01:00:00;9;4;7;1;2;0;3
2020-05-25 01:15:00;8;7;5;0;3;4;1
2020-05-25 01:30:00;8;2;9;6;2;2;2
2020-05-25 01:45:00;8;2;8;3;3;5;4
2020-05-25 02:00:00;9;2;8;1;2;0;3
2020-05-25 02:15:00;4;1;4;1;3;4;4
2020-05-25 02:30:00;3;0;5;1;1;4;3
2020-05-25 02:45:00;9;1;9;0;2;8;2
2020-05-25 03:00:00;4;0;4;3;4;4;1
2020-05-25 03:15:00;8;3;8;0;3;4;4
2020-05-25 03:30:00;8;5;6;2;5;4;4
2020-05-25 03:45:00;5;5;4;3;4;8;3
2020-05-25 04:00:00;3;4;5;1;1;1;2
2020-05-25 04:15:00;5;2;15;2;3;1;0
2020-05-25 04:30:00;6;6;17;6;0;2;4
2020-05-25 04:45:00;10;4;24;5;2;0;0
2020-05-25 05:00:00;21;13;62;18;0;0;0
2020-05-25 05:15:00;35;24;94;41;3;2;0
2020-05-25 05:30:00;44;15;98;56;0;1;0
2020-05-25 05:45:00;44;25;94;47;1;0;0
2020-05-25 06:00:00;47;21;80;34;3;0;1
2020-05-25 06:15:00;90;38;124;61;5;0;0
2020-05-25 06:30:00;90;45;150;75;5;0;1
2020-05-25 06:45:00;124;66;151;74;9;0;1
2020-05-25 07:00:00;123;69;151;72;13;1;1
2020-05-25 07:15:00;168;84;131;79;10;4;1
2020-05-25 07:30:00;173;130;176;107;21;0;1
2020-05-25 07:45:00;153;96;171;115;12;0;0
2020-05-25 08:00:00;138;63;141;77;12;2;1
2020-05-25 08:15:00;136;74;124;82;10;2;0
2020-05-25 08:30:00;129;77;134;82;10;2;0
2020-05-25 08:45:00;130;79;143;64;15;3;1
2020-05-25 09:00:00;128;81;124;62;14;5;0
2020-05-25 09:15:00;140;83;137;76;10;1;2
2020-05-25 09:30:00;134;89;147;82;12;4;0
2020-05-25 09:45:00;118;89;141;89;13;1;0
2020-05-25 10:00:00;145;105;149;83;14;1;0
2020-05-25 10:15:00;127;101;158;75;11;3;1
2020-05-25 10:30:00;148;85;162;87;12;2;0
2020-05-25 10:45:00;135;112;163;89;8;2;1
2020-05-25 11:00:00;157;84;162;80;9;1;2
2020-05-25 11:15:00;120;102;166;77;9;2;0
2020-05-25 11:30:00;117;112;159;82;11;3;0
2020-05-25 11:45:00;139;97;157;98;8;2;3
2020-05-25 12:00:00;134;94;146;91;9;3;2
2020-05-25 12:15:00;135;84;143;75;12;4;5
2020-05-25 12:30:00;139;92;142;76;18;4;3
2020-05-25 12:45:00;141;107;165;91;11;7;1
2020-05-25 13:00:00;148;81;168;96;5;3;3
2020-05-25 13:15:00;147;105;141;80;10;2;2
2020-05-25 13:30:00;143;86;195;119;9;0;4
2020-05-25 13:45:00;165;119;172;97;20;3;2
2020-05-25 14:00:00;167;83;181;85;9;5;2
2020-05-25 14:15:00;167;106;174;99;11;2;1
2020-05-25 14:30:00;185;132;156;100;12;3;1
2020-05-25 14:45:00;150;120;175;90;7;2;1
2020-05-25 15:00:00;158;113;162;97;14;5;0
2020-05-25 15:15:00;175;125;184;91;9;4;2
2020-05-25 15:30:00;161;112;150;89;12;2;4
2020-05-25 15:45:00;188;124;155;91;7;1;1
2020-05-25 16:00:00;198;125;179;97;16;3;1
2020-05-25 16:15:00;168;121;168;93;6;3;2
2020-05-25 16:30:00;181;119;164;104;7;1;4
2020-05-25 16:45:00;201;138;168;125;9;2;5
2020-05-25 17:00:00;183;170;190;106;18;5;4
2020-05-25 17:15:00;193;146;173;106;12;5;4
2020-05-25 17:30:00;196;132;208;108;7;5;5
2020-05-25 17:45:00;157;123;156;87;11;5;5
2020-05-25 18:00:00;149;103;173;91;9;3;1
2020-05-25 18:15:00;139;101;148;84;9;4;3
2020-05-25 18:30:00;119;77;124;64;13;4;4
2020-05-25 18:45:00;130;96;118;55;9;2;2
2020-05-25 19:00:00;104;63;120;52;4;0;0
2020-05-25 19:15:00;90;61;83;30;6;1;1
2020-05-25 19:30:00;75;43;114;57;7;2;1
2020-05-25 19:45:00;73;62;94;40;1;0;0
2020-05-25 20:00:00;72;52;70;32;4;0;0
2020-05-25 20:15:00;84;54;88;46;2;0;0
2020-05-25 20:30:00;54;46;74;29;7;0;0
2020-05-25 20:45:00;61;43;74;33;10;1;1
2020-05-25 21:00:00;49;33;70;33;4;0;0
2020-05-25 21:15:00;63;29;82;32;0;0;2
2020-05-25 21:30:00;38;34;60;25;3;0;0
2020-05-25 21:45:00;57;44;58;19;6;0;0
2020-05-25 22:00:00;56;47;49;20;3;1;1
2020-05-25 22:15:00;54;36;50;16;0;0;2
2020-05-25 22:30:00;33;24;35;16;0;1;1
2020-05-25 22:45:00;29;18;23;13;1;1;0
2020-05-25 23:00:00;17;10;29;12;1;0;3
2020-05-25 23:15:00;21;23;28;4;3;3;0
2020-05-25 23:30:00;18;9;14;2;6;4;1
2020-05-25 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
