DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DD1);6(DD2);7(DF1);8(DF2);9(DC1);10(DA3);11(DC2);12(TAFGA);13(TAFBA);14(TAFGA2);15(TAFBA2);16(TAFBB);17(TAFBC);18(TAFGD);19(TAFBD);20(TAFGE);21(TAFBE);22(TAFBF)
2020-08-01 00:00:00;9;5;8;4;12;9;7;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 00:15:00;9;9;7;5;14;8;9;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 00:30:00;3;9;6;3;18;8;7;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 00:45:00;2;9;4;4;15;4;9;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 01:00:00;2;8;0;1;7;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 01:15:00;3;7;7;7;10;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 01:30:00;4;5;6;4;20;9;5;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 01:45:00;3;1;6;2;5;1;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 02:00:00;5;2;1;2;13;6;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 02:15:00;4;1;3;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 02:30:00;2;3;3;0;2;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 02:45:00;2;2;3;4;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 03:00:00;0;2;2;2;7;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 03:15:00;3;3;1;0;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 03:30:00;1;2;2;0;5;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 03:45:00;2;3;0;0;4;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 04:00:00;0;4;3;1;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 04:15:00;1;2;0;0;2;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 04:30:00;1;1;3;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 04:45:00;4;5;4;5;5;4;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 05:00:00;1;6;5;1;2;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 05:15:00;2;4;1;2;11;7;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 05:30:00;3;10;9;5;18;10;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 05:45:00;5;12;7;2;16;5;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 06:00:00;10;10;10;3;8;6;5;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 06:15:00;4;4;9;4;16;12;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 06:30:00;3;10;5;6;11;9;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 06:45:00;8;8;7;2;12;8;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 07:00:00;2;5;9;5;10;2;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 07:15:00;9;7;7;8;10;5;9;3;0;4;0;0;0;0;0;0;0;2;1;0;0;0
2020-08-01 07:30:00;12;19;15;4;21;6;9;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-01 07:45:00;4;13;11;7;18;1;6;0;0;6;0;0;0;2;0;0;0;0;0;0;0;1
2020-08-01 08:00:00;4;10;11;8;22;4;11;2;0;5;0;0;0;0;0;0;0;0;0;0;1;0
2020-08-01 08:15:00;10;17;18;14;24;6;8;3;0;7;0;0;0;0;6;0;0;0;0;0;2;0
2020-08-01 08:30:00;6;18;22;10;24;13;12;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0
2020-08-01 08:45:00;15;25;25;19;43;10;14;2;0;8;0;0;0;0;1;0;0;0;0;0;0;0
2020-08-01 09:00:00;20;20;17;12;38;7;14;3;0;7;0;0;0;2;0;0;0;0;0;0;0;0
2020-08-01 09:15:00;9;18;28;12;42;12;14;1;0;4;0;0;0;0;0;0;0;0;0;2;2;0
2020-08-01 09:30:00;16;24;18;9;48;14;19;1;0;7;0;0;0;6;0;0;0;0;0;0;1;0
2020-08-01 09:45:00;35;29;24;19;51;13;22;0;0;10;0;4;3;4;2;0;0;0;0;0;0;0
2020-08-01 10:00:00;31;28;14;16;40;6;11;1;0;17;0;0;3;1;1;0;0;2;2;0;0;0
2020-08-01 10:15:00;19;41;25;27;55;8;16;2;0;7;0;2;43;0;4;0;0;0;0;1;0;0
2020-08-01 10:30:00;15;30;32;19;68;12;21;0;0;3;0;0;0;0;0;0;0;1;2;6;0;0
2020-08-01 10:45:00;24;23;28;24;53;16;17;1;0;9;0;1;0;1;0;0;0;1;2;0;0;0
2020-08-01 11:00:00;17;37;20;25;42;14;27;4;0;13;0;9;17;0;0;0;0;1;0;0;0;0
2020-08-01 11:15:00;23;33;28;20;57;9;27;5;0;8;0;0;0;0;0;0;0;0;0;2;0;0
2020-08-01 11:30:00;32;39;27;26;55;14;18;0;0;10;0;1;0;1;11;0;0;0;0;3;18;0
2020-08-01 11:45:00;19;42;23;25;54;13;23;3;0;11;0;1;0;0;0;0;0;1;0;1;2;0
2020-08-01 12:00:00;23;31;25;25;56;11;18;3;0;8;0;0;0;0;0;0;0;1;0;0;0;0
2020-08-01 12:15:00;18;34;27;26;61;16;20;4;0;8;0;1;0;1;12;0;0;0;0;2;5;0
2020-08-01 12:30:00;15;27;23;19;56;16;32;2;0;5;0;2;0;1;15;0;0;1;22;0;0;0
2020-08-01 12:45:00;21;29;25;20;62;14;28;2;0;9;0;2;0;0;0;4;0;1;2;0;0;0
2020-08-01 13:00:00;22;20;26;29;62;15;16;4;0;10;0;0;0;0;0;0;0;1;0;0;13;0
