DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-04-10 00:00:00;1;3;1;1;0;1;0;0;0;0
2020-04-10 00:15:00;1;4;0;1;1;0;0;0;0;0
2020-04-10 00:30:00;2;1;1;0;1;0;0;0;0;0
2020-04-10 00:45:00;0;0;0;0;1;0;0;0;0;0
2020-04-10 01:00:00;0;0;0;1;0;1;0;0;0;0
2020-04-10 01:15:00;1;0;0;1;2;0;0;0;0;0
2020-04-10 01:30:00;0;0;1;1;1;0;0;0;0;0
2020-04-10 01:45:00;0;0;0;0;0;0;0;0;0;0
2020-04-10 02:00:00;2;1;1;2;0;2;0;0;0;0
2020-04-10 02:15:00;1;1;0;0;0;0;0;0;0;0
2020-04-10 02:30:00;3;2;0;0;0;1;0;0;0;0
2020-04-10 02:45:00;0;0;0;0;0;0;0;0;0;0
2020-04-10 03:00:00;0;0;0;0;0;0;0;0;0;0
2020-04-10 03:15:00;0;0;0;0;0;0;0;0;0;0
2020-04-10 03:30:00;0;0;0;0;1;2;0;0;0;0
2020-04-10 03:45:00;1;0;0;0;0;0;0;0;0;0
2020-04-10 04:00:00;1;0;0;0;1;2;0;0;0;0
2020-04-10 04:15:00;3;3;0;0;0;0;0;0;0;0
2020-04-10 04:30:00;0;0;0;0;0;0;0;0;0;0
2020-04-10 04:45:00;0;1;0;0;0;0;0;0;0;0
2020-04-10 05:00:00;0;3;2;3;0;0;0;0;0;0
2020-04-10 05:15:00;2;3;1;0;0;1;0;0;0;0
2020-04-10 05:30:00;0;1;0;0;3;4;0;0;0;0
2020-04-10 05:45:00;4;1;0;7;0;4;0;0;0;0
2020-04-10 06:00:00;0;3;2;4;0;1;0;0;0;0
2020-04-10 06:15:00;2;2;0;0;0;2;0;0;0;0
2020-04-10 06:30:00;1;0;1;1;0;0;0;0;0;0
2020-04-10 06:45:00;3;2;2;4;2;1;0;0;0;0
2020-04-10 07:00:00;1;1;1;4;1;1;0;0;0;0
2020-04-10 07:15:00;2;3;1;6;4;1;0;0;0;0
2020-04-10 07:30:00;2;2;1;5;3;3;0;0;0;0
2020-04-10 07:45:00;3;4;2;3;2;1;0;0;0;0
2020-04-10 08:00:00;2;2;2;3;3;0;0;0;0;0
2020-04-10 08:15:00;2;5;1;2;1;2;0;0;0;0
2020-04-10 08:30:00;1;2;2;3;1;3;0;0;0;0
2020-04-10 08:45:00;1;2;1;6;3;0;0;0;0;0
2020-04-10 09:00:00;3;8;1;10;1;2;0;0;0;0
2020-04-10 09:15:00;3;5;6;4;5;4;0;0;0;0
2020-04-10 09:30:00;9;9;5;10;5;3;0;0;0;0
2020-04-10 09:45:00;1;2;1;11;13;6;0;0;0;0
2020-04-10 10:00:00;3;6;5;14;9;2;0;0;0;0
2020-04-10 10:15:00;5;7;8;12;1;5;0;0;0;0
2020-04-10 10:30:00;13;14;3;17;11;4;0;0;0;0
2020-04-10 10:45:00;5;7;3;14;8;6;0;0;0;0
2020-04-10 11:00:00;9;10;7;12;11;4;0;0;0;0
2020-04-10 11:15:00;6;6;7;18;15;6;0;0;0;0
2020-04-10 11:30:00;8;10;7;17;13;13;0;0;0;0
2020-04-10 11:45:00;9;6;7;10;9;6;0;0;0;0
2020-04-10 12:00:00;5;7;6;11;5;1;0;0;0;0
2020-04-10 12:15:00;8;14;11;29;8;6;0;0;0;0
2020-04-10 12:30:00;12;11;1;13;5;12;0;0;0;0
2020-04-10 12:45:00;11;5;4;14;9;7;0;0;0;0
2020-04-10 13:00:00;11;7;6;27;8;8;0;0;0;0
2020-04-10 13:15:00;8;6;6;14;7;6;0;0;0;0
2020-04-10 13:30:00;5;6;7;8;6;8;0;0;0;0
2020-04-10 13:45:00;8;7;9;11;6;10;0;0;0;0
2020-04-10 14:00:00;11;7;2;8;8;5;0;0;0;0
2020-04-10 14:15:00;9;10;10;9;9;6;0;0;0;0
2020-04-10 14:30:00;14;7;4;22;10;12;0;0;0;0
2020-04-10 14:45:00;11;9;3;16;4;7;0;0;0;0
2020-04-10 15:00:00;5;7;7;18;5;9;0;0;0;0
