DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-04-28 00:00:00;8;4;1;2;2;4;2;1;0;1;1
2020-04-28 00:15:00;8;4;1;2;1;2;6;1;1;1;1
2020-04-28 00:30:00;7;5;0;2;3;7;3;1;1;1;1
2020-04-28 00:45:00;3;2;0;0;0;7;4;0;0;1;0
2020-04-28 01:00:00;6;2;1;2;1;4;5;0;0;3;2
2020-04-28 01:15:00;4;2;1;2;1;3;2;1;0;3;3
2020-04-28 01:30:00;5;2;0;2;0;3;1;0;0;1;1
2020-04-28 01:45:00;6;3;0;1;0;1;1;0;0;2;1
2020-04-28 02:00:00;5;2;0;0;0;2;1;0;0;0;0
2020-04-28 02:15:00;1;3;2;0;0;3;2;0;0;2;0
2020-04-28 02:30:00;6;6;0;0;0;2;5;3;0;0;0
2020-04-28 02:45:00;6;2;0;0;0;1;0;0;0;2;2
2020-04-28 03:00:00;2;1;0;1;0;6;7;0;0;1;0
2020-04-28 03:15:00;6;6;2;1;0;2;1;1;1;1;0
2020-04-28 03:30:00;4;3;0;1;1;3;0;0;0;0;0
2020-04-28 03:45:00;6;7;0;0;0;5;2;0;1;1;1
2020-04-28 04:00:00;4;4;0;1;1;4;1;0;0;1;0
2020-04-28 04:15:00;8;6;2;1;0;1;2;1;0;0;0
2020-04-28 04:30:00;7;7;0;1;3;6;4;0;2;1;0
2020-04-28 04:45:00;17;13;1;4;1;28;8;2;5;5;2
2020-04-28 05:00:00;32;17;4;9;2;48;22;1;1;7;2
2020-04-28 05:15:00;29;18;5;6;8;78;48;3;6;11;5
2020-04-28 05:30:00;50;36;3;23;12;97;93;4;7;14;11
2020-04-28 05:45:00;38;36;4;16;12;86;81;3;12;12;5
2020-04-28 06:00:00;47;54;9;21;19;71;52;7;9;8;4
2020-04-28 06:15:00;44;52;9;25;17;90;79;4;8;17;7
2020-04-28 06:30:00;60;70;16;36;22;103;111;13;18;23;7
2020-04-28 06:45:00;65;59;20;95;20;105;103;13;9;17;7
2020-04-28 07:00:00;47;52;11;45;24;85;99;6;12;23;9
2020-04-28 07:15:00;56;61;11;37;11;101;90;23;21;19;12
2020-04-28 07:30:00;57;53;14;55;26;91;101;17;13;24;9
2020-04-28 07:45:00;83;73;19;45;19;94;109;24;20;25;13
2020-04-28 08:00:00;56;47;14;38;21;76;65;15;18;23;12
2020-04-28 08:15:00;56;47;12;43;19;74;63;10;19;26;12
2020-04-28 08:30:00;49;42;9;68;16;63;66;14;17;29;14
2020-04-28 08:45:00;70;55;9;74;18;64;57;11;21;33;12
2020-04-28 09:00:00;55;53;13;34;18;50;55;14;18;40;21
2020-04-28 09:15:00;58;61;25;44;23;52;49;9;18;42;19
2020-04-28 09:30:00;58;57;13;46;28;66;58;18;20;43;18
2020-04-28 09:45:00;63;67;14;49;16;49;45;17;25;39;13
2020-04-28 10:00:00;63;75;28;41;25;53;44;18;27;49;23
2020-04-28 10:15:00;69;70;20;51;19;71;54;15;29;42;15
2020-04-28 10:30:00;67;64;18;63;18;47;62;12;25;52;17
2020-04-28 10:45:00;58;57;18;18;16;62;49;11;27;41;18
2020-04-28 11:00:00;74;75;31;40;16;62;50;14;20;41;20
2020-04-28 11:15:00;67;78;27;40;18;55;62;14;18;33;21
2020-04-28 11:30:00;66;84;20;29;13;66;61;18;21;58;24
2020-04-28 11:45:00;64;74;23;47;20;57;61;15;42;56;23
2020-04-28 12:00:00;79;81;25;53;20;65;57;23;32;52;20
2020-04-28 12:15:00;74;90;22;33;17;57;56;27;26;52;22
2020-04-28 12:30:00;68;73;20;39;25;65;47;13;27;54;21
2020-04-28 12:45:00;67;72;21;38;14;60;54;24;17;49;21
2020-04-28 13:00:00;72;77;19;36;23;53;48;17;29;41;8
2020-04-28 13:15:00;84;74;24;32;21;63;65;22;27;40;13
2020-04-28 13:30:00;89;86;19;40;21;69;72;15;23;38;19
2020-04-28 13:45:00;90;87;22;48;23;89;65;19;24;43;21
2020-04-28 14:00:00;95;88;13;43;19;85;81;18;23;60;22
2020-04-28 14:15:00;126;140;14;38;18;70;48;21;30;58;17
2020-04-28 14:30:00;115;158;27;37;16;71;51;22;30;47;12
2020-04-28 14:45:00;111;127;18;117;21;65;51;19;33;42;20
2020-04-28 15:00:00;119;129;23;47;21;70;57;21;34;58;17
2020-04-28 15:15:00;127;137;29;43;26;76;46;25;37;50;17
2020-04-28 15:30:00;90;105;16;46;23;86;59;26;34;46;10
2020-04-28 15:45:00;121;119;25;51;22;74;64;19;30;61;27
2020-04-28 16:00:00;108;130;37;61;27;70;59;19;29;69;37
2020-04-28 16:15:00;114;125;28;54;30;73;53;12;35;64;30
2020-04-28 16:30:00;93;119;31;43;22;76;64;28;34;63;18
2020-04-28 16:45:00;103;106;22;47;31;73;57;24;27;47;24
2020-04-28 17:00:00;104;101;29;35;18;78;62;25;27;54;14
2020-04-28 17:15:00;99;101;30;35;21;70;51;24;25;55;23
2020-04-28 17:30:00;102;100;27;51;32;69;55;17;30;49;14
2020-04-28 17:45:00;82;89;23;58;13;58;47;15;21;50;15
2020-04-28 18:00:00;79;76;21;30;18;62;47;23;23;57;15
2020-04-28 18:15:00;87;77;30;34;12;55;35;18;26;52;25
2020-04-28 18:30:00;64;62;29;38;21;44;39;16;17;43;16
2020-04-28 18:45:00;60;54;23;30;16;53;43;17;19;43;20
2020-04-28 19:00:00;70;53;16;34;16;60;38;19;21;42;10
2020-04-28 19:15:00;63;48;15;29;6;45;25;15;21;35;11
2020-04-28 19:30:00;45;37;19;25;7;39;24;15;14;35;12
2020-04-28 19:45:00;40;30;12;19;11;45;23;12;15;28;13
2020-04-28 20:00:00;38;32;11;21;16;35;29;11;11;34;12
2020-04-28 20:15:00;35;30;13;11;4;20;13;5;5;23;14
2020-04-28 20:30:00;24;15;9;9;9;26;20;6;6;13;5
2020-04-28 20:45:00;24;15;10;12;8;23;9;2;3;13;5
2020-04-28 21:00:00;23;21;11;9;5;29;17;4;7;8;2
2020-04-28 21:15:00;16;13;6;8;2;30;14;3;4;10;3
2020-04-28 21:30:00;19;11;8;72;3;29;19;3;3;8;3
2020-04-28 21:45:00;36;27;2;6;3;17;15;2;2;15;4
2020-04-28 22:00:00;46;38;8;11;3;16;11;5;1;5;1
2020-04-28 22:15:00;27;24;5;7;6;21;11;4;2;6;2
2020-04-28 22:30:00;14;9;6;4;4;17;6;4;4;9;3
2020-04-28 22:45:00;10;9;2;6;2;14;7;5;0;6;6
2020-04-28 23:00:00;7;9;4;1;1;6;8;1;1;2;0
2020-04-28 23:15:00;5;3;6;7;1;10;5;1;3;7;3
2020-04-28 23:30:00;4;3;0;2;1;11;8;2;0;2;2
