DATUM;1(DA1);2(DA2);3(DA3);4(DBR1);5(DBR2);6(DB1);7(DC1);8(DC2)
2020-08-08 00:00:00;14;19;19;3;7;0;13;8
2020-08-08 00:15:00;9;8;7;3;5;0;30;10
2020-08-08 00:30:00;11;11;11;3;6;0;22;12
2020-08-08 00:45:00;14;14;14;1;5;0;12;10
2020-08-08 01:00:00;7;15;15;1;4;0;14;3
2020-08-08 01:15:00;11;10;12;1;2;0;6;6
2020-08-08 01:30:00;5;13;14;3;4;0;14;13
2020-08-08 01:45:00;6;5;5;0;1;0;7;1
2020-08-08 02:00:00;7;4;4;1;1;0;7;1
2020-08-08 02:15:00;1;5;5;0;0;0;8;4
2020-08-08 02:30:00;10;5;5;1;0;0;7;1
2020-08-08 02:45:00;7;10;10;0;1;0;5;3
2020-08-08 03:00:00;6;7;7;1;2;0;4;4
2020-08-08 03:15:00;3;3;4;0;1;0;5;1
2020-08-08 03:30:00;1;4;4;1;1;0;4;1
2020-08-08 03:45:00;2;8;8;0;0;0;4;0
2020-08-08 04:00:00;3;4;4;1;1;0;5;1
2020-08-08 04:15:00;0;2;2;1;4;0;4;1
2020-08-08 04:30:00;1;6;6;1;2;0;5;2
2020-08-08 04:45:00;2;5;5;1;2;0;4;2
2020-08-08 05:00:00;3;7;7;2;4;0;2;2
2020-08-08 05:15:00;5;5;4;1;2;0;4;5
2020-08-08 05:30:00;11;13;14;6;9;0;11;8
2020-08-08 05:45:00;5;10;10;4;9;0;16;6
2020-08-08 06:00:00;3;9;8;4;4;0;22;6
2020-08-08 06:15:00;8;17;16;3;6;0;10;2
2020-08-08 06:30:00;10;17;19;3;5;0;13;13
2020-08-08 06:45:00;11;16;17;1;6;0;20;9
2020-08-08 07:00:00;8;10;10;3;8;0;15;3
2020-08-08 07:15:00;11;15;16;4;6;0;16;16
2020-08-08 07:30:00;5;19;19;13;15;0;25;13
2020-08-08 07:45:00;21;22;21;4;7;0;15;10
2020-08-08 08:00:00;35;23;23;13;9;0;28;9
2020-08-08 08:15:00;26;26;26;12;35;0;26;17
2020-08-08 08:30:00;24;33;34;9;10;0;35;29
2020-08-08 08:45:00;31;36;34;10;15;0;39;21
2020-08-08 09:00:00;26;33;33;6;8;0;43;24
2020-08-08 09:15:00;36;40;39;12;21;0;35;19
2020-08-08 09:30:00;62;46;45;14;30;0;49;31
2020-08-08 09:45:00;39;44;46;22;22;0;49;26
2020-08-08 10:00:00;44;56;58;18;28;0;55;29
2020-08-08 10:15:00;40;51;50;20;34;0;57;31
2020-08-08 10:30:00;51;65;61;23;16;0;50;26
2020-08-08 10:45:00;53;63;65;15;20;0;68;45
2020-08-08 11:00:00;56;50;52;19;21;0;59;32
2020-08-08 11:15:00;56;49;50;16;21;0;56;36
2020-08-08 11:30:00;51;40;35;15;17;0;62;32
2020-08-08 11:45:00;70;53;54;12;19;0;54;51
2020-08-08 12:00:00;59;47;44;19;19;0;55;31
2020-08-08 12:15:00;61;42;41;21;22;0;46;36
2020-08-08 12:30:00;56;66;61;15;21;0;74;38
2020-08-08 12:45:00;60;64;63;10;10;0;59;37
2020-08-08 13:00:00;50;45;45;17;51;0;57;32
2020-08-08 13:15:00;51;50;50;17;22;0;63;41
2020-08-08 13:30:00;52;61;62;14;16;0;65;41
2020-08-08 13:45:00;46;50;49;9;19;0;60;39
2020-08-08 14:00:00;49;39;41;16;17;0;57;34
2020-08-08 14:15:00;54;47;47;13;21;0;60;31
2020-08-08 14:30:00;45;48;47;14;18;0;50;36
2020-08-08 14:45:00;54;45;45;16;65;0;54;36
2020-08-08 15:00:00;55;59;56;15;20;0;49;37
2020-08-08 15:15:00;54;51;49;22;18;0;58;44
2020-08-08 15:30:00;37;47;46;13;15;0;59;30
2020-08-08 15:45:00;57;51;48;9;18;0;43;25
