DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-11-10 00:00:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-11-10 00:15:00;2;0;3;3;0;0;0;0;0;0;0;0
2020-11-10 00:30:00;3;0;3;2;0;0;0;0;0;0;0;0
2020-11-10 00:45:00;0;0;0;2;0;0;0;0;0;0;0;0
2020-11-10 01:00:00;1;0;1;1;0;0;0;0;0;0;0;0
2020-11-10 01:15:00;0;0;0;1;0;0;0;0;0;0;0;0
2020-11-10 01:30:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-11-10 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-10 02:00:00;1;0;3;2;0;0;0;0;0;0;0;0
2020-11-10 02:15:00;0;0;0;1;0;0;0;0;0;0;0;0
2020-11-10 02:30:00;2;0;2;2;0;0;0;0;0;0;0;0
2020-11-10 02:45:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-11-10 03:00:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-11-10 03:15:00;0;0;2;0;0;0;0;0;0;0;0;0
2020-11-10 03:30:00;1;0;2;1;0;0;0;0;0;0;0;0
2020-11-10 03:45:00;1;0;6;5;0;0;0;0;0;0;0;0
2020-11-10 04:00:00;1;0;2;1;0;0;0;0;0;0;0;0
2020-11-10 04:15:00;0;0;3;0;0;0;0;0;0;0;0;0
2020-11-10 04:30:00;4;0;4;3;0;0;0;0;0;0;0;0
2020-11-10 04:45:00;13;0;11;7;0;0;0;0;0;0;0;0
2020-11-10 05:00:00;7;0;22;9;0;0;0;0;0;0;0;0
2020-11-10 05:15:00;13;0;34;14;0;0;0;0;0;0;0;0
2020-11-10 05:30:00;18;0;47;19;0;0;1;0;0;0;0;0
2020-11-10 05:45:00;21;0;24;10;0;0;0;0;0;0;0;0
2020-11-10 06:00:00;17;0;27;11;0;0;0;0;0;0;0;0
2020-11-10 06:15:00;21;0;57;15;0;2;0;0;0;0;0;0
2020-11-10 06:30:00;23;0;91;25;5;1;0;1;0;0;0;0
2020-11-10 06:45:00;21;0;68;17;1;0;1;0;0;0;0;0
2020-11-10 07:00:00;31;0;104;24;1;0;3;0;0;0;0;0
2020-11-10 07:15:00;29;0;127;22;6;1;4;0;0;0;0;0
2020-11-10 07:30:00;52;0;164;34;34;0;14;0;3;0;0;0
2020-11-10 07:45:00;35;0;117;41;5;0;1;0;0;0;0;0
