DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2019-10-31 00:00:00;0;1;3;0;0;2;2;2;0;2;3
2019-10-31 00:15:00;0;5;10;0;1;4;5;1;1;3;1
2019-10-31 00:30:00;0;5;7;0;0;3;3;0;0;2;1
2019-10-31 00:45:00;2;2;6;0;0;1;3;1;0;3;0
2019-10-31 01:00:00;0;1;2;0;0;4;4;0;1;1;1
2019-10-31 01:15:00;0;0;1;0;0;0;1;0;1;1;0
2019-10-31 01:30:00;0;0;1;0;0;1;0;0;0;1;0
2019-10-31 01:45:00;0;1;2;0;0;1;1;0;0;1;0
2019-10-31 02:00:00;0;0;0;1;1;0;0;0;1;1;1
2019-10-31 02:15:00;1;2;2;1;1;0;2;0;1;2;4
2019-10-31 02:30:00;0;0;1;0;0;0;3;0;1;2;1
2019-10-31 02:45:00;0;2;2;0;0;0;1;0;1;1;1
2019-10-31 03:00:00;0;1;2;0;0;1;3;0;0;2;0
2019-10-31 03:15:00;0;2;1;0;0;0;0;0;0;3;1
2019-10-31 03:30:00;0;0;2;1;1;0;0;0;0;1;0
2019-10-31 03:45:00;0;1;2;0;0;0;0;0;1;2;0
2019-10-31 04:00:00;0;0;2;0;0;2;2;1;0;1;2
2019-10-31 04:15:00;1;1;4;1;1;0;0;0;0;0;2
2019-10-31 04:30:00;1;2;0;0;0;0;2;0;0;2;1
2019-10-31 04:45:00;0;3;4;1;1;2;3;0;2;1;2
2019-10-31 05:00:00;3;17;9;1;3;2;2;0;1;4;1
2019-10-31 05:15:00;2;33;22;3;3;3;7;1;2;3;8
2019-10-31 05:30:00;3;41;36;5;8;0;13;0;1;9;10
2019-10-31 05:45:00;0;35;44;4;4;4;8;2;6;16;10
2019-10-31 06:00:00;1;12;20;7;7;5;10;3;6;10;11
2019-10-31 06:15:00;1;30;26;9;11;6;14;1;4;15;16
2019-10-31 06:30:00;5;54;47;3;8;14;17;6;14;15;21
2019-10-31 06:45:00;8;42;49;13;21;6;15;2;8;24;28
2019-10-31 07:00:00;3;47;52;12;12;12;18;8;10;19;21
2019-10-31 07:15:00;0;46;54;15;15;18;18;9;15;22;18
2019-10-31 07:30:00;5;53;48;18;19;11;35;16;20;29;26
2019-10-31 07:45:00;10;48;47;20;22;13;29;14;29;28;33
2019-10-31 08:00:00;12;35;37;17;26;13;30;13;23;28;27
2019-10-31 08:15:00;6;37;54;22;25;15;18;8;20;33;19
2019-10-31 08:30:00;7;40;35;13;18;17;23;13;30;32;23
