DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-03-30 00:00:00;1;0;0;1;0;0;3;1;0;0;0
2020-03-30 00:15:00;3;1;0;0;0;3;2;0;0;1;0
2020-03-30 00:30:00;4;2;1;0;0;0;3;2;0;0;0
2020-03-30 00:45:00;2;1;0;0;0;0;7;0;0;0;0
2020-03-30 01:00:00;6;0;0;1;0;1;4;2;0;1;0
2020-03-30 01:15:00;2;2;0;0;0;1;5;1;0;1;0
2020-03-30 01:30:00;2;3;0;0;0;0;4;0;0;0;0
2020-03-30 01:45:00;4;2;0;0;0;1;3;0;0;1;0
2020-03-30 02:00:00;0;5;1;0;0;1;6;0;0;0;0
2020-03-30 02:15:00;0;0;0;0;0;0;4;1;0;0;0
2020-03-30 02:30:00;5;6;1;0;0;0;6;1;0;0;0
2020-03-30 02:45:00;2;2;1;0;0;1;2;0;0;0;0
2020-03-30 03:00:00;2;1;2;0;0;0;2;2;0;0;0
2020-03-30 03:15:00;0;2;0;0;0;1;5;0;0;0;0
2020-03-30 03:30:00;2;1;0;0;0;1;7;0;0;1;0
2020-03-30 03:45:00;3;3;0;1;0;1;5;2;0;0;0
2020-03-30 04:00:00;3;3;2;0;0;0;6;5;0;0;0
2020-03-30 04:15:00;4;8;1;1;0;3;9;3;0;0;0
2020-03-30 04:30:00;10;9;3;1;0;3;13;2;0;0;0
2020-03-30 04:45:00;11;12;4;1;0;2;7;4;0;2;0
2020-03-30 05:00:00;11;6;5;3;0;5;25;6;0;3;1
2020-03-30 05:15:00;25;24;11;2;1;5;43;17;1;2;0
2020-03-30 05:30:00;34;22;16;10;1;13;69;42;0;3;0
2020-03-30 05:45:00;35;25;20;14;4;22;64;47;0;4;0
2020-03-30 06:00:00;54;28;17;11;2;14;59;35;0;4;0
2020-03-30 06:15:00;42;23;12;21;5;29;84;49;0;5;1
2020-03-30 06:30:00;62;33;20;27;9;36;91;69;0;5;1
2020-03-30 06:45:00;68;38;29;28;11;42;97;75;0;4;0
2020-03-30 07:00:00;59;29;22;25;9;33;94;75;0;4;0
2020-03-30 07:15:00;51;31;32;34;9;47;94;72;0;4;1
2020-03-30 07:30:00;51;33;17;32;7;40;88;85;2;7;0
2020-03-30 07:45:00;66;31;21;34;11;47;86;77;1;13;1
2020-03-30 08:00:00;51;26;13;27;5;34;67;46;0;4;1
2020-03-30 08:15:00;63;28;17;14;2;22;67;54;0;7;1
2020-03-30 08:30:00;52;24;10;12;3;19;63;55;1;7;2
2020-03-30 08:45:00;59;24;18;15;0;17;58;40;1;4;0
2020-03-30 09:00:00;66;22;14;12;4;17;79;61;2;12;2
2020-03-30 09:15:00;63;27;14;14;3;20;45;45;1;6;0
2020-03-30 09:30:00;56;28;16;8;2;10;59;43;0;8;0
2020-03-30 09:45:00;69;26;18;10;3;15;60;41;1;3;0
2020-03-30 10:00:00;76;19;17;14;1;15;62;42;0;11;0
2020-03-30 10:15:00;63;35;12;9;3;12;53;35;3;8;1
2020-03-30 10:30:00;82;23;10;8;0;9;68;41;0;13;2
2020-03-30 10:45:00;66;26;14;9;2;13;61;33;0;6;1
2020-03-30 11:00:00;59;27;13;11;0;11;75;30;0;4;1
2020-03-30 11:15:00;66;31;21;7;1;12;73;35;4;9;0
2020-03-30 11:30:00;82;31;23;13;1;15;60;39;1;4;0
2020-03-30 11:45:00;68;23;14;4;0;5;79;37;1;5;1
2020-03-30 12:00:00;88;25;19;11;1;11;48;34;0;4;1
2020-03-30 12:15:00;82;30;19;7;2;9;71;33;1;7;0
2020-03-30 12:30:00;66;29;17;8;2;9;52;30;0;5;0
2020-03-30 12:45:00;84;26;8;11;2;14;68;39;3;11;2
2020-03-30 13:00:00;77;25;16;13;1;15;66;38;2;7;1
2020-03-30 13:15:00;60;21;16;14;1;16;63;27;0;9;0
2020-03-30 13:30:00;82;29;18;9;3;12;68;42;3;6;2
2020-03-30 13:45:00;72;29;16;14;1;18;73;59;1;10;1
2020-03-30 14:00:00;101;38;26;6;3;11;73;51;0;11;1
