DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DD1);9(DD2);10(DD3);11(TAFBA);12(TAFBA2);13(TAFBB);14(TAFBC);15(TAFBC2);16(TAFBD);17(TAFBE)
2019-12-24 00:00:00;8;1;4;4;2;2;6;5;3;4;0;0;0;0;0;0;0
2019-12-24 00:15:00;7;2;6;16;1;4;3;2;6;9;0;0;0;0;0;0;0
2019-12-24 00:30:00;4;2;8;3;3;3;3;1;3;1;0;0;0;0;0;0;0
2019-12-24 00:45:00;3;6;9;8;4;1;2;2;2;1;0;0;0;0;0;0;0
2019-12-24 01:00:00;7;2;7;5;4;0;0;2;5;3;0;0;0;0;0;0;0
2019-12-24 01:15:00;2;2;3;5;2;2;2;1;6;9;0;0;0;0;0;0;0
2019-12-24 01:30:00;8;2;2;4;3;1;3;2;4;3;0;0;0;0;0;0;0
2019-12-24 01:45:00;2;5;1;1;1;2;1;2;2;2;0;0;0;0;0;0;0
2019-12-24 02:00:00;1;0;3;3;1;2;3;1;1;3;0;0;0;0;0;0;0
2019-12-24 02:15:00;2;1;3;4;1;1;3;1;2;2;0;0;0;0;0;0;0
2019-12-24 02:30:00;2;2;0;4;1;1;3;1;4;1;0;0;0;0;0;0;0
2019-12-24 02:45:00;2;2;2;0;0;0;2;0;4;1;0;0;0;0;0;0;0
2019-12-24 03:00:00;7;0;1;0;0;1;4;2;4;3;0;0;0;0;0;0;0
2019-12-24 03:15:00;3;3;3;4;2;2;2;3;3;1;0;0;0;0;0;0;0
2019-12-24 03:30:00;3;1;2;0;1;1;1;0;3;1;0;0;0;0;0;0;0
2019-12-24 03:45:00;2;2;4;2;0;0;1;3;3;3;0;0;0;0;0;0;0
2019-12-24 04:00:00;2;3;1;2;1;0;2;2;2;1;0;0;0;0;0;0;0
2019-12-24 04:15:00;0;1;0;1;0;2;1;1;3;5;0;0;0;0;0;0;0
2019-12-24 04:30:00;6;2;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0
2019-12-24 04:45:00;1;2;2;2;1;1;1;1;1;4;0;0;0;0;0;0;0
2019-12-24 05:00:00;3;1;1;2;1;1;0;2;4;6;0;0;0;0;0;0;0
2019-12-24 05:15:00;4;3;1;1;0;3;5;3;2;4;0;0;0;0;0;0;0
2019-12-24 05:30:00;3;3;4;6;3;2;1;4;3;0;0;0;0;0;0;1;0
2019-12-24 05:45:00;2;8;4;4;0;3;4;3;7;3;0;0;0;0;0;1;0
2019-12-24 06:00:00;2;6;3;2;2;0;2;5;6;1;0;0;0;0;0;0;0
2019-12-24 06:15:00;5;2;4;2;0;1;0;1;9;6;0;0;0;0;0;0;0
2019-12-24 06:30:00;2;3;6;1;0;0;2;2;1;6;0;0;0;0;0;13;0
2019-12-24 06:45:00;4;4;4;2;2;4;3;3;8;5;0;0;1;0;0;0;0
2019-12-24 07:00:00;5;2;2;6;0;3;4;4;5;3;0;0;0;0;0;1;0
2019-12-24 07:15:00;4;2;3;1;3;1;1;10;5;8;0;0;0;0;0;0;0
2019-12-24 07:30:00;5;4;2;5;3;2;7;9;4;7;0;0;0;0;0;0;0
2019-12-24 07:45:00;11;1;4;2;1;5;3;11;15;6;0;0;0;0;0;0;0
2019-12-24 08:00:00;12;7;5;8;5;6;4;9;10;11;0;0;0;0;0;2;0
2019-12-24 08:15:00;17;5;1;3;7;5;7;10;10;7;0;0;0;0;0;0;0
2019-12-24 08:30:00;14;11;9;7;5;11;7;18;7;14;0;0;0;0;0;0;0
2019-12-24 08:45:00;14;15;9;12;9;8;6;17;13;13;0;0;0;0;0;0;0
2019-12-24 09:00:00;27;9;10;9;4;10;23;10;18;21;0;0;3;0;0;0;0
2019-12-24 09:15:00;19;15;8;13;11;10;11;14;20;19;0;0;0;0;0;4;0
2019-12-24 09:30:00;24;14;16;18;9;6;12;17;18;23;0;0;0;0;0;0;0
2019-12-24 09:45:00;42;12;12;22;10;9;24;32;23;19;0;0;0;0;0;0;0
2019-12-24 10:00:00;33;26;9;19;14;18;20;25;20;19;1;0;0;0;0;0;0
2019-12-24 10:15:00;24;21;18;21;15;20;20;30;31;24;2;0;0;0;0;0;0
2019-12-24 10:30:00;26;24;18;18;11;15;26;25;18;19;0;0;0;0;0;0;0
2019-12-24 10:45:00;43;34;14;21;17;26;18;22;36;19;0;0;4;0;0;2;0
2019-12-24 11:00:00;41;29;23;21;12;25;24;20;24;20;0;0;0;0;0;1;0
2019-12-24 11:15:00;35;26;19;15;14;17;21;30;27;30;2;0;0;0;4;0;0
2019-12-24 11:30:00;43;31;17;18;17;22;36;20;15;33;0;1;3;3;0;0;0
2019-12-24 11:45:00;38;20;23;24;17;15;27;27;20;29;0;0;0;0;3;0;0
2019-12-24 12:00:00;29;33;16;22;11;24;21;20;23;17;0;0;0;1;3;9;0
2019-12-24 12:15:00;31;27;15;21;22;15;19;21;27;28;0;0;0;1;5;2;0
2019-12-24 12:30:00;43;30;14;30;18;11;27;17;13;18;0;0;1;1;6;7;0
2019-12-24 12:45:00;29;20;15;17;17;14;22;22;24;23;0;2;16;0;2;1;0
2019-12-24 13:00:00;35;32;22;18;18;31;29;20;19;19;0;0;0;0;0;3;0
2019-12-24 13:15:00;39;16;18;25;13;14;22;26;26;30;0;0;0;0;0;0;0
2019-12-24 13:30:00;42;22;18;23;22;20;26;19;22;24;0;0;0;0;0;4;0
2019-12-24 13:45:00;42;19;16;20;17;15;31;29;27;29;0;0;0;0;1;0;0
2019-12-24 14:00:00;29;17;22;25;18;17;24;13;20;17;2;1;0;0;2;0;1
2019-12-24 14:15:00;42;17;14;20;14;16;32;24;22;20;0;0;0;0;1;1;0
2019-12-24 14:30:00;36;29;12;16;9;12;19;15;23;20;0;0;2;0;0;0;0
2019-12-24 14:45:00;34;8;13;17;2;10;16;26;30;20;0;0;1;0;0;0;0
2019-12-24 15:00:00;29;12;22;19;11;12;17;29;20;20;0;1;3;0;0;0;0
2019-12-24 15:15:00;23;12;15;19;7;7;18;29;26;26;0;0;0;0;0;0;0
2019-12-24 15:30:00;32;12;14;17;8;7;8;23;24;19;1;0;1;0;4;1;0
2019-12-24 15:45:00;30;17;20;18;8;10;10;21;18;22;2;0;0;0;0;0;0
2019-12-24 16:00:00;34;13;9;14;10;5;12;24;25;17;0;0;0;0;0;0;0
2019-12-24 16:15:00;36;11;23;21;8;10;28;26;34;29;3;0;12;0;0;0;0
2019-12-24 16:30:00;25;11;15;21;6;5;14;8;15;16;2;0;1;0;2;0;0
