DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-06-28 00:00:00;10;7;5;2;1;12;13;10
2020-06-28 00:15:00;17;19;7;4;3;17;15;9
2020-06-28 00:30:00;16;8;5;1;2;14;15;10
2020-06-28 00:45:00;21;10;8;2;2;19;14;9
2020-06-28 01:00:00;7;9;4;0;0;9;14;5
2020-06-28 01:15:00;7;11;5;1;0;11;13;10
2020-06-28 01:30:00;9;7;4;1;1;8;15;10
2020-06-28 01:45:00;3;10;3;2;1;8;11;5
2020-06-28 02:00:00;4;4;2;1;0;7;6;6
2020-06-28 02:15:00;7;6;4;2;2;9;13;7
2020-06-28 02:30:00;7;2;2;0;0;3;12;3
2020-06-28 02:45:00;8;2;0;0;0;2;11;7
2020-06-28 03:00:00;4;2;1;0;0;3;5;5
2020-06-28 03:15:00;4;5;2;0;0;2;2;1
2020-06-28 03:30:00;5;1;1;0;0;2;5;6
2020-06-28 03:45:00;2;1;0;1;1;5;6;2
2020-06-28 04:00:00;0;2;1;1;1;3;2;2
2020-06-28 04:15:00;3;5;4;0;2;1;3;1
2020-06-28 04:30:00;3;2;1;0;90;2;2;2
2020-06-28 04:45:00;6;3;1;0;315;1;3;0
2020-06-28 05:00:00;2;4;2;1;357;4;4;1
2020-06-28 05:15:00;5;3;1;1;197;6;7;5
2020-06-28 05:30:00;3;6;5;0;26;4;5;7
2020-06-28 05:45:00;12;4;1;1;27;4;10;3
2020-06-28 06:00:00;7;5;2;2;159;9;6;6
2020-06-28 06:15:00;4;8;7;0;179;5;9;2
2020-06-28 06:30:00;10;3;2;1;2;3;7;4
2020-06-28 06:45:00;8;8;3;1;1;8;8;2
2020-06-28 07:00:00;10;8;4;0;0;2;14;7
2020-06-28 07:15:00;10;3;2;0;0;3;10;4
2020-06-28 07:30:00;13;9;9;0;2;3;9;2
2020-06-28 07:45:00;15;11;6;0;0;5;12;8
2020-06-28 08:00:00;11;9;10;1;0;9;15;7
2020-06-28 08:15:00;20;10;10;0;0;10;17;5
2020-06-28 08:30:00;19;14;7;0;0;6;11;4
