DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2019-11-20 00:00:00;0;15;2;9;4;0;1;1;0;0;0;0;0
2019-11-20 00:15:00;0;10;5;19;4;0;0;1;0;0;0;0;0
2019-11-20 00:30:00;0;12;2;17;8;1;0;1;0;0;0;0;0
2019-11-20 00:45:00;0;9;7;10;3;0;0;0;0;0;0;0;0
2019-11-20 01:00:00;1;11;6;9;1;0;0;0;0;0;0;0;0
2019-11-20 01:15:00;0;9;7;7;5;0;0;0;0;0;0;0;0
2019-11-20 01:30:00;0;7;1;10;2;0;0;0;0;0;0;0;0
2019-11-20 01:45:00;0;13;2;8;3;0;0;0;0;0;0;0;0
2019-11-20 02:00:00;1;12;7;7;2;0;0;0;0;0;0;0;0
2019-11-20 02:15:00;1;7;2;11;4;1;1;1;0;0;0;0;0
2019-11-20 02:30:00;1;10;0;7;1;0;1;2;0;0;0;0;0
2019-11-20 02:45:00;2;13;4;9;2;0;0;0;0;0;0;0;0
2019-11-20 03:00:00;0;9;0;15;2;0;0;0;0;0;0;0;0
2019-11-20 03:15:00;1;12;1;7;4;0;1;1;0;0;0;0;0
2019-11-20 03:30:00;0;11;3;8;4;0;0;0;0;0;0;0;0
2019-11-20 03:45:00;0;13;5;10;2;1;0;1;0;0;0;0;0
2019-11-20 04:00:00;0;22;3;5;5;0;0;0;0;0;0;0;0
2019-11-20 04:15:00;1;20;3;13;3;0;0;0;0;0;0;0;0
2019-11-20 04:30:00;2;19;12;28;10;1;1;1;0;0;0;0;0
2019-11-20 04:45:00;0;31;10;58;22;1;0;3;0;0;0;0;0
2019-11-20 05:00:00;2;37;16;99;92;1;1;3;0;0;0;0;0
2019-11-20 05:15:00;1;46;43;149;163;0;1;3;0;0;0;0;0
2019-11-20 05:30:00;11;69;59;134;126;3;0;3;0;0;0;0;0
2019-11-20 05:45:00;8;109;109;131;134;1;1;2;0;0;0;0;0
2019-11-20 06:00:00;21;140;141;152;152;7;7;9;0;0;0;0;0
2019-11-20 06:15:00;16;124;144;179;181;4;17;18;0;0;0;0;0
2019-11-20 06:30:00;15;86;88;140;163;13;12;8;1;0;0;0;0
2019-11-20 06:45:00;9;89;93;135;159;20;8;8;3;0;5;0;0
2019-11-20 07:00:00;19;83;91;122;123;19;16;10;2;0;1;0;0
2019-11-20 07:15:00;19;91;84;112;119;30;6;6;1;0;0;0;0
2019-11-20 07:30:00;33;88;88;101;115;37;9;8;4;0;0;0;0
2019-11-20 07:45:00;41;71;76;112;131;36;14;8;3;0;1;0;0
2019-11-20 08:00:00;36;68;70;111;106;24;14;21;3;0;4;7;0
2019-11-20 08:15:00;26;92;79;124;129;27;14;11;1;0;1;0;0
2019-11-20 08:30:00;21;83;79;132;134;15;11;19;2;3;4;0;0
2019-11-20 08:45:00;28;91;95;121;142;19;14;22;7;0;5;4;0
2019-11-20 09:00:00;33;83;70;124;119;18;9;12;2;0;4;0;0
2019-11-20 09:15:00;27;71;85;102;113;21;13;23;4;1;6;0;0
2019-11-20 09:30:00;34;91;69;117;113;16;22;20;4;0;11;0;0
2019-11-20 09:45:00;27;91;89;120;95;22;19;23;3;0;1;0;0
2019-11-20 10:00:00;20;89;76;110;91;9;15;30;4;0;8;0;0
2019-11-20 10:15:00;28;96;80;94;100;16;20;27;4;0;16;4;0
2019-11-20 10:30:00;33;83;84;112;77;19;12;23;19;0;2;0;0
2019-11-20 10:45:00;38;84;72;105;86;15;20;22;15;0;1;0;0
2019-11-20 11:00:00;30;92;85;106;82;24;33;43;20;0;8;0;0
2019-11-20 11:15:00;31;93;100;110;91;20;26;36;2;0;7;0;0
