DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-07-26 00:00:00;29;35;22;22;15;4;2;6;0;0;4
2020-07-26 00:15:00;42;55;30;32;25;4;3;10;0;10;4
2020-07-26 00:30:00;28;38;26;33;23;5;7;12;0;5;5
2020-07-26 00:45:00;33;43;30;20;18;4;6;12;0;1;1
2020-07-26 01:00:00;26;42;19;24;20;1;2;4;0;6;1
2020-07-26 01:15:00;26;31;19;22;16;2;3;12;0;1;0
2020-07-26 01:30:00;17;31;14;10;10;2;0;7;0;4;2
2020-07-26 01:45:00;18;26;16;16;9;0;1;11;0;3;1
2020-07-26 02:00:00;15;20;14;10;9;1;0;5;0;2;2
2020-07-26 02:15:00;10;18;9;10;9;3;2;3;0;3;1
2020-07-26 02:30:00;15;17;9;11;6;2;2;4;0;5;0
2020-07-26 02:45:00;12;18;11;6;6;2;1;4;0;2;0
2020-07-26 03:00:00;10;13;9;5;2;2;1;2;0;1;1
2020-07-26 03:15:00;10;15;8;9;10;0;0;6;0;1;1
2020-07-26 03:30:00;5;9;7;8;6;2;0;3;0;1;2
2020-07-26 03:45:00;5;7;9;8;4;1;0;4;0;2;2
2020-07-26 04:00:00;8;11;4;5;3;1;3;1;0;1;1
2020-07-26 04:15:00;6;10;9;7;5;3;2;2;0;1;0
2020-07-26 04:30:00;8;9;7;9;4;0;0;1;0;2;1
2020-07-26 04:45:00;10;15;4;8;4;1;0;3;0;2;2
2020-07-26 05:00:00;8;13;14;4;8;4;2;1;0;5;1
2020-07-26 05:15:00;18;21;13;10;5;4;2;2;0;5;3
2020-07-26 05:30:00;11;13;13;19;6;1;0;2;0;0;1
2020-07-26 05:45:00;12;14;19;5;6;1;1;1;0;8;5
2020-07-26 06:00:00;15;17;8;8;9;1;1;5;0;2;5
2020-07-26 06:15:00;17;20;19;8;7;3;0;5;0;0;3
2020-07-26 06:30:00;11;15;15;15;8;15;0;4;0;2;2
2020-07-26 06:45:00;12;15;14;14;7;3;2;6;0;3;5
2020-07-26 07:00:00;21;27;15;21;15;8;1;8;0;6;6
