DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2019-10-31 00:00:00;9;0;2;5;14;4;4;6;0;0;0;0;0;0;0
2019-10-31 00:15:00;6;3;4;3;13;0;3;6;0;0;0;0;0;0;0
2019-10-31 00:30:00;6;1;3;7;15;1;4;10;0;0;0;0;0;0;0
2019-10-31 00:45:00;6;1;1;7;8;0;3;6;0;0;0;0;0;0;0
2019-10-31 01:00:00;1;4;4;4;8;0;2;11;0;0;0;0;0;0;0
2019-10-31 01:15:00;8;2;0;7;5;1;3;6;0;0;0;0;0;0;0
2019-10-31 01:30:00;2;2;5;3;6;0;5;7;0;0;0;1;0;0;0
2019-10-31 01:45:00;4;1;10;1;4;0;1;10;0;0;0;0;0;0;0
2019-10-31 02:00:00;0;1;4;1;2;0;1;5;0;0;0;0;0;0;0
2019-10-31 02:15:00;4;0;2;2;1;0;1;4;0;0;1;0;0;3;0
2019-10-31 02:30:00;7;0;2;2;7;0;1;5;0;0;0;0;0;0;0
2019-10-31 02:45:00;4;1;5;3;7;2;2;5;0;0;0;0;0;0;0
2019-10-31 03:00:00;4;1;1;4;4;1;0;3;0;0;0;0;0;0;0
2019-10-31 03:15:00;3;0;2;2;2;0;1;3;0;0;2;0;0;0;0
2019-10-31 03:30:00;5;2;4;7;5;0;1;7;0;0;0;0;0;0;0
2019-10-31 03:45:00;6;3;4;7;8;0;1;13;0;0;0;0;0;0;0
2019-10-31 04:00:00;4;1;6;4;1;1;5;10;0;0;0;0;0;0;0
2019-10-31 04:15:00;6;1;5;5;3;0;3;9;0;0;0;0;0;0;0
2019-10-31 04:30:00;6;6;5;3;3;2;4;11;0;0;0;0;0;0;0
2019-10-31 04:45:00;11;3;7;5;7;3;4;13;0;0;0;0;0;0;0
2019-10-31 05:00:00;25;4;8;8;14;2;10;21;0;0;0;0;0;0;0
2019-10-31 05:15:00;47;7;8;9;16;3;15;19;0;0;0;0;0;0;0
2019-10-31 05:30:00;78;13;20;26;25;1;18;20;0;0;0;0;0;0;0
2019-10-31 05:45:00;94;36;25;48;19;4;31;49;0;0;2;1;0;1;0
2019-10-31 06:00:00;85;28;16;48;31;0;21;37;0;0;3;0;0;1;0
2019-10-31 06:15:00;118;29;24;31;48;2;24;34;0;0;0;0;0;0;0
2019-10-31 06:30:00;103;48;29;67;47;3;50;32;0;1;0;0;0;0;0
2019-10-31 06:45:00;156;40;36;92;46;3;61;34;0;1;0;0;0;0;0
2019-10-31 07:00:00;136;37;29;70;36;5;54;45;0;0;2;0;0;0;0
2019-10-31 07:15:00;165;25;35;62;53;5;40;42;0;0;0;0;0;0;0
2019-10-31 07:30:00;146;29;34;70;50;2;49;39;0;0;1;0;0;1;0
2019-10-31 07:45:00;144;31;47;46;72;6;52;40;0;0;3;0;1;0;0
2019-10-31 08:00:00;119;16;36;37;53;6;56;35;0;0;2;0;0;1;0
2019-10-31 08:15:00;158;12;39;37;49;9;51;44;0;3;0;1;0;0;0
2019-10-31 08:30:00;147;13;44;43;62;6;47;42;0;0;4;0;0;0;0
2019-10-31 08:45:00;128;15;41;32;51;6;52;42;0;0;2;0;0;0;0
2019-10-31 09:00:00;131;11;50;36;74;8;67;44;0;6;0;4;0;0;0
2019-10-31 09:15:00;143;10;44;36;57;14;50;42;0;0;0;0;0;1;0
2019-10-31 09:30:00;164;13;52;60;65;10;52;29;0;3;1;0;0;11;0
2019-10-31 09:45:00;137;8;54;43;74;9;52;55;0;0;0;0;0;0;0
2019-10-31 10:00:00;166;15;43;43;72;13;68;47;0;1;1;0;0;0;0
2019-10-31 10:15:00;162;4;56;39;70;9;60;41;0;0;1;0;0;0;0
2019-10-31 10:30:00;128;10;53;53;93;14;67;41;0;0;1;0;0;0;0
2019-10-31 10:45:00;138;12;58;57;97;13;68;63;0;1;0;0;0;0;0
2019-10-31 11:00:00;123;9;57;47;91;5;71;38;0;2;0;0;0;0;0
2019-10-31 11:15:00;109;14;54;56;116;13;59;52;0;2;0;0;0;0;0
2019-10-31 11:30:00;121;13;64;46;77;14;54;49;0;2;1;0;0;0;0
2019-10-31 11:45:00;105;14;47;45;100;16;63;43;0;0;0;0;0;0;0
2019-10-31 12:00:00;96;15;76;62;116;12;55;56;0;2;1;0;0;0;0
2019-10-31 12:15:00;113;11;36;54;97;10;58;42;0;2;1;0;0;0;0
2019-10-31 12:30:00;129;8;45;55;103;13;70;39;0;1;2;0;0;0;0
2019-10-31 12:45:00;112;10;65;46;99;14;55;39;0;3;4;7;0;0;0
2019-10-31 13:00:00;113;9;59;54;97;9;52;34;0;0;0;0;0;0;0
2019-10-31 13:15:00;138;5;58;50;108;9;47;49;0;0;1;0;0;6;0
2019-10-31 13:30:00;134;7;55;54;126;10;57;46;0;4;1;0;0;0;0
2019-10-31 13:45:00;139;10;48;45;105;8;47;46;0;0;2;0;0;0;0
2019-10-31 14:00:00;112;7;64;53;105;16;54;53;0;0;0;0;0;0;0
2019-10-31 14:15:00;158;4;52;60;146;13;73;51;0;2;1;8;0;2;0
2019-10-31 14:30:00;140;12;54;72;166;9;85;49;0;0;0;0;9;0;0
2019-10-31 14:45:00;135;7;75;66;139;18;87;38;0;0;1;0;0;1;0
2019-10-31 15:00:00;134;5;83;50;132;18;88;35;0;0;0;0;0;0;0
2019-10-31 15:15:00;114;9;110;62;132;11;87;48;0;0;4;0;0;4;0
2019-10-31 15:30:00;122;11;63;94;146;14;93;69;0;1;1;0;21;0;0
2019-10-31 15:45:00;133;13;100;68;127;10;70;49;0;0;3;0;0;4;0
2019-10-31 16:00:00;136;7;75;61;149;12;90;52;0;1;1;0;23;0;0
2019-10-31 16:15:00;142;6;95;63;142;14;64;61;0;0;1;0;0;0;0
2019-10-31 16:30:00;138;8;109;58;140;8;86;50;0;3;0;0;0;0;0
2019-10-31 16:45:00;124;13;100;75;134;20;80;49;0;0;1;0;4;1;0
2019-10-31 17:00:00;127;8;106;61;157;16;82;48;0;0;0;0;0;0;0
2019-10-31 17:15:00;92;12;77;36;115;15;58;54;0;0;4;1;0;4;0
2019-10-31 17:30:00;150;5;70;36;161;12;72;48;0;0;0;0;1;0;0
2019-10-31 17:45:00;125;3;55;42;126;6;53;42;0;0;1;0;0;1;0
2019-10-31 18:00:00;117;6;45;50;141;8;44;35;0;0;4;0;0;0;0
2019-10-31 18:15:00;100;6;36;40;139;9;55;39;0;0;1;0;0;0;0
2019-10-31 18:30:00;112;8;42;28;109;15;41;33;0;0;11;0;0;2;0
2019-10-31 18:45:00;91;11;37;32;88;14;47;34;0;2;0;0;0;0;0
2019-10-31 19:00:00;81;3;29;29;102;12;39;23;0;0;1;0;0;0;0
2019-10-31 19:15:00;71;4;19;26;112;5;33;25;0;0;2;0;1;0;0
2019-10-31 19:30:00;90;2;21;20;98;4;27;25;0;0;2;0;0;0;0
2019-10-31 19:45:00;63;1;24;13;103;13;28;16;0;0;1;0;0;1;0
2019-10-31 20:00:00;62;2;24;14;101;16;27;29;0;0;0;0;0;0;0
2019-10-31 20:15:00;58;2;26;7;75;6;29;23;0;0;0;0;0;0;0
2019-10-31 20:30:00;57;4;14;7;63;5;19;15;0;0;0;0;0;0;0
2019-10-31 20:45:00;41;3;20;6;60;3;22;14;0;1;0;0;2;0;0
2019-10-31 21:00:00;45;0;18;15;49;2;21;17;0;14;0;0;0;0;0
2019-10-31 21:15:00;50;3;16;9;51;2;21;20;0;0;0;0;0;0;0
2019-10-31 21:30:00;48;6;16;12;52;3;16;17;0;0;0;0;0;0;0
2019-10-31 21:45:00;35;3;14;8;43;3;19;14;0;0;0;0;0;0;0
2019-10-31 22:00:00;35;1;18;5;38;10;16;14;0;0;0;0;0;0;0
2019-10-31 22:15:00;49;1;10;13;46;9;19;19;0;0;1;0;0;1;0
2019-10-31 22:30:00;39;1;8;10;50;4;12;14;0;0;0;0;0;0;0
2019-10-31 22:45:00;28;2;5;6;47;2;11;11;0;0;0;0;0;0;0
2019-10-31 23:00:00;31;4;14;7;32;3;10;16;0;0;0;0;0;0;0
2019-10-31 23:15:00;22;0;3;2;32;4;7;5;0;0;0;0;0;0;0
2019-10-31 23:30:00;22;0;4;2;25;3;13;8;0;0;0;0;0;0;0
2019-10-31 23:45:00;27;0;4;5;23;2;8;8;0;0;0;0;0;0;0
