DATUM;1(TAFGA);2(TAFBA)
2020-05-26 00:00:00;0;0
2020-05-26 00:15:00;0;0
2020-05-26 00:30:00;0;0
2020-05-26 00:45:00;0;0
2020-05-26 01:00:00;0;0
2020-05-26 01:15:00;0;0
2020-05-26 01:30:00;0;0
2020-05-26 01:45:00;0;0
2020-05-26 02:00:00;0;0
2020-05-26 02:15:00;0;0
2020-05-26 02:30:00;0;0
2020-05-26 02:45:00;0;0
2020-05-26 03:00:00;0;0
2020-05-26 03:15:00;0;0
2020-05-26 03:30:00;0;0
2020-05-26 03:45:00;0;0
2020-05-26 04:00:00;0;0
2020-05-26 04:15:00;0;0
2020-05-26 04:30:00;0;0
2020-05-26 04:45:00;0;0
2020-05-26 05:00:00;0;0
2020-05-26 05:15:00;0;0
2020-05-26 05:30:00;1;2
2020-05-26 05:45:00;4;2
2020-05-26 06:00:00;4;0
2020-05-26 06:15:00;1;0
2020-05-26 06:30:00;10;5
2020-05-26 06:45:00;7;5
2020-05-26 07:00:00;10;2
2020-05-26 07:15:00;10;3
2020-05-26 07:30:00;14;8
2020-05-26 07:45:00;13;0
2020-05-26 08:00:00;14;6
2020-05-26 08:15:00;12;8
2020-05-26 08:30:00;16;1
2020-05-26 08:45:00;13;0
2020-05-26 09:00:00;11;2
2020-05-26 09:15:00;17;0
2020-05-26 09:30:00;15;2
2020-05-26 09:45:00;16;0
2020-05-26 10:00:00;14;1
2020-05-26 10:15:00;15;4
2020-05-26 10:30:00;17;2
2020-05-26 10:45:00;14;4
2020-05-26 11:00:00;18;2
2020-05-26 11:15:00;17;1
2020-05-26 11:30:00;13;7
2020-05-26 11:45:00;16;4
2020-05-26 12:00:00;19;13
2020-05-26 12:15:00;21;2
2020-05-26 12:30:00;19;6
2020-05-26 12:45:00;15;3
2020-05-26 13:00:00;16;4
2020-05-26 13:15:00;15;1
2020-05-26 13:30:00;22;2
2020-05-26 13:45:00;20;2
2020-05-26 14:00:00;18;4
2020-05-26 14:15:00;19;0
2020-05-26 14:30:00;25;5
2020-05-26 14:45:00;16;0
2020-05-26 15:00:00;22;1
2020-05-26 15:15:00;24;2
2020-05-26 15:30:00;25;8
2020-05-26 15:45:00;20;1
2020-05-26 16:00:00;26;6
2020-05-26 16:15:00;21;5
2020-05-26 16:30:00;22;13
2020-05-26 16:45:00;25;2
2020-05-26 17:00:00;16;3
2020-05-26 17:15:00;19;11
2020-05-26 17:30:00;14;2
2020-05-26 17:45:00;10;2
2020-05-26 18:00:00;23;0
2020-05-26 18:15:00;19;3
2020-05-26 18:30:00;15;11
2020-05-26 18:45:00;19;12
2020-05-26 19:00:00;17;1
2020-05-26 19:15:00;24;4
2020-05-26 19:30:00;20;13
2020-05-26 19:45:00;11;10
2020-05-26 20:00:00;10;5
2020-05-26 20:15:00;6;3
2020-05-26 20:30:00;6;1
2020-05-26 20:45:00;5;6
2020-05-26 21:00:00;5;2
2020-05-26 21:15:00;3;2
2020-05-26 21:30:00;2;1
2020-05-26 21:45:00;5;2
2020-05-26 22:00:00;8;6
2020-05-26 22:15:00;8;5
2020-05-26 22:30:00;1;0
2020-05-26 22:45:00;4;2
2020-05-26 23:00:00;1;0
2020-05-26 23:15:00;0;0
2020-05-26 23:30:00;0;0
