DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-08-07 00:00:00;8;0;0;0;14;0;0;0;0;0;0;0;0
2020-08-07 00:15:00;14;0;0;0;21;0;0;0;0;0;0;0;0
2020-08-07 00:30:00;10;0;0;0;18;0;0;0;0;0;0;0;0
2020-08-07 00:45:00;4;0;1;1;10;0;0;0;0;0;0;0;0
2020-08-07 01:00:00;5;0;0;1;12;0;0;0;0;0;0;0;0
2020-08-07 01:15:00;8;0;0;0;20;0;0;0;0;0;0;0;0
2020-08-07 01:30:00;9;0;0;0;7;0;0;0;0;0;0;0;0
2020-08-07 01:45:00;12;0;0;0;6;0;0;0;0;0;0;0;0
2020-08-07 02:00:00;7;0;0;0;6;0;0;0;0;0;0;0;0
2020-08-07 02:15:00;5;0;0;0;7;0;0;0;0;0;0;0;0
2020-08-07 02:30:00;7;0;0;0;8;0;0;0;0;0;0;0;0
2020-08-07 02:45:00;5;0;0;0;8;0;0;0;0;0;0;0;0
2020-08-07 03:00:00;5;2;0;0;4;1;0;0;0;0;0;0;0
2020-08-07 03:15:00;3;0;0;0;9;0;0;0;0;0;0;0;0
2020-08-07 03:30:00;6;0;0;0;4;0;0;0;0;0;0;0;0
2020-08-07 03:45:00;8;0;0;0;8;0;0;0;0;0;0;0;0
2020-08-07 04:00:00;6;1;0;0;6;2;0;0;0;0;0;0;0
2020-08-07 04:15:00;6;0;0;0;6;0;0;0;0;0;0;0;0
2020-08-07 04:30:00;10;0;0;0;8;0;0;0;0;0;0;0;0
2020-08-07 04:45:00;9;0;0;0;12;0;0;0;0;0;0;0;0
2020-08-07 05:00:00;14;0;0;1;16;0;0;0;0;0;0;0;0
2020-08-07 05:15:00;29;1;1;2;32;0;0;0;0;0;0;0;0
2020-08-07 05:30:00;47;0;1;1;41;0;0;0;0;0;0;0;0
2020-08-07 05:45:00;67;1;2;2;48;1;0;0;0;0;0;0;0
2020-08-07 06:00:00;51;3;1;0;44;1;0;0;0;0;0;0;0
2020-08-07 06:15:00;68;0;4;9;67;0;0;0;0;0;0;0;0
2020-08-07 06:30:00;78;5;3;5;91;0;0;0;0;0;0;0;0
2020-08-07 06:45:00;92;3;4;4;83;2;1;0;2;0;0;0;0
2020-08-07 07:00:00;98;4;3;1;64;3;1;1;15;0;0;0;0
2020-08-07 07:15:00;104;8;6;3;91;0;0;0;2;0;0;0;0
2020-08-07 07:30:00;109;9;10;8;81;0;0;0;6;0;0;0;0
2020-08-07 07:45:00;107;8;8;7;81;0;0;3;3;0;0;0;0
2020-08-07 08:00:00;94;8;5;6;62;0;0;2;8;0;0;0;0
2020-08-07 08:15:00;112;9;5;8;85;1;1;0;1;0;0;0;0
2020-08-07 08:30:00;133;5;8;8;86;1;0;0;22;0;0;0;0
2020-08-07 08:45:00;117;8;14;5;91;0;0;1;6;0;0;0;0
2020-08-07 09:00:00;106;7;7;13;121;2;1;16;8;0;0;0;0
2020-08-07 09:15:00;143;5;11;7;112;5;1;2;7;0;1;0;0
2020-08-07 09:30:00;150;8;5;8;127;3;3;1;2;0;0;0;0
2020-08-07 09:45:00;133;7;8;8;139;4;3;0;11;0;0;0;0
2020-08-07 10:00:00;132;9;10;10;121;7;4;1;2;0;0;0;0
2020-08-07 10:15:00;154;7;8;13;137;5;5;1;28;0;0;0;0
2020-08-07 10:30:00;133;2;7;10;127;7;12;1;10;0;0;0;0
2020-08-07 10:45:00;151;10;18;12;142;8;6;0;5;0;0;0;0
2020-08-07 11:00:00;142;10;12;13;155;4;7;12;9;0;0;0;0
2020-08-07 11:15:00;145;9;16;10;154;9;8;9;21;0;0;3;0
2020-08-07 11:30:00;154;17;15;10;141;7;7;0;15;0;1;2;0
2020-08-07 11:45:00;137;9;15;15;151;5;9;0;8;0;0;0;0
2020-08-07 12:00:00;132;10;12;11;154;5;16;0;14;0;0;0;0
2020-08-07 12:15:00;138;4;13;19;140;6;5;0;21;0;0;0;0
2020-08-07 12:30:00;133;4;22;14;154;5;6;0;19;0;0;0;0
2020-08-07 12:45:00;135;6;13;4;161;7;7;2;5;0;0;0;0
2020-08-07 13:00:00;133;6;10;15;174;6;10;10;26;0;0;3;0
2020-08-07 13:15:00;124;4;10;8;168;2;6;2;9;0;0;0;0
2020-08-07 13:30:00;131;4;4;12;157;6;3;1;5;0;0;9;0
2020-08-07 13:45:00;125;2;15;8;167;4;6;5;6;0;0;0;0
2020-08-07 14:00:00;117;3;8;7;162;2;3;12;94;10;10;0;0
2020-08-07 14:15:00;132;7;10;9;178;5;9;13;5;0;4;0;0
2020-08-07 14:30:00;138;6;7;9;156;8;2;0;12;0;0;0;0
2020-08-07 14:45:00;115;5;12;6;148;6;6;0;1;0;0;1;0
2020-08-07 15:00:00;116;4;11;12;176;4;11;2;2;0;0;0;0
2020-08-07 15:15:00;112;3;8;8;147;3;7;1;3;0;1;0;0
2020-08-07 15:30:00;141;1;6;7;156;1;6;4;44;0;0;26;0
2020-08-07 15:45:00;30;1;2;2;37;4;1;0;6;0;0;0;0
2020-08-07 16:00:00;132;2;8;9;141;8;7;4;6;0;5;0;0
2020-08-07 16:15:00;101;4;11;9;166;8;9;1;8;0;0;0;0
2020-08-07 16:30:00;110;4;12;13;141;4;5;0;16;0;0;0;0
2020-08-07 16:45:00;116;2;6;6;134;10;4;2;4;0;0;0;0
2020-08-07 17:00:00;115;2;8;5;157;4;6;10;84;0;0;0;0
2020-08-07 17:15:00;79;4;4;6;81;2;5;0;98;0;0;0;0
2020-08-07 17:30:00;
2020-08-07 17:45:00;
2020-08-07 18:00:00;52;3;2;6;63;2;2;0;0;0;0;0;0
