DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-01-16 00:00:00;0;8;1;1;0;3;10;2;0;0
2020-01-16 00:15:00;0;9;1;1;0;1;14;4;1;1
2020-01-16 00:30:00;0;8;0;0;2;0;8;4;0;0
2020-01-16 00:45:00;0;14;1;1;0;0;12;5;0;0
2020-01-16 01:00:00;0;11;0;1;1;1;9;6;0;0
2020-01-16 01:15:00;0;8;0;0;0;1;12;9;0;0
2020-01-16 01:30:00;0;3;0;0;0;1;8;4;0;0
2020-01-16 01:45:00;0;9;0;0;0;0;9;4;0;0
2020-01-16 02:00:00;0;9;0;0;2;1;6;4;0;0
2020-01-16 02:15:00;0;0;0;1;0;0;5;6;0;0
2020-01-16 02:30:00;0;4;0;0;1;0;3;2;0;0
2020-01-16 02:45:00;0;10;0;0;1;0;10;3;0;0
2020-01-16 03:00:00;0;3;0;0;0;2;6;1;0;0
2020-01-16 03:15:00;0;8;0;0;0;1;10;2;0;0
2020-01-16 03:30:00;0;6;0;0;0;1;3;4;0;0
2020-01-16 03:45:00;0;10;0;0;0;1;11;1;0;0
2020-01-16 04:00:00;0;8;0;0;0;3;6;2;0;0
2020-01-16 04:15:00;0;11;1;0;0;2;10;3;1;1
2020-01-16 04:30:00;0;17;0;1;1;13;16;10;0;0
2020-01-16 04:45:00;0;31;0;0;0;24;35;21;2;2
2020-01-16 05:00:00;0;38;1;2;0;70;55;42;2;2
2020-01-16 05:15:00;0;50;2;4;2;161;76;108;2;9
2020-01-16 05:30:00;0;72;8;7;9;137;70;134;8;11
2020-01-16 05:45:00;0;91;19;39;48;195;57;109;19;28
2020-01-16 06:00:00;0;142;31;58;57;173;52;113;21;24
2020-01-16 06:15:00;0;104;7;9;14;226;70;134;29;35
2020-01-16 06:30:00;0;96;4;11;14;241;89;172;51;70
2020-01-16 06:45:00;0;106;4;8;11;233;113;163;53;68
2020-01-16 07:00:00;0;77;5;10;8;252;96;192;33;53
2020-01-16 07:15:00;0;95;13;16;12;231;91;179;32;39
2020-01-16 07:30:00;0;121;5;14;9;236;87;195;25;29
2020-01-16 07:45:00;0;122;8;16;14;243;98;195;36;49
2020-01-16 08:00:00;0;137;8;16;12;265;105;179;41;57
2020-01-16 08:15:00;0;109;8;17;15;260;97;206;31;35
2020-01-16 08:30:00;0;117;2;17;24;196;92;157;22;27
2020-01-16 08:45:00;0;108;13;13;16;125;100;159;11;11
2020-01-16 09:00:00;0;103;9;11;17;86;78;137;7;8
2020-01-16 09:15:00;0;105;11;15;11;92;89;145;7;6
2020-01-16 09:30:00;0;107;6;17;14;73;84;126;8;9
2020-01-16 09:45:00;0;103;11;18;22;69;78;128;10;4
2020-01-16 10:00:00;0;100;10;19;24;50;82;125;8;2
2020-01-16 10:15:00;0;111;17;10;22;54;89;135;7;3
2020-01-16 10:30:00;0;107;11;18;19;46;89;147;13;8
2020-01-16 10:45:00;0;139;16;22;25;51;91;122;9;3
2020-01-16 11:00:00;0;110;10;18;22;51;82;118;11;8
2020-01-16 11:15:00;0;120;9;21;20;47;88;118;11;4
2020-01-16 11:30:00;0;123;15;15;19;54;77;117;9;6
2020-01-16 11:45:00;0;102;11;26;26;44;81;104;9;8
2020-01-16 12:00:00;0;127;18;29;40;54;81;107;8;2
2020-01-16 12:15:00;0;139;19;28;33;48;76;95;12;9
2020-01-16 12:30:00;0;140;15;28;41;46;88;113;10;4
