DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-06-29 00:00:00;2;1;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-06-29 00:15:00;4;3;0;4;2;0;0;0;0;0;0;0;0;0;0
2020-06-29 00:30:00;2;1;0;0;0;1;0;1;1;0;0;0;0;0;0
2020-06-29 00:45:00;4;2;0;1;1;1;0;0;1;0;0;0;0;0;0
2020-06-29 01:00:00;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-06-29 01:15:00;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-06-29 01:30:00;2;1;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-06-29 01:45:00;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
2020-06-29 02:00:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-29 02:15:00;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-06-29 02:30:00;3;2;0;1;1;2;0;0;0;0;0;0;0;0;0
2020-06-29 02:45:00;0;1;0;1;1;1;0;2;2;0;0;0;0;0;0
2020-06-29 03:00:00;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-06-29 03:15:00;6;1;0;1;1;2;0;1;1;0;0;0;0;0;0
2020-06-29 03:30:00;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-06-29 03:45:00;2;0;0;0;0;1;0;1;1;0;0;0;0;0;0
2020-06-29 04:00:00;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-06-29 04:15:00;3;1;0;1;1;2;0;1;1;0;0;0;0;0;0
2020-06-29 04:30:00;5;1;0;1;1;5;0;1;2;0;0;0;0;0;0
2020-06-29 04:45:00;7;3;0;2;2;8;0;5;4;0;0;0;0;0;0
2020-06-29 05:00:00;10;6;0;2;2;7;0;5;3;0;0;0;0;0;0
2020-06-29 05:15:00;20;7;0;5;6;21;0;16;15;0;0;0;0;0;0
2020-06-29 05:30:00;27;18;0;17;17;16;0;12;10;0;0;0;0;0;0
2020-06-29 05:45:00;46;32;1;30;28;29;0;14;14;0;0;0;0;0;0
2020-06-29 06:00:00;31;27;0;23;24;20;0;8;7;0;0;0;0;0;0
2020-06-29 06:15:00;39;26;0;23;21;29;0;15;16;0;0;0;0;0;0
2020-06-29 06:30:00;39;41;1;37;32;43;0;21;23;0;0;0;0;0;0
2020-06-29 06:45:00;40;26;0;21;23;34;0;23;24;0;0;0;0;0;0
2020-06-29 07:00:00;39;44;0;43;40;42;0;24;19;0;0;0;0;0;0
2020-06-29 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 07:30:00;56;46;0;42;29;45;0;34;21;0;0;2;0;0;0
2020-06-29 07:45:00;54;54;1;43;36;39;0;23;22;0;0;0;0;0;0
2020-06-29 08:00:00;42;38;0;37;32;30;0;21;21;0;0;0;0;0;0
2020-06-29 08:15:00;54;61;0;54;39;25;0;27;22;0;0;0;0;0;0
2020-06-29 08:30:00;39;34;0;27;27;22;0;20;17;1;0;0;0;0;0
2020-06-29 08:45:00;46;48;0;43;36;31;0;16;16;0;0;0;0;0;0
2020-06-29 09:00:00;41;29;0;26;26;18;0;25;19;1;0;0;0;0;0
2020-06-29 09:15:00;37;26;0;23;22;17;0;24;21;0;0;0;0;0;0
2020-06-29 09:30:00;53;35;1;34;26;23;0;22;11;0;0;2;0;0;0
2020-06-29 09:45:00;37;25;0;23;17;25;0;9;8;0;0;0;0;0;0
2020-06-29 10:00:00;38;27;1;25;19;18;0;18;17;1;0;0;0;0;0
2020-06-29 10:15:00;39;30;0;30;25;19;0;13;11;0;0;0;0;0;0
