DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2020-03-27 00:00:00;2;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 00:15:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-03-27 00:30:00;3;0;4;0;0;0;0;0;0;0;0;0
2020-03-27 00:45:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-03-27 01:00:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-03-27 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 01:30:00;1;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 01:45:00;3;0;0;0;0;0;0;0;0;0;0;0
2020-03-27 02:00:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-03-27 02:15:00;0;0;2;0;0;0;0;0;0;0;0;0
2020-03-27 02:30:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-03-27 02:45:00;0;0;2;0;0;0;0;0;0;0;0;0
2020-03-27 03:00:00;0;0;1;0;0;0;0;0;0;0;0;0
2020-03-27 03:15:00;0;0;3;0;0;0;0;0;0;0;0;0
2020-03-27 03:30:00;4;0;3;0;0;0;0;0;0;0;0;0
2020-03-27 03:45:00;3;0;5;0;0;0;0;0;0;0;0;0
2020-03-27 04:00:00;5;0;3;0;0;0;0;0;0;0;0;0
2020-03-27 04:15:00;2;0;8;0;0;0;0;0;0;0;0;0
2020-03-27 04:30:00;3;0;10;0;0;0;0;0;0;0;0;0
2020-03-27 04:45:00;1;0;7;0;0;0;0;0;0;0;0;0
2020-03-27 05:00:00;3;0;15;0;0;0;0;0;0;0;0;0
2020-03-27 05:15:00;7;0;35;0;0;0;0;0;0;0;0;0
2020-03-27 05:30:00;9;0;72;0;1;0;0;0;0;0;0;0
2020-03-27 05:45:00;13;0;62;0;0;0;0;0;0;0;0;0
2020-03-27 06:00:00;27;0;73;0;0;0;0;0;0;0;0;0
2020-03-27 06:15:00;29;0;99;0;4;0;0;0;0;0;0;0
2020-03-27 06:30:00;31;0;125;0;4;1;0;0;0;1;0;0
2020-03-27 06:45:00;33;0;134;0;1;0;0;0;0;0;0;0
2020-03-27 07:00:00;38;0;99;0;4;0;0;0;0;3;0;0
2020-03-27 07:15:00;38;0;108;0;6;1;0;0;0;1;0;0
2020-03-27 07:30:00;49;0;124;0;5;0;0;0;0;1;0;0
2020-03-27 07:45:00;43;0;115;0;5;0;0;0;0;0;0;0
