DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2020-09-01 00:00:00;3;0;0;5;0;0;0;0
2020-09-01 00:15:00;4;1;0;6;1;0;0;0
2020-09-01 00:30:00;1;1;1;8;2;0;0;0
2020-09-01 00:45:00;2;1;0;4;3;0;0;0
2020-09-01 01:00:00;1;0;1;0;0;0;0;0
2020-09-01 01:15:00;1;0;1;1;0;0;0;0
2020-09-01 01:30:00;1;2;0;4;1;0;0;0
2020-09-01 01:45:00;2;1;2;3;1;0;0;0
2020-09-01 02:00:00;1;1;0;1;0;0;0;0
2020-09-01 02:15:00;1;0;0;2;0;0;0;0
2020-09-01 02:30:00;3;0;0;0;0;0;0;0
2020-09-01 02:45:00;1;0;0;2;0;0;0;0
2020-09-01 03:00:00;1;0;0;0;2;0;0;0
2020-09-01 03:15:00;1;0;0;1;0;0;0;0
2020-09-01 03:30:00;1;0;0;1;0;0;0;0
2020-09-01 03:45:00;1;0;0;1;0;0;0;0
2020-09-01 04:00:00;3;0;1;1;0;0;0;0
2020-09-01 04:15:00;5;0;2;0;0;0;0;0
2020-09-01 04:30:00;5;1;0;3;1;0;0;0
2020-09-01 04:45:00;10;1;0;3;0;0;0;0
2020-09-01 05:00:00;7;4;0;3;0;0;0;0
2020-09-01 05:15:00;25;8;4;6;1;0;0;0
2020-09-01 05:30:00;46;8;5;16;3;0;0;0
2020-09-01 05:45:00;58;10;4;32;4;0;0;0
2020-09-01 06:00:00;35;3;12;24;1;0;0;0
2020-09-01 06:15:00;98;7;14;32;2;0;0;0
2020-09-01 06:30:00;114;9;9;49;8;12;0;0
2020-09-01 06:45:00;101;9;7;86;7;10;0;0
2020-09-01 07:00:00;119;9;9;71;9;17;0;0
2020-09-01 07:15:00;124;16;17;92;6;6;0;1
2020-09-01 07:30:00;138;14;17;82;6;1;0;0
2020-09-01 07:45:00;112;14;27;99;12;7;0;1
2020-09-01 08:00:00;120;11;12;66;10;7;0;0
2020-09-01 08:15:00;108;16;21;92;13;14;0;0
2020-09-01 08:30:00;113;17;15;80;13;7;0;0
2020-09-01 08:45:00;96;14;20;72;8;13;0;0
2020-09-01 09:00:00;89;14;24;74;7;1;0;0
2020-09-01 09:15:00;99;14;24;82;6;0;0;0
2020-09-01 09:30:00;74;10;24;89;10;0;0;0
2020-09-01 09:45:00;80;8;21;68;17;3;0;0
2020-09-01 10:00:00;87;12;38;89;10;0;0;0
2020-09-01 10:15:00;76;9;31;92;8;0;0;0
2020-09-01 10:30:00;106;18;27;80;13;2;0;0
2020-09-01 10:45:00;90;12;28;87;9;1;0;0
2020-09-01 11:00:00;86;21;31;84;8;0;0;0
2020-09-01 11:15:00;82;10;28;75;7;1;0;0
2020-09-01 11:30:00;79;11;27;100;9;5;0;0
2020-09-01 11:45:00;59;16;24;78;13;0;0;0
