DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DD3)
2020-04-20 00:00:00;0;4;2;0;1;1;0;2;2;1;0;2;0
2020-04-20 00:15:00;0;1;3;2;5;4;0;3;0;0;2;2;3
2020-04-20 00:30:00;0;5;1;0;3;5;1;1;1;1;4;3;1
2020-04-20 00:45:00;0;3;1;0;1;3;0;2;1;1;3;2;0
2020-04-20 01:00:00;0;0;1;0;1;2;2;3;0;2;0;1;0
2020-04-20 01:15:00;0;6;5;0;1;1;1;3;0;0;4;2;0
2020-04-20 01:30:00;0;1;0;0;0;2;2;1;0;0;0;2;3
2020-04-20 01:45:00;0;0;2;0;1;2;0;1;0;0;3;4;4
2020-04-20 02:00:00;0;2;1;0;0;1;1;2;0;0;2;1;1
2020-04-20 02:15:00;0;2;0;1;6;0;1;5;0;2;2;1;0
2020-04-20 02:30:00;0;4;1;0;1;1;0;2;0;0;1;2;0
2020-04-20 02:45:00;0;1;0;0;1;3;0;0;0;0;0;0;1
2020-04-20 03:00:00;0;3;1;0;0;1;1;2;0;0;1;0;0
2020-04-20 03:15:00;0;1;1;0;3;3;0;1;0;0;1;1;0
2020-04-20 03:30:00;0;2;0;0;1;0;0;3;0;0;1;0;2
2020-04-20 03:45:00;0;1;1;0;2;2;1;1;1;1;4;2;0
2020-04-20 04:00:00;0;4;0;0;0;2;1;0;1;1;3;1;1
2020-04-20 04:15:00;0;3;2;0;2;4;1;6;0;0;4;2;1
2020-04-20 04:30:00;0;3;1;0;3;6;1;5;3;1;10;7;1
2020-04-20 04:45:00;0;2;4;0;2;6;1;6;3;1;7;6;3
2020-04-20 05:00:00;0;10;6;0;3;8;11;6;3;4;11;7;2
2020-04-20 05:15:00;0;9;6;1;5;17;5;18;7;2;31;23;5
2020-04-20 05:30:00;0;20;10;1;5;19;6;41;25;3;42;38;11
2020-04-20 05:45:00;0;12;10;0;13;26;11;45;42;3;39;40;37
2020-04-20 06:00:00;0;15;9;1;10;26;5;39;28;2;38;31;17
2020-04-20 06:15:00;0;11;12;2;20;25;4;58;43;4;47;46;13
2020-04-20 06:30:00;0;35;27;3;24;50;19;81;73;1;54;57;27
2020-04-20 06:45:00;0;26;26;4;28;42;18;66;81;0;58;55;21
2020-04-20 07:00:00;0;30;24;1;20;47;9;75;57;5;58;44;20
2020-04-20 07:15:00;0;25;23;4;28;48;15;70;64;4;44;49;31
2020-04-20 07:30:00;0;31;31;3;36;63;21;69;65;5;55;52;39
2020-04-20 07:45:00;0;39;31;4;26;42;17;68;57;5;48;49;28
2020-04-20 08:00:00;0;28;19;6;39;59;11;57;51;4;49;45;30
2020-04-20 08:15:00;0;31;16;6;29;41;13;54;37;6;37;34;30
2020-04-20 08:30:00;0;33;27;5;28;47;18;65;56;5;47;47;36
2020-04-20 08:45:00;0;39;26;4;36;39;20;53;31;11;53;52;32
2020-04-20 09:00:00;0;35;26;5;24;47;14;48;31;12;46;28;36
2020-04-20 09:15:00;0;35;22;4;41;42;20;51;26;6;46;42;25
2020-04-20 09:30:00;0;37;32;4;43;50;16;53;31;12;58;48;29
2020-04-20 09:45:00;0;35;25;2;42;65;21;51;41;7;47;45;27
2020-04-20 10:00:00;0;38;30;6;46;56;21;57;19;12;54;37;36
2020-04-20 10:15:00;0;48;34;8;40;59;20;57;38;6;45;36;26
2020-04-20 10:30:00;0;37;27;7;33;48;19;68;38;21;49;43;36
2020-04-20 10:45:00;0;45;26;12;44;55;26;52;30;8;62;52;31
2020-04-20 11:00:00;0;43;34;4;38;56;25;44;29;17;60;57;32
2020-04-20 11:15:00;0;53;26;7;42;58;16;57;33;15;43;48;26
2020-04-20 11:30:00;0;42;42;15;44;51;19;53;23;12;54;42;37
2020-04-20 11:45:00;0;45;32;7;39;60;19;63;30;14;44;45;32
2020-04-20 12:00:00;0;48;37;12;44;60;24;56;21;10;50;47;27
2020-04-20 12:15:00;0;58;44;8;36;63;23;46;25;14;55;49;38
2020-04-20 12:30:00;0;46;32;7;37;53;28;55;30;10;46;43;40
2020-04-20 12:45:00;0;48;42;11;40;54;23;55;29;11;49;43;36
2020-04-20 13:00:00;0;49;42;6;30;66;14;50;26;12;47;45;22
2020-04-20 13:15:00;0;46;52;9;49;75;18;55;45;13;59;67;31
2020-04-20 13:30:00;0;57;48;8;49;73;29;44;33;10;55;52;23
2020-04-20 13:45:00;0;53;41;9;49;77;23;51;35;13;57;53;38
2020-04-20 14:00:00;0;47;36;10;50;68;26;53;32;19;61;61;33
2020-04-20 14:15:00;0;50;49;5;53;70;26;55;29;14;51;43;40
2020-04-20 14:30:00;0;52;42;15;47;80;25;65;35;12;50;55;32
2020-04-20 14:45:00;0;54;48;9;46;64;22;56;23;11;60;67;36
2020-04-20 15:00:00;0;69;56;10;57;72;29;55;26;15;56;53;41
2020-04-20 15:15:00;0;53;58;8;50;64;27;49;40;12;53;58;41
2020-04-20 15:30:00;0;66;60;5;47;66;20;63;32;11;59;59;46
2020-04-20 15:45:00;0;50;61;9;43;70;17;49;24;5;46;51;27
2020-04-20 16:00:00;0;76;86;13;60;68;26;66;43;9;58;63;40
2020-04-20 16:15:00;0;58;72;10;46;68;30;66;33;13;58;58;40
2020-04-20 16:30:00;0;87;77;10;62;97;47;72;45;13;47;52;36
2020-04-20 16:45:00;0;60;55;5;48;68;22;53;28;13;49;56;39
2020-04-20 17:00:00;0;66;63;14;67;76;36;61;34;10;53;56;42
2020-04-20 17:15:00;0;64;62;4;52;73;30;63;46;9;68;60;45
2020-04-20 17:30:00;0;57;52;11;46;64;18;51;26;7;53;54;36
2020-04-20 17:45:00;0;54;44;9;35;54;19;43;32;13;48;44;31
2020-04-20 18:00:00;0;41;49;7;43;64;19;48;24;10;45;43;24
2020-04-20 18:15:00;0;44;46;8;27;58;20;48;27;8;51;44;23
2020-04-20 18:30:00;0;28;33;5;42;55;28;43;23;4;39;37;25
2020-04-20 18:45:00;0;39;25;3;30;42;19;32;15;10;37;34;22
2020-04-20 19:00:00;0;31;25;3;27;47;25;41;28;7;36;35;26
2020-04-20 19:15:00;0;28;21;5;36;54;18;37;10;16;28;26;24
2020-04-20 19:30:00;0;25;13;4;19;27;12;24;12;3;28;27;20
2020-04-20 19:45:00;0;17;23;2;23;39;16;44;18;7;25;19;11
2020-04-20 20:00:00;0;23;18;5;19;37;12;29;14;9;26;22;23
