DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-08-27 00:00:00;1;0;9;1;3;17;0;0;0;0;0;0;0;0
2020-08-27 00:15:00;0;0;7;1;2;8;0;0;0;0;0;0;0;0
2020-08-27 00:30:00;1;0;1;0;1;12;0;0;0;0;0;0;0;0
2020-08-27 00:45:00;0;0;6;0;0;14;0;0;0;0;0;0;0;0
2020-08-27 01:00:00;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-08-27 01:15:00;0;0;0;0;0;8;0;0;0;0;0;0;0;0
2020-08-27 01:30:00;0;0;6;1;1;5;0;0;0;0;0;0;0;0
2020-08-27 01:45:00;0;0;3;0;0;5;0;0;0;0;0;0;0;0
2020-08-27 02:00:00;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-08-27 02:15:00;0;0;3;0;1;5;0;0;0;0;0;0;0;0
2020-08-27 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-27 02:45:00;1;0;3;0;0;1;0;0;0;0;0;0;0;0
2020-08-27 03:00:00;0;0;6;0;0;0;0;0;0;0;0;0;0;0
2020-08-27 03:15:00;0;0;4;0;0;2;0;0;0;0;0;0;0;0
2020-08-27 03:30:00;0;0;3;0;0;5;0;0;0;0;0;0;0;0
2020-08-27 03:45:00;0;0;4;0;0;3;0;0;0;0;0;0;0;0
2020-08-27 04:00:00;0;0;7;0;0;2;0;0;0;0;0;0;0;0
2020-08-27 04:15:00;0;0;5;0;0;4;0;0;0;0;0;0;0;0
2020-08-27 04:30:00;0;0;14;0;0;1;0;0;0;0;0;0;0;0
2020-08-27 04:45:00;0;0;26;0;1;8;0;0;0;0;0;0;0;0
2020-08-27 05:00:00;1;0;52;2;3;8;0;0;0;0;0;0;0;0
2020-08-27 05:15:00;0;0;135;2;2;15;0;0;0;0;0;0;0;0
2020-08-27 05:30:00;0;0;136;1;2;15;0;0;0;0;0;0;0;0
2020-08-27 05:45:00;1;0;120;4;5;51;0;0;0;0;0;0;0;0
2020-08-27 06:00:00;0;0;119;3;3;49;0;0;0;0;0;0;0;0
2020-08-27 06:15:00;2;0;181;2;3;62;0;0;0;0;0;0;0;0
2020-08-27 06:30:00;0;0;215;5;9;58;0;0;0;0;0;0;0;0
2020-08-27 06:45:00;1;0;193;10;12;68;0;0;0;0;0;0;0;0
2020-08-27 07:00:00;1;0;182;7;8;48;0;2;0;0;0;0;0;0
2020-08-27 07:15:00;0;0;212;14;16;50;0;0;0;0;1;0;0;0
2020-08-27 07:30:00;3;0;203;9;12;59;0;1;0;0;0;0;0;0
2020-08-27 07:45:00;2;0;161;11;13;99;0;3;0;0;0;0;0;0
2020-08-27 08:00:00;2;0;127;11;13;91;0;1;0;0;0;0;1;0
2020-08-27 08:15:00;1;0;163;14;15;89;0;2;0;0;0;0;1;0
2020-08-27 08:30:00;2;0;177;10;12;72;0;1;0;0;0;0;0;0
2020-08-27 08:45:00;2;0;136;15;19;84;0;2;0;0;0;0;0;0
2020-08-27 09:00:00;3;0;144;16;8;86;0;0;0;0;1;0;1;0
2020-08-27 09:15:00;0;0;128;3;5;87;0;0;0;0;0;0;3;0
2020-08-27 09:30:00;0;0;138;12;11;81;0;3;0;0;0;0;1;0
2020-08-27 09:45:00;4;0;128;11;12;104;0;3;0;0;0;0;0;0
2020-08-27 10:00:00;4;0;131;11;12;97;0;2;0;0;0;0;1;0
2020-08-27 10:15:00;6;0;129;7;10;112;0;2;0;0;0;0;1;0
2020-08-27 10:30:00;2;0;147;6;8;117;0;6;0;0;1;0;1;0
2020-08-27 10:45:00;4;0;140;8;17;134;0;6;0;0;0;0;1;0
