DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-09-17 00:00:00;10;11;6;13;5;1;27;2;0;0;1
2020-09-17 00:15:00;9;13;14;14;4;4;2;5;0;0;1
2020-09-17 00:30:00;15;16;8;15;3;0;0;2;0;4;2
2020-09-17 00:45:00;13;16;12;7;7;0;1;1;0;1;2
2020-09-17 01:00:00;11;14;10;5;3;1;0;2;0;0;0
2020-09-17 01:15:00;6;8;5;6;6;0;1;1;0;0;0
2020-09-17 01:30:00;5;8;3;5;2;5;1;1;0;0;0
2020-09-17 01:45:00;4;5;5;5;0;2;1;1;0;1;0
2020-09-17 02:00:00;7;10;4;4;2;1;1;1;0;2;1
2020-09-17 02:15:00;9;11;5;5;3;1;0;0;0;0;0
2020-09-17 02:30:00;10;11;6;4;2;0;0;1;0;1;0
2020-09-17 02:45:00;7;13;8;7;1;1;0;0;0;1;1
2020-09-17 03:00:00;5;6;4;5;3;1;0;3;0;0;1
2020-09-17 03:15:00;8;10;7;5;2;0;0;3;0;0;1
2020-09-17 03:30:00;8;9;5;7;4;2;0;1;0;0;0
2020-09-17 03:45:00;7;8;6;4;4;1;0;1;0;0;0
2020-09-17 04:00:00;18;19;14;8;3;16;2;1;0;0;1
2020-09-17 04:15:00;17;18;12;4;4;2;0;5;0;1;2
2020-09-17 04:30:00;22;22;16;11;7;2;0;7;0;5;1
2020-09-17 04:45:00;32;36;25;13;12;19;1;5;0;5;7
2020-09-17 05:00:00;53;52;40;15;13;13;1;7;0;9;14
2020-09-17 05:15:00;72;75;66;21;12;11;10;12;0;10;15
2020-09-17 05:30:00;92;97;85;46;27;17;27;17;0;19;24
2020-09-17 05:45:00;67;82;58;40;44;14;5;27;0;13;15
2020-09-17 06:00:00;75;94;70;62;54;17;9;43;0;11;15
2020-09-17 06:15:00;104;137;111;53;48;19;4;30;0;27;30
2020-09-17 06:30:00;126;144;111;82;51;26;12;27;0;31;32
2020-09-17 06:45:00;124;142;128;88;81;38;12;32;0;25;28
2020-09-17 07:00:00;119;154;118;121;83;52;13;21;0;24;40
2020-09-17 07:15:00;121;147;129;139;100;52;26;41;0;48;55
2020-09-17 07:30:00;140;171;140;160;116;65;29;34;0;41;58
2020-09-17 07:45:00;147;187;150;122;95;47;25;51;0;43;48
2020-09-17 08:00:00;141;162;134;116;82;50;23;33;0;45;60
2020-09-17 08:15:00;123;148;97;100;87;32;20;44;0;26;44
2020-09-17 08:30:00;115;142;115;116;97;35;11;35;0;26;35
2020-09-17 08:45:00;103;125;94;84;67;28;24;39;0;21;25
2020-09-17 09:00:00;96;122;82;95;81;27;26;25;0;24;27
2020-09-17 09:15:00;109;135;92;97;87;20;12;51;0;22;29
2020-09-17 09:30:00;104;133;107;101;76;30;24;38;0;21;27
2020-09-17 09:45:00;104;143;94;104;81;33;19;39;0;30;31
2020-09-17 10:00:00;93;121;84;96;66;20;9;43;0;24;31
2020-09-17 10:15:00;113;138;85;86;73;26;13;46;0;21;23
2020-09-17 10:30:00;118;146;109;112;97;29;18;39;0;24;29
2020-09-17 10:45:00;115;150;93;123;94;22;9;58;0;29;35
2020-09-17 11:00:00;120;160;103;114;82;27;18;39;0;36;29
2020-09-17 11:15:00;113;149;103;89;85;23;26;52;0;21;36
2020-09-17 11:30:00;85;131;84;110;89;30;15;51;0;27;24
2020-09-17 11:45:00;122;165;112;98;81;27;11;53;0;19;22
2020-09-17 12:00:00;96;131;111;124;76;18;17;42;0;26;28
2020-09-17 12:15:00;106;145;109;124;87;25;12;49;0;26;19
2020-09-17 12:30:00;108;141;108;107;88;28;7;57;0;23;25
2020-09-17 12:45:00;132;173;108;141;101;20;14;60;0;27;30
2020-09-17 13:00:00;136;181;127;130;94;26;9;56;0;22;30
2020-09-17 13:15:00;114;163;127;126;104;35;17;52;0;32;31
2020-09-17 13:30:00;129;172;134;125;99;40;72;49;0;33;41
2020-09-17 13:45:00;120;156;126;131;88;29;17;54;0;26;30
2020-09-17 14:00:00;125;162;119;131;106;29;10;45;0;26;35
2020-09-17 14:15:00;89;130;97;134;124;32;10;62;0;24;26
2020-09-17 14:30:00;132;170;104;147;136;29;12;87;0;25;32
2020-09-17 14:45:00;112;147;103;143;116;32;21;82;0;21;28
2020-09-17 15:00:00;110;166;116;146;128;46;11;70;0;31;35
2020-09-17 15:15:00;113;156;113;158;114;30;20;70;0;24;33
2020-09-17 15:30:00;121;161;106;147;133;22;28;75;0;26;32
2020-09-17 15:45:00;134;183;118;171;135;38;26;67;0;28;28
2020-09-17 16:00:00;124;162;103;176;149;35;48;84;0;28;43
2020-09-17 16:15:00;115;158;116;162;142;29;19;80;0;30;39
2020-09-17 16:30:00;119;166;106;161;138;32;8;82;0;22;36
2020-09-17 16:45:00;109;163;107;166;146;35;22;85;0;42;32
2020-09-17 17:00:00;125;185;124;178;158;36;18;99;0;40;35
2020-09-17 17:15:00;119;178;119;127;165;30;20;100;0;39;40
2020-09-17 17:30:00;98;151;117;185;156;32;21;86;0;32;37
2020-09-17 17:45:00;123;172;124;158;133;35;26;86;0;29;29
2020-09-17 18:00:00;119;169;100;159;113;25;18;59;0;25;34
2020-09-17 18:15:00;125;187;112;163;136;30;16;80;0;25;26
2020-09-17 18:30:00;90;134;101;136;103;32;31;68;0;35;32
2020-09-17 18:45:00;97;146;96;115;99;26;20;43;0;20;21
2020-09-17 19:00:00;104;150;93;85;90;19;11;37;0;20;22
2020-09-17 19:15:00;82;143;81;102;74;20;8;51;0;22;25
2020-09-17 19:30:00;82;117;76;98;75;22;10;48;0;22;16
2020-09-17 19:45:00;70;103;67;85;70;27;18;45;0;26;19
2020-09-17 20:00:00;74;102;67;82;55;18;4;35;0;21;22
2020-09-17 20:15:00;66;107;57;67;58;21;15;46;0;17;15
2020-09-17 20:30:00;63;104;64;57;34;9;8;43;0;21;16
2020-09-17 20:45:00;70;100;62;65;47;17;6;28;0;15;21
2020-09-17 21:00:00;72;91;63;56;36;30;12;25;0;24;21
2020-09-17 21:15:00;62;89;66;52;28;16;9;19;0;18;17
2020-09-17 21:30:00;53;76;47;53;36;19;8;25;0;21;13
2020-09-17 21:45:00;45;65;31;66;43;10;5;34;0;15;12
2020-09-17 22:00:00;55;81;44;61;53;6;2;37;0;12;9
2020-09-17 22:15:00;45;73;42;53;30;9;3;38;0;13;6
2020-09-17 22:30:00;46;61;28;41;25;4;3;17;0;9;12
2020-09-17 22:45:00;29;44;27;31;18;2;4;15;0;7;8
2020-09-17 23:00:00;30;39;20;32;18;1;1;10;0;7;5
2020-09-17 23:15:00;30;33;18;23;13;4;3;11;0;6;5
2020-09-17 23:30:00;28;32;13;21;10;1;0;8;0;7;2
2020-09-17 23:45:00;14;22;13;24;8;2;1;3;0;3;3
