DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(TAFGC)
2019-09-18 00:00:00;3;3;3;2;5;1;0
2019-09-18 00:15:00;6;7;5;4;4;3;0
2019-09-18 00:30:00;4;7;5;2;5;6;0
2019-09-18 00:45:00;10;7;3;2;3;3;0
2019-09-18 01:00:00;3;5;3;3;1;4;0
2019-09-18 01:15:00;6;5;4;2;4;3;0
2019-09-18 01:30:00;3;2;3;2;6;7;0
2019-09-18 01:45:00;2;4;3;1;5;5;0
2019-09-18 02:00:00;5;4;5;0;8;7;0
2019-09-18 02:15:00;7;7;5;1;6;3;0
2019-09-18 02:30:00;1;4;4;1;4;5;0
2019-09-18 02:45:00;3;6;7;1;4;4;0
2019-09-18 03:00:00;2;3;3;1;5;3;0
2019-09-18 03:15:00;3;3;3;5;5;10;0
2019-09-18 03:30:00;5;4;3;1;4;3;0
2019-09-18 03:45:00;3;6;5;2;6;5;0
2019-09-18 04:00:00;7;4;1;0;9;6;0
2019-09-18 04:15:00;5;5;4;4;5;5;0
2019-09-18 04:30:00;13;13;11;1;10;7;0
2019-09-18 04:45:00;13;19;8;6;8;6;0
2019-09-18 05:00:00;28;20;13;7;26;14;0
2019-09-18 05:15:00;40;30;18;13;39;15;0
2019-09-18 05:30:00;34;27;21;12;42;14;0
2019-09-18 05:45:00;66;44;33;15;50;21;0
2019-09-18 06:00:00;57;38;30;19;60;34;0
2019-09-18 06:15:00;99;64;44;17;75;48;0
2019-09-18 06:30:00;88;62;57;22;91;29;0
2019-09-18 06:45:00;135;70;70;47;106;62;0
2019-09-18 07:00:00;107;72;67;42;73;27;0
2019-09-18 07:15:00;158;87;75;32;90;35;2
2019-09-18 07:30:00;144;85;78;36;84;40;2
2019-09-18 07:45:00;138;83;80;63;93;39;3
2019-09-18 08:00:00;105;70;63;63;91;31;0
2019-09-18 08:15:00;102;67;69;45;88;41;2
2019-09-18 08:30:00;95;62;62;51;79;32;1
2019-09-18 08:45:00;89;44;42;38;83;54;0
2019-09-18 09:00:00;89;70;63;43;80;53;1
2019-09-18 09:15:00;76;51;46;57;83;78;0
2019-09-18 09:30:00;72;43;37;31;76;46;0
2019-09-18 09:45:00;76;46;45;28;70;55;2
2019-09-18 10:00:00;85;57;41;41;64;48;1
2019-09-18 10:15:00;74;52;51;37;61;30;1
2019-09-18 10:30:00;81;54;49;30;90;41;3
2019-09-18 10:45:00;63;41;45;34;64;37;2
2019-09-18 11:00:00;67;43;32;47;85;51;2
2019-09-18 11:15:00;89;42;35;54;75;44;3
2019-09-18 11:30:00;87;60;52;43;97;62;2
2019-09-18 11:45:00;56;44;36;50;90;52;2
2019-09-18 12:00:00;80;52;45;59;82;54;5
2019-09-18 12:15:00;77;55;46;45;79;46;5
2019-09-18 12:30:00;82;66;52;41;90;61;6
2019-09-18 12:45:00;81;67;57;28;95;52;3
2019-09-18 13:00:00;65;47;42;39;107;75;5
2019-09-18 13:15:00;89;63;51;28;103;48;2
2019-09-18 13:30:00;81;50;43;40;125;66;3
2019-09-18 13:45:00;74;57;52;38;104;60;0
2019-09-18 14:00:00;73;53;49;42;114;81;2
2019-09-18 14:15:00;93;60;56;47;94;55;0
2019-09-18 14:30:00;98;75;64;45;107;62;1
2019-09-18 14:45:00;75;48;44;42;110;61;0
2019-09-18 15:00:00;97;51;51;58;100;60;3
2019-09-18 15:15:00;84;58;50;38;97;78;3
2019-09-18 15:30:00;94;65;60;50;111;46;4
2019-09-18 15:45:00;102;69;68;52;120;57;4
2019-09-18 16:00:00;114;65;57;70;128;60;0
2019-09-18 16:15:00;113;62;64;71;126;69;3
2019-09-18 16:30:00;131;68;65;78;141;82;4
2019-09-18 16:45:00;108;72;68;47;130;71;2
2019-09-18 17:00:00;115;74;78;76;134;75;4
2019-09-18 17:15:00;122;78;73;56;130;77;2
2019-09-18 17:30:00;108;63;51;44;97;60;2
2019-09-18 17:45:00;85;63;53;34;110;54;0
2019-09-18 18:00:00;87;68;59;46;95;50;0
2019-09-18 18:15:00;79;49;44;18;78;52;0
2019-09-18 18:30:00;68;48;39;19;71;42;2
2019-09-18 18:45:00;62;45;36;15;73;39;2
2019-09-18 19:00:00;73;41;32;9;50;23;2
2019-09-18 19:15:00;48;33;23;10;49;21;0
2019-09-18 19:30:00;40;30;23;8;43;14;0
2019-09-18 19:45:00;29;17;13;4;60;20;0
2019-09-18 20:00:00;45;24;23;12;62;17;2
2019-09-18 20:15:00;34;20;13;15;54;15;0
2019-09-18 20:30:00;26;28;20;6;34;9;0
2019-09-18 20:45:00;34;21;12;8;39;14;0
2019-09-18 21:00:00;40;21;13;6;33;14;0
2019-09-18 21:15:00;35;26;22;8;41;20;0
2019-09-18 21:30:00;29;27;17;4;29;11;0
2019-09-18 21:45:00;16;10;6;4;28;13;0
2019-09-18 22:00:00;23;20;13;2;42;15;0
2019-09-18 22:15:00;27;26;20;9;36;18;0
2019-09-18 22:30:00;10;16;6;8;21;12;0
2019-09-18 22:45:00;10;11;6;6;18;11;0
2019-09-18 23:00:00;14;6;2;2;19;9;0
2019-09-18 23:15:00;11;13;10;1;10;11;0
2019-09-18 23:30:00;7;5;4;1;13;7;0
2019-09-18 23:45:00;10;17;10;5;17;3;0
