DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-07-20 00:00:00;14;19;15;17;11;0;0;4;0;2;3
2020-07-20 00:15:00;16;23;16;15;5;5;0;9;0;2;1
2020-07-20 00:30:00;8;10;5;9;7;5;3;3;0;2;1
2020-07-20 00:45:00;14;17;12;9;7;2;0;2;0;2;1
2020-07-20 01:00:00;8;13;6;13;2;3;2;7;0;0;2
2020-07-20 01:15:00;7;8;9;12;4;0;27;6;0;1;0
2020-07-20 01:30:00;11;11;9;3;1;1;0;2;0;3;2
2020-07-20 01:45:00;10;11;4;4;4;0;0;4;0;0;0
2020-07-20 02:00:00;8;10;6;5;2;1;0;2;0;0;0
2020-07-20 02:15:00;3;3;3;1;1;0;0;1;0;0;0
2020-07-20 02:30:00;7;8;7;2;4;1;0;1;0;1;0
2020-07-20 02:45:00;8;13;6;5;2;0;1;2;0;2;0
2020-07-20 03:00:00;4;5;4;8;2;2;0;2;0;0;0
2020-07-20 03:15:00;7;8;2;4;3;0;0;3;0;1;0
2020-07-20 03:30:00;3;4;3;5;3;1;1;0;0;0;1
2020-07-20 03:45:00;4;7;3;7;3;3;0;1;0;1;1
2020-07-20 04:00:00;7;10;4;5;4;4;2;3;0;0;1
2020-07-20 04:15:00;13;16;8;7;4;1;0;3;0;1;2
2020-07-20 04:30:00;18;19;13;8;3;4;0;7;0;3;3
2020-07-20 04:45:00;34;34;25;11;3;7;0;4;0;4;7
2020-07-20 05:00:00;62;69;37;20;15;12;2;8;0;9;10
2020-07-20 05:15:00;66;67;58;20;17;25;3;5;0;19;25
2020-07-20 05:30:00;100;106;70;25;16;19;2;26;0;16;21
2020-07-20 05:45:00;86;96;72;38;28;17;4;17;0;16;20
2020-07-20 06:00:00;78;87;67;37;25;12;7;19;0;15;23
2020-07-20 06:15:00;112;124;77;61;32;16;24;17;0;15;26
2020-07-20 06:30:00;150;159;107;76;49;25;8;28;0;27;34
2020-07-20 06:45:00;122;141;103;89;52;23;14;37;0;23;38
2020-07-20 07:00:00;121;141;97;124;77;35;18;19;0;24;35
2020-07-20 07:15:00;119;144;115;120;110;47;38;26;0;29;51
2020-07-20 07:30:00;133;159;131;149;119;45;41;35;0;33;49
2020-07-20 07:45:00;136;159;128;117;97;43;20;32;0;35;55
2020-07-20 08:00:00;113;145;114;126;78;41;43;34;0;25;43
2020-07-20 08:15:00;112;137;103;121;95;37;41;41;0;44;57
2020-07-20 08:30:00;112;137;107;127;84;45;14;35;0;25;26
2020-07-20 08:45:00;105;128;120;115;79;32;18;35;0;33;30
2020-07-20 09:00:00;121;154;100;114;84;24;14;43;0;16;20
2020-07-20 09:15:00;119;144;105;116;104;27;12;42;0;23;28
2020-07-20 09:30:00;128;165;118;131;103;29;12;38;0;21;18
2020-07-20 09:45:00;132;160;95;145;127;31;30;34;0;25;33
2020-07-20 10:00:00;114;149;104;102;98;31;14;30;0;14;29
2020-07-20 10:15:00;120;144;108;138;107;36;36;57;0;31;27
2020-07-20 10:30:00;114;150;122;116;87;26;49;49;0;25;35
2020-07-20 10:45:00;120;161;129;140;119;25;20;58;0;29;22
2020-07-20 11:00:00;121;164;100;120;87;27;18;48;0;26;30
2020-07-20 11:15:00;112;155;101;116;101;27;18;49;0;29;23
2020-07-20 11:30:00;111;145;95;105;90;25;15;43;0;25;27
2020-07-20 11:45:00;116;162;93;123;114;36;20;45;0;26;25
2020-07-20 12:00:00;94;131;109;128;111;34;15;49;0;18;24
2020-07-20 12:15:00;101;141;101;131;97;32;14;56;0;23;22
2020-07-20 12:30:00;113;154;113;119;98;21;20;39;0;24;32
2020-07-20 12:45:00;101;135;107;127;108;30;13;52;0;24;31
2020-07-20 13:00:00;106;146;107;141;102;33;23;56;0;28;24
2020-07-20 13:15:00;117;168;110;122;110;25;14;57;0;36;40
2020-07-20 13:30:00;112;154;105;137;110;24;30;77;0;46;47
2020-07-20 13:45:00;109;148;152;132;101;31;22;54;0;27;29
2020-07-20 14:00:00;121;165;115;132;125;30;15;65;0;26;31
