DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-11-14 00:00:00;4;13;2;6;0;7;15
2020-11-14 00:15:00;10;27;5;7;1;10;24
2020-11-14 00:30:00;8;20;1;2;1;12;10
2020-11-14 00:45:00;5;16;4;1;0;3;11
2020-11-14 01:00:00;10;13;2;3;0;11;9
2020-11-14 01:15:00;4;16;4;7;1;7;9
2020-11-14 01:30:00;3;12;5;3;0;7;10
2020-11-14 01:45:00;4;13;3;2;0;6;14
2020-11-14 02:00:00;3;8;2;1;0;6;5
2020-11-14 02:15:00;2;6;2;0;0;5;13
2020-11-14 02:30:00;1;6;1;2;1;4;4
2020-11-14 02:45:00;1;7;0;1;0;5;5
2020-11-14 03:00:00;2;6;0;0;1;4;7
2020-11-14 03:15:00;0;2;0;1;1;5;2
2020-11-14 03:30:00;3;7;2;0;0;3;5
2020-11-14 03:45:00;1;8;2;0;0;3;4
2020-11-14 04:00:00;2;7;2;2;0;3;3
2020-11-14 04:15:00;0;3;1;1;0;3;5
2020-11-14 04:30:00;2;15;1;1;0;2;5
2020-11-14 04:45:00;6;14;1;6;1;12;1
2020-11-14 05:00:00;8;7;1;1;1;7;9
2020-11-14 05:15:00;12;33;11;5;1;8;8
2020-11-14 05:30:00;16;39;13;5;3;18;21
2020-11-14 05:45:00;12;42;7;9;1;32;47
2020-11-14 06:00:00;6;35;5;8;2;52;77
2020-11-14 06:15:00;7;36;11;12;5;28;61
2020-11-14 06:30:00;18;41;4;17;1;16;26
2020-11-14 06:45:00;11;24;6;12;3;21;32
2020-11-14 07:00:00;6;25;8;11;0;23;27
2020-11-14 07:15:00;5;40;7;17;10;25;26
2020-11-14 07:30:00;16;54;18;31;8;36;43
2020-11-14 07:45:00;26;70;18;16;8;28;39
2020-11-14 08:00:00;14;57;16;16;6;26;36
2020-11-14 08:15:00;21;86;18;20;5;37;33
2020-11-14 08:30:00;29;91;26;40;11;52;45
2020-11-14 08:45:00;27;107;35;41;13;49;50
2020-11-14 09:00:00;26;108;27;30;13;59;56
2020-11-14 09:15:00;35;112;37;49;18;70;54
2020-11-14 09:30:00;33;158;45;51;19;73;75
2020-11-14 09:45:00;64;167;44;49;15;78;78
2020-11-14 10:00:00;45;146;29;55;17;78;93
2020-11-14 10:15:00;44;173;38;54;8;101;91
2020-11-14 10:30:00;53;185;49;58;28;89;90
2020-11-14 10:45:00;62;196;56;64;18;91;103
2020-11-14 11:00:00;59;178;51;39;25;92;91
2020-11-14 11:15:00;55;202;56;61;25;93;98
2020-11-14 11:30:00;55;190;55;59;19;106;102
2020-11-14 11:45:00;61;200;57;52;18;94;93
2020-11-14 12:00:00;76;179;64;59;14;108;111
2020-11-14 12:15:00;74;177;61;66;15;101;98
2020-11-14 12:30:00;71;162;41;43;21;103;95
2020-11-14 12:45:00;91;182;51;43;22;88;92
2020-11-14 13:00:00;79;186;61;44;15;91;92
2020-11-14 13:15:00;98;171;51;66;22;111;96
2020-11-14 13:30:00;75;166;43;72;17;123;110
2020-11-14 13:45:00;84;186;54;53;9;117;123
2020-11-14 14:00:00;80;187;64;66;16;120;106
2020-11-14 14:15:00;76;184;63;72;22;132;116
2020-11-14 14:30:00;84;185;58;61;25;128;123
2020-11-14 14:45:00;79;170;50;44;11;111;124
2020-11-14 15:00:00;73;176;64;55;12;110;122
2020-11-14 15:15:00;75;182;38;50;23;109;121
2020-11-14 15:30:00;78;186;47;49;30;103;114
2020-11-14 15:45:00;96;189;46;48;20;109;109
2020-11-14 16:00:00;95;185;59;38;24;92;96
2020-11-14 16:15:00;90;188;41;56;19;95;106
2020-11-14 16:30:00;87;184;41;72;21;102;116
2020-11-14 16:45:00;83;190;45;62;22;96;114
2020-11-14 17:00:00;95;173;49;49;17;104;100
2020-11-14 17:15:00;77;167;53;44;23;101;100
2020-11-14 17:30:00;52;137;52;57;12;116;100
2020-11-14 17:45:00;60;153;52;42;13;121;113
2020-11-14 18:00:00;57;159;46;34;19;91;95
2020-11-14 18:15:00;55;145;42;39;16;94;100
2020-11-14 18:30:00;36;110;42;35;7;100;80
2020-11-14 18:45:00;46;122;43;40;9;84;78
2020-11-14 19:00:00;36;122;46;24;10;78;79
2020-11-14 19:15:00;45;112;34;24;13;76;80
2020-11-14 19:30:00;38;94;30;24;9;73;72
2020-11-14 19:45:00;37;80;25;15;9;64;70
2020-11-14 20:00:00;37;77;25;18;10;57;53
2020-11-14 20:15:00;28;75;22;20;7;45;49
2020-11-14 20:30:00;28;83;21;18;5;37;32
2020-11-14 20:45:00;28;76;29;13;5;23;39
2020-11-14 21:00:00;33;54;15;12;4;23;32
2020-11-14 21:15:00;29;50;10;16;3;40;36
2020-11-14 21:30:00;18;39;16;12;4;20;30
2020-11-14 21:45:00;15;59;14;9;6;19;31
2020-11-14 22:00:00;12;33;6;12;6;17;25
2020-11-14 22:15:00;13;49;14;5;2;16;33
2020-11-14 22:30:00;16;42;12;7;3;23;28
2020-11-14 22:45:00;15;38;7;10;0;22;31
2020-11-14 23:00:00;8;38;9;8;4;24;27
2020-11-14 23:15:00;15;32;8;8;0;17;14
2020-11-14 23:30:00;7;38;14;8;1;19;23
2020-11-14 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
