DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2019-09-25 00:00:00;8;4;1;2;3;5;16;9
2019-09-25 00:15:00;8;6;3;3;3;6;16;7
2019-09-25 00:30:00;3;5;4;1;3;5;7;5
2019-09-25 00:45:00;5;5;1;4;7;9;10;6
2019-09-25 01:00:00;1;2;0;1;1;3;5;6
2019-09-25 01:15:00;2;5;3;3;4;5;8;5
2019-09-25 01:30:00;3;8;5;3;4;4;10;1
2019-09-25 01:45:00;3;6;4;2;3;3;11;8
2019-09-25 02:00:00;2;5;3;3;3;4;5;2
2019-09-25 02:15:00;3;6;3;6;6;7;8;6
2019-09-25 02:30:00;1;4;2;5;4;5;2;0
2019-09-25 02:45:00;3;1;1;0;0;3;8;3
2019-09-25 03:00:00;3;6;3;2;2;4;1;2
2019-09-25 03:15:00;10;8;4;1;2;3;6;4
2019-09-25 03:30:00;3;2;1;5;4;7;7;3
2019-09-25 03:45:00;4;3;3;3;2;7;6;2
2019-09-25 04:00:00;8;8;5;5;6;7;8;1
2019-09-25 04:15:00;10;4;4;7;4;11;6;1
2019-09-25 04:30:00;19;5;2;3;4;7;15;1
2019-09-25 05:00:00;27;15;17;8;10;17;38;16
2019-09-25 05:15:00;33;31;32;24;22;40;40;23
2019-09-25 05:30:00;38;22;35;26;21;49;44;23
2019-09-25 05:45:00;46;39;42;48;41;92;66;46
2019-09-25 06:00:00;53;41;37;37;24;84;48;29
2019-09-25 06:15:00;60;37;51;60;46;127;73;51
2019-09-25 06:30:00;58;51;52;56;59;153;81;65
2019-09-25 06:45:00;72;67;86;101;95;199;82;90
2019-09-25 07:00:00;53;59;58;92;113;184;92;99
2019-09-25 07:15:00;72;55;71;87;114;226;78;106
2019-09-25 07:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2019-09-25 07:45:00;76;75;62;123;126;213;74;71
2019-09-25 08:00:00;69;79;55;76;108;191;78;75
2019-09-25 08:15:00;67;80;49;76;123;188;75;62
2019-09-25 08:30:00;72;94;42;62;93;175;70;71
2019-09-25 08:45:00;66;82;39;53;84;150;76;70
2019-09-25 09:00:00;75;75;42;48;78;137;87;95
2019-09-25 09:15:00;62;72;31;42;59;121;80;61
2019-09-25 09:30:00;63;57;31;51;53;118;87;73
2019-09-25 09:45:00;77;67;37;31;46;99;97;84
2019-09-25 10:00:00;84;77;40;37;55;106;114;74
2019-09-25 10:15:00;70;73;33;35;54;95;109;88
2019-09-25 10:30:00;77;81;35;32;52;105;85;67
2019-09-25 10:45:00;82;85;29;40;62;102;98;97
2019-09-25 11:00:00;86;69;34;40;59;115;91;89
2019-09-25 11:15:00;77;65;33;40;46;102;103;90
2019-09-25 11:30:00;87;73;30;34;52;104;108;107
2019-09-25 11:45:00;64;65;42;33;48;100;102;84
2019-09-25 12:00:00;70;76;24;45;51;110;103;117
2019-09-25 12:15:00;89;72;29;35;49;102;96;94
2019-09-25 12:30:00;80;73;32;90;50;88;108;109
2019-09-25 12:45:00;82;67;31;149;50;102;111;108
2019-09-25 13:00:00;79;79;53;59;53;105;107;122
2019-09-25 13:15:00;85;68;51;66;57;91;98;102
2019-09-25 13:30:00;80;72;42;71;54;106;93;88
2019-09-25 13:45:00;91;77;49;64;56;122;115;112
2019-09-25 14:00:00;84;74;47;57;58;106;78;101
2019-09-25 14:15:00;95;88;40;110;89;96;104;111
