DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-05-28 00:00:00;2;3;0;1;1;2;7;6;3;3;0;0
2020-05-28 00:15:00;5;6;2;0;4;9;8;3;2;2;0;0
2020-05-28 00:30:00;5;5;0;0;0;8;10;7;2;2;0;0
2020-05-28 00:45:00;6;1;1;2;5;5;5;2;1;2;0;0
2020-05-28 01:00:00;5;1;0;0;0;7;6;3;0;2;0;0
2020-05-28 01:15:00;1;1;2;1;4;3;4;1;2;1;0;0
2020-05-28 01:30:00;3;1;2;1;1;3;6;3;3;2;0;0
2020-05-28 01:45:00;4;1;0;0;1;5;7;3;4;1;0;0
2020-05-28 02:00:00;8;6;1;1;3;2;3;2;2;2;0;0
2020-05-28 02:15:00;2;1;0;1;1;3;2;1;4;4;0;0
2020-05-28 02:30:00;1;3;1;0;1;2;5;5;0;1;0;0
2020-05-28 02:45:00;3;2;0;1;2;2;2;1;0;2;0;0
2020-05-28 03:00:00;5;2;1;1;1;2;4;3;1;0;0;0
2020-05-28 03:15:00;1;1;1;0;1;2;3;2;0;1;0;0
2020-05-28 03:30:00;3;3;0;1;1;1;3;2;1;0;0;0
2020-05-28 03:45:00;0;0;2;1;3;3;2;1;3;2;0;0
2020-05-28 04:00:00;3;2;0;2;0;1;2;0;4;0;0;0
2020-05-28 04:15:00;3;2;0;0;0;7;7;6;5;6;0;0
2020-05-28 04:30:00;6;5;0;2;3;2;6;3;8;5;0;0
2020-05-28 04:45:00;10;10;0;2;2;12;11;5;13;4;0;0
2020-05-28 05:00:00;21;10;0;4;4;16;13;3;12;2;0;0
2020-05-28 05:15:00;30;15;1;9;9;29;26;7;31;11;0;0
2020-05-28 05:30:00;47;22;3;7;8;37;38;20;46;9;2;0
2020-05-28 05:45:00;34;23;5;11;9;52;47;19;40;15;2;1
2020-05-28 06:00:00;48;25;1;3;5;54;62;32;35;19;3;28
2020-05-28 06:15:00;54;25;4;9;11;60;63;37;31;29;0;1
2020-05-28 06:30:00;17;13;0;2;3;25;26;18;22;9;1;0
2020-05-28 06:45:00;49;31;3;19;20;99;121;66;71;17;2;10
2020-05-28 07:00:00;53;32;2;18;19;123;117;74;69;61;3;4
2020-05-28 07:15:00;53;32;7;18;19;157;141;102;79;75;4;2
2020-05-28 07:30:00;57;29;4;17;21;147;124;106;81;31;4;5
2020-05-28 07:45:00;84;48;3;14;25;142;113;97;81;29;1;4
2020-05-28 08:00:00;81;34;7;14;14;101;75;75;63;19;2;2
2020-05-28 08:15:00;62;28;2;11;25;94;87;65;51;25;2;8
2020-05-28 08:30:00;54;26;3;12;15;81;92;52;66;14;2;10
