DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-06-07 00:00:00;2;3;0;1;1;0;0;3;8;0;0;0;0;0
2020-06-07 00:15:00;4;13;0;1;0;1;0;5;7;0;0;0;0;0
2020-06-07 00:30:00;3;9;4;5;1;1;0;3;18;0;0;0;0;0
2020-06-07 00:45:00;1;4;0;1;1;4;0;1;4;0;0;0;0;0
2020-06-07 01:00:00;1;8;1;1;4;7;0;5;12;0;0;0;0;0
2020-06-07 01:15:00;1;1;2;3;0;0;0;1;9;0;0;0;0;0
2020-06-07 01:30:00;1;6;0;1;2;1;0;0;5;0;0;0;0;0
2020-06-07 01:45:00;0;2;0;0;0;2;0;4;5;0;0;0;0;0
2020-06-07 02:00:00;3;1;0;0;1;1;0;3;8;0;0;0;0;0
2020-06-07 02:15:00;0;2;2;1;0;4;0;4;8;0;0;0;0;0
2020-06-07 02:30:00;3;4;1;1;0;1;0;0;1;0;0;0;0;0
2020-06-07 02:45:00;0;3;3;3;1;3;0;0;2;0;0;0;0;0
2020-06-07 03:00:00;0;0;0;1;1;0;0;0;3;0;0;0;0;0
2020-06-07 03:15:00;0;2;1;1;0;1;0;3;5;0;0;0;0;0
2020-06-07 03:30:00;1;2;1;0;0;3;0;0;2;0;0;0;0;0
2020-06-07 03:45:00;1;1;2;2;0;1;0;0;1;0;0;0;0;0
2020-06-07 04:00:00;0;1;3;4;0;0;0;1;0;0;0;0;0;0
2020-06-07 04:15:00;0;1;0;0;0;2;0;0;1;0;0;0;0;0
2020-06-07 04:30:00;0;1;2;2;0;0;0;1;2;0;0;0;0;0
2020-06-07 04:45:00;0;2;0;0;3;0;0;0;0;0;0;0;0;0
2020-06-07 05:00:00;0;2;2;1;0;0;0;1;1;0;0;0;0;0
2020-06-07 05:15:00;0;0;1;1;0;0;0;0;4;0;0;0;0;0
2020-06-07 05:30:00;0;1;0;0;0;1;0;1;1;0;0;0;0;0
2020-06-07 05:45:00;2;1;0;0;0;0;0;6;5;0;0;0;0;0
2020-06-07 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-07 06:15:00;3;0;1;2;0;0;0;1;4;0;0;0;0;0
2020-06-07 06:30:00;1;2;0;0;0;0;0;1;1;0;0;0;0;0
2020-06-07 06:45:00;2;0;0;0;0;1;0;0;1;0;0;0;0;0
2020-06-07 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-07 07:15:00;2;3;0;0;0;2;0;0;2;0;0;0;0;0
2020-06-07 07:30:00;2;0;0;0;0;0;0;0;3;0;0;0;0;0
2020-06-07 07:45:00;0;7;2;3;0;0;0;1;3;0;0;0;0;0
2020-06-07 08:00:00;1;5;0;1;0;0;0;7;8;0;0;0;0;0
2020-06-07 08:15:00;1;2;0;0;0;0;0;2;2;0;0;0;0;0
2020-06-07 08:30:00;2;4;0;0;1;0;0;1;5;0;0;0;0;0
2020-06-07 08:45:00;5;7;0;0;1;1;0;2;9;0;0;0;0;0
