DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-01-27 00:00:00;0;5;3;10;4;1;0;0;0;0;0;0;0
2020-01-27 00:15:00;1;1;1;7;4;0;0;0;0;0;0;0;0
2020-01-27 00:30:00;0;3;3;11;5;0;0;0;0;0;0;0;0
2020-01-27 00:45:00;2;7;5;10;5;0;0;0;0;0;0;0;0
2020-01-27 01:00:00;0;2;1;3;2;0;0;0;0;0;0;0;0
2020-01-27 01:15:00;0;3;2;3;2;0;0;1;0;0;0;0;0
2020-01-27 01:30:00;0;4;0;6;2;0;0;0;0;0;0;0;0
2020-01-27 01:45:00;1;1;0;2;0;0;0;0;0;0;0;0;0
2020-01-27 02:00:00;1;6;4;1;1;0;0;0;0;0;0;0;0
2020-01-27 02:15:00;0;4;2;2;0;0;0;0;0;0;0;0;0
2020-01-27 02:30:00;0;3;1;2;0;1;0;0;0;0;0;0;0
2020-01-27 02:45:00;1;12;0;8;3;0;1;1;0;0;0;0;0
2020-01-27 03:00:00;0;3;2;8;3;0;0;0;0;0;0;0;0
2020-01-27 03:15:00;0;5;0;3;0;0;0;0;0;0;0;0;0
2020-01-27 03:30:00;0;6;2;4;1;0;0;0;0;0;0;0;0
2020-01-27 03:45:00;0;10;2;1;2;0;0;0;0;0;0;0;0
2020-01-27 04:00:00;0;18;6;8;3;0;0;0;0;0;0;0;0
2020-01-27 04:15:00;3;15;2;13;7;2;1;1;0;0;0;0;0
2020-01-27 04:30:00;1;17;6;22;9;1;0;2;0;0;0;0;0
2020-01-27 04:45:00;1;25;13;58;23;0;0;2;0;0;0;0;0
2020-01-27 05:00:00;3;36;16;86;59;1;0;3;0;0;0;0;0
2020-01-27 05:15:00;0;46;30;126;148;3;1;3;0;0;0;0;0
2020-01-27 05:30:00;5;47;53;136;149;1;1;4;0;0;0;0;0
2020-01-27 05:45:00;10;51;35;112;132;8;4;8;0;0;0;0;0
2020-01-27 06:00:00;10;84;66;132;123;3;5;6;0;0;0;0;0
2020-01-27 06:15:00;10;71;59;137;157;3;9;9;0;0;0;0;0
2020-01-27 06:30:00;7;84;84;138;145;10;12;8;0;0;0;1;0
2020-01-27 06:45:00;15;76;91;151;166;7;12;12;0;1;0;0;0
2020-01-27 07:00:00;9;69;59;157;189;22;4;8;1;0;0;0;0
2020-01-27 07:15:00;21;68;79;142;160;34;10;8;5;0;0;0;0
2020-01-27 07:30:00;37;68;70;135;136;48;9;13;0;0;1;1;0
2020-01-27 07:45:00;38;66;88;112;149;43;12;18;1;0;2;0;0
2020-01-27 08:00:00;33;70;70;115;142;40;16;16;1;0;0;0;0
2020-01-27 08:15:00;20;76;62;122;131;26;9;25;0;0;14;2;0
2020-01-27 08:30:00;34;60;56;115;127;20;8;19;16;3;0;0;0
2020-01-27 08:45:00;35;61;69;102;127;22;16;13;6;0;10;2;0
2020-01-27 09:00:00;27;70;61;97;94;15;13;21;7;0;4;0;0
2020-01-27 09:15:00;41;65;55;99;103;25;14;22;9;0;14;0;0
2020-01-27 09:30:00;30;62;74;110;98;19;15;26;7;4;0;0;0
2020-01-27 09:45:00;27;75;61;88;72;21;15;23;6;0;0;0;0
2020-01-27 10:00:00;26;85;68;86;74;13;18;24;0;0;15;0;0
2020-01-27 10:15:00;45;65;64;84;84;12;19;30;7;0;3;0;0
2020-01-27 10:30:00;30;68;66;91;64;19;35;28;10;4;5;0;0
2020-01-27 10:45:00;29;69;57;85;63;29;19;33;1;3;3;0;0
2020-01-27 11:00:00;38;89;70;75;59;18;37;36;2;1;13;0;0
2020-01-27 11:15:00;33;83;64;88;68;16;24;29;51;0;9;2;0
2020-01-27 11:30:00;29;78;69;75;47;17;25;30;3;9;2;0;0
2020-01-27 11:45:00;34;92;72;76;66;18;30;34;6;5;2;0;0
2020-01-27 12:00:00;38;95;81;65;54;18;19;26;1;6;7;0;0
2020-01-27 12:15:00;40;91;75;80;72;23;35;43;10;0;17;0;0
2020-01-27 12:30:00;36;89;88;69;62;22;30;44;12;0;2;0;0
2020-01-27 12:45:00;26;94;86;94;73;21;12;27;8;0;8;7;0
2020-01-27 13:00:00;33;100;100;103;104;22;25;31;5;0;1;0;0
2020-01-27 13:15:00;40;87;89;124;130;12;22;36;5;0;5;0;0
2020-01-27 13:30:00;21;88;75;123;128;22;32;38;11;5;7;1;0
2020-01-27 13:45:00;33;97;80;94;111;12;31;37;11;6;8;0;0
2020-01-27 14:00:00;27;106;109;93;75;20;39;34;6;0;5;0;0
2020-01-27 14:15:00;32;165;167;78;76;17;30;43;2;0;4;0;0
2020-01-27 14:30:00;23;174;171;84;77;12;39;27;4;1;5;0;1
2020-01-27 14:45:00;40;152;171;73;69;17;31;25;9;0;0;0;0
2020-01-27 15:00:00;36;120;158;73;60;16;22;28;19;1;4;0;0
2020-01-27 15:15:00;40;138;163;70;64;11;33;31;5;0;1;0;0
2020-01-27 15:30:00;42;158;175;89;69;15;32;37;0;0;18;0;0
2020-01-27 15:45:00;43;148;171;88;75;17;29;39;5;0;2;0;0
2020-01-27 16:00:00;45;160;185;85;77;20;40;39;5;0;6;0;0
2020-01-27 16:15:00;32;162;170;86;81;18;50;38;2;0;17;0;0
2020-01-27 16:30:00;52;174;199;93;79;18;51;50;12;0;4;0;0
2020-01-27 16:45:00;40;162;180;103;83;21;42;55;15;0;0;0;0
2020-01-27 17:00:00;49;164;162;96;91;27;53;60;7;0;1;0;0
2020-01-27 17:15:00;64;149;188;93;90;34;63;53;18;1;1;0;0
2020-01-27 17:30:00;45;125;166;94;84;42;46;39;3;3;9;0;0
2020-01-27 17:45:00;47;116;159;98;61;31;48;39;2;0;10;1;0
2020-01-27 18:00:00;34;117;139;74;74;30;34;42;7;8;2;1;0
2020-01-27 18:15:00;38;105;129;83;58;19;50;60;13;5;0;1;0
2020-01-27 18:30:00;32;91;111;70;55;19;37;38;2;3;2;3;0
2020-01-27 18:45:00;16;64;82;58;51;15;26;30;5;0;9;7;0
2020-01-27 19:00:00;28;74;71;54;32;13;23;27;3;0;4;0;0
2020-01-27 19:15:00;23;71;75;48;38;20;33;29;9;2;1;0;4
2020-01-27 19:30:00;9;50;46;42;26;15;24;35;7;2;0;0;5
2020-01-27 19:45:00;9;59;45;42;29;7;12;20;1;0;0;0;0
2020-01-27 20:00:00;2;53;49;53;49;0;7;11;0;0;0;0;0
2020-01-27 20:15:00;3;40;39;46;28;0;3;5;26;0;0;0;0
2020-01-27 20:30:00;4;41;38;47;27;0;2;8;3;0;0;0;0
2020-01-27 20:45:00;0;36;16;55;45;2;0;2;0;0;0;0;0
2020-01-27 21:00:00;0;48;26;98;89;3;17;20;0;0;0;0;0
2020-01-27 21:15:00;0;38;22;92;77;1;13;17;4;0;0;0;0
2020-01-27 21:30:00;0;52;28;61;39;0;1;3;0;0;0;0;0
2020-01-27 21:45:00;3;99;93;38;7;1;2;8;0;0;0;0;0
2020-01-27 22:00:00;0;131;130;57;28;1;0;1;0;0;0;0;0
2020-01-27 22:15:00;2;88;78;25;7;0;1;1;2;1;0;0;0
2020-01-27 22:30:00;0;38;22;35;20;0;0;0;0;0;0;0;0
2020-01-27 22:45:00;0;30;12;18;10;0;0;0;0;0;0;0;0
2020-01-27 23:00:00;1;16;9;19;10;0;0;0;0;0;0;0;0
2020-01-27 23:15:00;0;13;10;17;8;0;1;1;0;0;0;0;0
2020-01-27 23:30:00;0;14;6;18;8;1;0;0;0;0;0;0;0
2020-01-27 23:45:00;0;7;4;13;8;1;0;1;0;0;0;0;0
