DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-08-30 00:00:00;8;6;1;0;0;8;2;8;1;2;0
2019-08-30 00:15:00;5;4;3;0;0;12;2;12;0;0;0
2019-08-30 00:30:00;5;0;0;0;0;3;0;3;0;1;0
2019-08-30 00:45:00;7;1;1;0;0;9;3;9;0;0;0
2019-08-30 01:00:00;12;1;0;0;0;10;2;10;0;1;0
2019-08-30 01:15:00;2;1;0;0;0;12;3;12;2;2;0
2019-08-30 01:30:00;11;5;4;0;0;5;4;5;0;2;0
2019-08-30 01:45:00;2;0;1;0;0;7;7;7;2;1;0
2019-08-30 02:00:00;4;4;4;0;0;6;2;5;0;2;0
2019-08-30 02:15:00;2;3;1;0;0;2;2;2;0;1;0
2019-08-30 02:30:00;2;1;0;0;0;7;4;7;2;2;0
2019-08-30 02:45:00;4;2;1;0;0;3;1;3;1;1;0
2019-08-30 03:00:00;4;2;2;0;0;6;1;6;2;2;0
2019-08-30 03:15:00;3;1;0;0;0;1;3;1;1;2;0
2019-08-30 03:30:00;13;3;4;0;0;4;5;4;0;6;0
2019-08-30 03:45:00;5;2;2;0;0;2;8;2;1;3;0
2019-08-30 04:00:00;6;2;3;0;0;6;7;6;3;1;0
2019-08-30 04:15:00;7;1;0;0;0;10;1;11;0;1;0
2019-08-30 04:30:00;13;1;0;0;0;11;2;11;3;2;0
2019-08-30 04:45:00;16;3;3;0;1;11;3;11;2;3;0
2019-08-30 05:00:00;24;7;2;1;0;20;7;20;3;4;0
2019-08-30 05:15:00;26;3;1;0;0;21;5;21;6;5;0
2019-08-30 05:30:00;64;2;1;0;1;42;7;42;1;3;0
2019-08-30 05:45:00;50;0;1;0;0;32;10;32;3;5;0
2019-08-30 06:00:00;80;4;1;0;1;47;10;47;5;16;0
2019-08-30 06:15:00;101;7;6;0;0;46;13;46;7;7;0
2019-08-30 06:30:00;122;1;0;0;1;74;14;74;9;9;0
2019-08-30 06:45:00;177;3;2;0;3;69;11;69;8;8;0
2019-08-30 07:00:00;152;2;0;0;1;51;14;51;9;6;0
2019-08-30 07:15:00;141;0;0;0;2;70;21;70;9;13;0
2019-08-30 07:30:00;135;1;1;0;4;61;7;62;4;5;0
2019-08-30 07:45:00;157;3;0;0;3;60;19;59;11;5;1
2019-08-30 08:00:00;146;4;1;0;5;55;22;55;4;9;0
2019-08-30 08:15:00;131;1;1;0;1;47;23;47;11;7;0
2019-08-30 08:30:00;126;2;1;0;2;59;27;59;9;15;0
2019-08-30 08:45:00;106;2;0;0;2;70;32;71;22;9;0
2019-08-30 09:00:00;92;3;1;0;1;70;30;69;23;8;0
2019-08-30 09:15:00;96;0;0;0;2;77;24;78;28;16;1
2019-08-30 09:30:00;118;6;2;2;4;75;33;72;26;11;1
2019-08-30 09:45:00;109;1;0;0;0;68;27;69;26;10;0
2019-08-30 10:00:00;86;2;2;1;0;81;48;81;30;18;3
2019-08-30 10:15:00;129;2;4;0;2;95;30;95;34;11;0
2019-08-30 10:30:00;99;1;0;1;2;90;36;89;37;14;4
2019-08-30 10:45:00;120;3;1;0;1;92;29;92;31;9;1
2019-08-30 11:00:00;98;1;0;0;2;79;39;80;23;20;1
2019-08-30 11:15:00;94;3;2;0;0;101;39;99;33;16;0
2019-08-30 11:30:00;114;2;0;0;3;83;25;84;33;11;0
2019-08-30 11:45:00;95;4;2;0;1;106;31;107;23;12;2
2019-08-30 12:00:00;84;1;0;0;0;148;34;147;31;11;3
2019-08-30 12:15:00;90;2;1;0;3;122;36;121;25;15;0
2019-08-30 12:30:00;97;2;3;0;2;118;40;117;31;20;2
2019-08-30 12:45:00;109;4;2;0;4;162;42;163;30;13;1
