DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-11-06 00:00:00;16;9;0;0;0;14;5;0;0
2019-11-06 00:15:00;15;11;0;0;0;10;8;0;0
2019-11-06 00:30:00;11;3;0;1;0;15;7;0;1
2019-11-06 00:45:00;6;3;0;0;0;15;1;0;0
2019-11-06 01:00:00;8;7;0;0;0;10;4;0;0
2019-11-06 01:15:00;8;6;0;0;0;13;5;0;0
2019-11-06 01:30:00;7;9;0;0;0;10;3;0;2
2019-11-06 01:45:00;7;5;0;0;0;11;1;0;0
2019-11-06 02:00:00;10;7;1;0;0;4;2;0;0
2019-11-06 02:15:00;5;1;0;0;0;5;2;0;0
2019-11-06 02:30:00;13;7;0;0;0;6;1;0;0
2019-11-06 02:45:00;11;3;0;0;0;4;2;0;0
2019-11-06 03:00:00;5;1;0;0;0;9;7;0;0
2019-11-06 03:15:00;9;5;0;0;0;7;2;0;0
2019-11-06 03:30:00;10;4;0;0;1;11;3;0;0
2019-11-06 03:45:00;5;2;0;0;0;13;5;0;0
2019-11-06 04:00:00;13;10;1;1;0;14;6;0;0
2019-11-06 04:15:00;8;5;0;0;0;15;3;0;0
2019-11-06 04:30:00;21;15;1;0;1;37;6;0;0
2019-11-06 04:45:00;27;15;1;1;0;59;26;0;0
2019-11-06 05:00:00;36;31;2;1;1;119;92;0;2
2019-11-06 05:15:00;42;39;4;2;3;191;173;0;2
2019-11-06 05:30:00;67;81;1;1;3;244;202;0;3
2019-11-06 05:45:00;126;139;3;1;5;196;191;0;0
2019-11-06 06:00:00;175;176;6;4;6;187;183;0;9
2019-11-06 06:15:00;126;125;10;1;5;210;182;0;3
2019-11-06 06:30:00;116;133;7;5;13;265;218;11;11
2019-11-06 06:45:00;98;134;11;3;11;232;273;4;7
2019-11-06 07:00:00;75;99;6;8;14;195;247;8;5
2019-11-06 07:15:00;123;131;8;7;21;226;250;1;8
2019-11-06 07:30:00;120;122;11;11;13;252;273;6;10
2019-11-06 07:45:00;131;153;13;15;14;237;255;9;5
2019-11-06 08:00:00;121;141;10;14;15;212;270;19;9
2019-11-06 08:15:00;113;115;15;12;16;223;241;12;7
2019-11-06 08:30:00;116;126;16;22;12;207;247;2;3
2019-11-06 08:45:00;118;124;11;21;15;196;229;10;2
2019-11-06 09:00:00;94;112;12;11;14;149;185;3;1
2019-11-06 09:15:00;113;129;9;13;22;139;174;3;2
2019-11-06 09:30:00;122;131;20;22;17;140;174;11;1
2019-11-06 09:45:00;120;108;13;31;18;144;193;10;4
2019-11-06 10:00:00;119;128;14;20;15;110;140;18;3
2019-11-06 10:15:00;113;115;13;17;22;126;156;2;1
2019-11-06 10:30:00;105;137;20;34;18;104;160;1;0
2019-11-06 10:45:00;151;132;20;34;11;115;161;4;1
2019-11-06 11:00:00;122;136;16;28;16;106;126;6;1
2019-11-06 11:15:00;134;166;16;30;20;118;145;11;2
2019-11-06 11:30:00;161;180;14;44;11;115;171;1;0
2019-11-06 11:45:00;131;138;5;18;18;123;158;10;0
2019-11-06 12:00:00;168;175;22;40;6;109;158;2;1
2019-11-06 12:15:00;116;163;16;13;14;117;146;12;2
2019-11-06 12:30:00;162;181;11;28;8;124;153;13;3
2019-11-06 12:45:00;160;192;11;30;10;121;173;7;2
2019-11-06 13:00:00;156;177;19;18;20;147;180;8;0
2019-11-06 13:15:00;169;185;22;18;17;166;165;12;0
2019-11-06 13:30:00;181;196;15;24;17;182;198;25;1
2019-11-06 13:45:00;184;192;28;29;29;173;232;32;1
2019-11-06 14:00:00;243;200;31;28;14;156;179;7;4
2019-11-06 14:15:00;306;272;18;28;14;108;147;10;1
2019-11-06 14:30:00;280;257;18;26;17;123;165;9;40
2019-11-06 14:45:00;229;238;21;28;11;142;163;9;0
2019-11-06 15:00:00;254;248;18;21;14;129;147;0;0
2019-11-06 15:15:00;268;258;17;26;16;119;141;17;0
2019-11-06 15:30:00;273;272;11;17;15;141;166;17;1
2019-11-06 15:45:00;274;263;15;18;18;138;179;20;2
2019-11-06 16:00:00;283;272;13;19;20;119;168;27;1
2019-11-06 16:15:00;271;254;28;27;18;135;170;19;4
2019-11-06 16:30:00;273;267;19;26;14;131;161;22;3
2019-11-06 16:45:00;276;254;12;27;15;130;156;3;4
2019-11-06 17:00:00;246;236;14;41;15;133;186;11;3
2019-11-06 17:15:00;229;207;10;26;12;121;139;9;5
2019-11-06 17:30:00;244;235;12;24;9;130;155;6;11
2019-11-06 17:45:00;216;219;10;22;12;127;153;10;7
2019-11-06 18:00:00;222;224;9;25;13;133;162;9;7
2019-11-06 18:15:00;178;214;7;21;4;111;146;20;1
2019-11-06 18:30:00;162;174;6;10;10;105;123;9;3
2019-11-06 18:45:00;142;141;3;16;6;124;124;10;6
2019-11-06 19:00:00;125;125;2;20;3;112;109;0;5
2019-11-06 19:15:00;122;148;1;7;3;84;92;5;0
2019-11-06 19:30:00;92;97;5;1;2;89;76;3;1
2019-11-06 19:45:00;97;101;0;4;3;73;73;1;1
2019-11-06 20:00:00;96;112;2;6;2;69;72;8;4
2019-11-06 20:15:00;84;89;1;4;4;73;76;1;0
2019-11-06 20:30:00;77;69;0;2;0;62;53;0;0
2019-11-06 20:45:00;81;79;2;2;1;87;77;0;0
2019-11-06 21:00:00;70;85;2;1;2;111;73;0;0
2019-11-06 21:15:00;57;85;1;1;2;162;107;1;0
2019-11-06 21:30:00;63;75;0;1;1;101;65;0;5
2019-11-06 21:45:00;133;140;0;0;1;79;61;0;0
2019-11-06 22:00:00;183;167;0;2;1;55;36;0;3
2019-11-06 22:15:00;138;141;2;2;2;57;44;0;3
2019-11-06 22:30:00;52;54;0;1;1;45;37;0;0
2019-11-06 22:45:00;41;41;0;0;0;48;30;0;0
2019-11-06 23:00:00;40;20;1;0;1;33;19;0;0
2019-11-06 23:15:00;30;21;0;4;0;37;19;0;0
2019-11-06 23:30:00;21;14;0;1;2;23;11;0;0
2019-11-06 23:45:00;19;23;0;0;0;20;9;0;0
