DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-02-15 00:00:00;11;3;3;2;2;3;3;0;21;0;0;0;0;0;0
2020-02-15 00:15:00;12;1;1;5;5;4;4;2;15;0;0;0;0;0;0
2020-02-15 00:30:00;13;4;4;6;6;4;2;1;6;0;0;0;0;0;0
2020-02-15 00:45:00;12;3;4;4;4;2;2;0;9;0;0;0;0;0;0
2020-02-15 01:00:00;9;5;7;1;1;2;1;0;5;0;0;0;0;0;0
2020-02-15 01:15:00;6;2;2;3;3;1;1;2;8;0;0;0;0;0;0
2020-02-15 01:30:00;7;2;3;1;1;1;1;3;6;0;0;0;0;0;0
2020-02-15 01:45:00;10;1;4;3;3;5;3;0;7;0;0;0;0;0;0
2020-02-15 02:00:00;9;2;4;2;2;2;2;0;7;0;0;0;0;0;0
2020-02-15 02:15:00;10;0;2;1;1;1;1;0;3;0;0;0;0;0;0
2020-02-15 02:30:00;4;3;4;3;3;3;2;1;3;0;0;0;0;0;0
2020-02-15 02:45:00;6;1;2;2;2;0;0;0;1;0;0;0;0;0;0
2020-02-15 03:00:00;3;1;4;2;2;3;3;0;6;0;0;0;0;0;0
2020-02-15 03:15:00;2;0;4;3;3;2;0;0;8;0;0;0;0;0;0
2020-02-15 03:30:00;2;0;1;1;0;1;1;0;3;0;0;0;0;0;0
2020-02-15 03:45:00;4;1;2;0;0;0;0;0;2;0;0;0;0;0;0
2020-02-15 04:00:00;7;1;4;2;2;0;0;1;3;0;0;0;0;0;0
2020-02-15 04:15:00;4;1;4;3;3;4;3;0;2;0;0;0;0;0;0
2020-02-15 04:30:00;8;5;7;4;3;3;3;0;3;0;0;0;0;0;0
2020-02-15 04:45:00;5;7;10;5;5;1;1;0;10;0;0;0;0;0;0
2020-02-15 05:00:00;8;20;21;0;0;0;0;2;8;0;0;0;0;0;0
2020-02-15 05:15:00;17;52;51;6;7;4;3;3;10;0;0;1;0;0;0
2020-02-15 05:30:00;14;30;33;16;16;3;2;2;12;0;0;0;0;0;0
2020-02-15 05:45:00;21;10;9;34;42;12;11;2;12;0;0;0;0;0;0
2020-02-15 06:00:00;21;6;8;41;47;14;15;0;7;0;0;0;0;0;0
2020-02-15 06:15:00;17;8;7;20;22;11;9;1;8;0;0;0;0;0;0
2020-02-15 06:30:00;10;12;12;12;12;2;1;0;21;0;0;0;0;0;0
2020-02-15 06:45:00;25;5;9;5;5;2;2;0;18;0;0;0;0;0;0
2020-02-15 07:00:00;22;8;9;11;12;2;1;0;14;0;0;0;0;0;0
2020-02-15 07:15:00;32;9;11;8;9;4;3;2;14;0;0;0;2;0;0
2020-02-15 07:30:00;34;20;19;5;5;4;4;0;19;0;0;0;0;0;0
2020-02-15 07:45:00;37;8;12;5;5;7;8;3;24;0;0;0;0;0;0
2020-02-15 08:00:00;35;11;10;16;17;4;3;0;23;0;0;0;0;0;0
2020-02-15 08:15:00;36;7;10;6;6;6;6;1;33;0;0;1;0;0;0
2020-02-15 08:30:00;62;13;16;10;10;9;9;3;31;0;0;0;0;0;0
2020-02-15 08:45:00;71;12;13;21;24;8;9;2;36;0;0;0;0;0;0
2020-02-15 09:00:00;55;9;9;11;11;13;13;1;43;0;0;0;0;0;0
2020-02-15 09:15:00;77;15;15;20;23;10;10;4;41;0;0;0;0;0;0
