DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-11-17 00:00:00;7;12;6;0;0;0;0;0
2020-11-17 00:15:00;6;3;5;0;0;0;0;0
2020-11-17 00:30:00;5;5;6;0;0;0;0;0
2020-11-17 00:45:00;4;5;5;0;0;0;0;0
2020-11-17 01:00:00;4;3;5;0;0;0;0;0
2020-11-17 01:15:00;5;0;3;0;0;0;0;0
2020-11-17 01:30:00;6;1;6;0;0;0;0;0
2020-11-17 01:45:00;3;5;6;0;0;0;0;0
2020-11-17 02:00:00;4;7;8;0;0;0;0;0
2020-11-17 02:15:00;4;8;4;0;0;0;0;0
2020-11-17 02:30:00;0;10;6;0;0;0;0;0
2020-11-17 02:45:00;2;5;3;0;0;0;0;0
2020-11-17 03:00:00;4;5;6;0;0;0;0;0
2020-11-17 03:15:00;6;5;8;0;0;0;0;0
2020-11-17 03:30:00;8;7;6;0;0;0;0;0
2020-11-17 03:45:00;5;5;5;0;0;0;0;0
2020-11-17 04:00:00;7;9;5;0;0;0;0;0
2020-11-17 04:15:00;3;10;4;0;0;0;0;0
2020-11-17 04:30:00;17;16;13;0;0;0;0;0
2020-11-17 04:45:00;10;29;30;0;0;0;0;0
2020-11-17 05:00:00;18;39;63;0;0;0;0;0
2020-11-17 05:15:00;23;56;110;0;0;0;0;0
2020-11-17 05:30:00;42;74;72;0;0;0;0;0
2020-11-17 05:45:00;98;136;53;0;0;0;0;0
2020-11-17 06:00:00;126;150;53;0;0;0;0;0
2020-11-17 06:15:00;76;119;67;0;0;0;0;0
2020-11-17 06:30:00;57;154;80;0;0;0;16;0
2020-11-17 06:45:00;67;132;71;0;0;0;1;0
2020-11-17 07:00:00;49;137;61;0;9;4;56;0
2020-11-17 07:15:00;47;140;95;0;8;5;44;10
2020-11-17 07:30:00;75;166;101;0;27;7;22;5
2020-11-17 07:45:00;81;185;95;0;25;5;21;3
2020-11-17 08:00:00;95;157;91;0;12;0;59;21
2020-11-17 08:15:00;73;144;64;0;0;2;15;0
2020-11-17 08:30:00;69;128;67;0;17;2;6;5
2020-11-17 08:45:00;61;126;73;0;9;5;4;8
2020-11-17 09:00:00;45;107;60;0;3;0;4;1
2020-11-17 09:15:00;62;105;52;0;0;4;4;0
2020-11-17 09:30:00;61;129;53;0;6;0;8;0
2020-11-17 09:45:00;44;132;70;0;2;3;1;0
2020-11-17 10:00:00;59;125;66;0;2;4;5;1
2020-11-17 10:15:00;70;134;71;0;9;4;8;5
2020-11-17 10:30:00;57;140;69;0;10;4;5;4
2020-11-17 10:45:00;54;137;66;0;8;11;6;2
2020-11-17 11:00:00;68;146;54;0;6;4;10;6
2020-11-17 11:15:00;73;134;69;0;5;6;20;1
2020-11-17 11:30:00;56;149;61;0;4;3;0;8
2020-11-17 11:45:00;79;146;73;0;15;7;8;10
2020-11-17 12:00:00;73;146;59;0;6;2;15;3
2020-11-17 12:15:00;50;151;61;0;14;1;2;4
2020-11-17 12:30:00;75;152;74;0;8;6;8;18
2020-11-17 12:45:00;60;142;69;0;19;1;3;22
2020-11-17 13:00:00;61;161;60;0;26;3;4;6
2020-11-17 13:15:00;77;168;93;0;22;1;1;20
2020-11-17 13:30:00;86;155;103;0;30;1;6;6
2020-11-17 13:45:00;80;154;101;0;10;0;1;9
2020-11-17 14:00:00;132;180;80;0;10;6;21;14
2020-11-17 14:15:00;167;209;88;0;19;2;21;24
2020-11-17 14:30:00;174;180;79;0;12;1;11;3
2020-11-17 14:45:00;121;197;80;0;5;1;2;2
2020-11-17 15:00:00;120;204;85;0;13;1;1;6
2020-11-17 15:15:00;118;197;81;0;24;3;18;10
2020-11-17 15:30:00;112;210;71;0;8;11;9;7
2020-11-17 15:45:00;117;212;86;0;51;3;23;16
2020-11-17 16:00:00;101;221;83;0;116;8;84;29
2020-11-17 16:15:00;114;238;109;0;81;6;23;49
2020-11-17 16:30:00;90;233;90;0;9;1;2;6
2020-11-17 16:45:00;107;230;85;0;12;16;5;3
2020-11-17 17:00:00;105;209;63;0;30;0;10;1
2020-11-17 17:15:00;88;211;94;0;26;1;8;26
2020-11-17 17:30:00;93;200;82;0;11;0;6;11
2020-11-17 17:45:00;89;148;69;0;11;5;2;3
2020-11-17 18:00:00;80;186;63;0;5;4;1;2
2020-11-17 18:15:00;60;153;68;0;33;2;7;20
2020-11-17 18:30:00;48;149;54;0;5;13;4;0
2020-11-17 18:45:00;55;121;45;0;23;0;0;3
2020-11-17 19:00:00;48;123;62;0;0;8;8;8
2020-11-17 19:15:00;38;133;40;0;4;0;0;3
2020-11-17 19:30:00;44;79;47;0;1;0;0;0
2020-11-17 19:45:00;37;91;29;0;1;0;0;1
2020-11-17 20:00:00;38;75;34;0;2;0;0;0
2020-11-17 20:15:00;23;78;31;0;3;0;0;2
2020-11-17 20:30:00;29;58;43;0;0;0;0;0
2020-11-17 20:45:00;24;50;42;0;0;0;0;0
2020-11-17 21:00:00;30;50;64;0;0;0;0;0
2020-11-17 21:15:00;19;56;57;0;0;0;0;0
2020-11-17 21:30:00;23;45;52;0;0;0;0;0
2020-11-17 21:45:00;66;71;48;0;0;0;0;0
2020-11-17 22:00:00;100;93;31;0;0;0;0;0
2020-11-17 22:15:00;47;50;30;0;0;0;0;0
2020-11-17 22:30:00;29;33;32;0;0;0;0;0
2020-11-17 22:45:00;14;20;19;0;0;0;0;0
2020-11-17 23:00:00;14;29;18;0;0;0;0;0
2020-11-17 23:15:00;8;15;10;0;0;0;0;0
2020-11-17 23:30:00;6;17;7;0;0;0;0;0
