DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-12-02 00:00:00;1;1;0;0;2;3;0;0
2019-12-02 00:15:00;1;2;0;0;5;0;0;0
2019-12-02 00:30:00;1;4;0;0;0;1;0;0
2019-12-02 00:45:00;1;2;0;0;4;1;0;0
2019-12-02 01:00:00;2;2;0;0;1;2;0;0
2019-12-02 01:15:00;0;0;0;0;1;1;0;0
2019-12-02 01:30:00;1;1;0;0;1;3;0;0
2019-12-02 01:45:00;1;1;0;0;1;2;0;0
2019-12-02 02:00:00;1;1;0;0;5;1;0;0
2019-12-02 02:15:00;0;0;0;0;2;1;0;0
2019-12-02 02:30:00;1;0;0;0;1;0;0;0
2019-12-02 02:45:00;1;2;0;0;0;2;0;0
2019-12-02 03:00:00;0;0;0;0;0;1;0;0
2019-12-02 03:15:00;1;0;0;0;0;1;0;0
2019-12-02 03:30:00;2;2;0;0;0;4;0;0
2019-12-02 03:45:00;0;2;0;0;4;2;0;0
2019-12-02 04:00:00;0;1;0;0;2;4;0;0
2019-12-02 04:15:00;0;0;0;0;3;8;0;0
2019-12-02 04:30:00;1;4;0;0;8;19;1;0
2019-12-02 04:45:00;4;14;0;0;18;34;3;0
2019-12-02 05:00:00;7;17;1;0;35;61;18;0
2019-12-02 05:15:00;23;43;5;0;90;122;16;0
2019-12-02 05:30:00;27;42;5;0;113;133;20;1
2019-12-02 05:45:00;26;54;0;0;71;71;15;0
2019-12-02 06:00:00;21;54;1;0;47;41;19;4
2019-12-02 06:15:00;25;83;4;0;67;44;12;1
2019-12-02 06:30:00;49;107;0;0;85;68;10;4
2019-12-02 06:45:00;44;119;4;0;74;57;13;0
2019-12-02 07:00:00;43;96;6;0;68;59;10;0
2019-12-02 07:15:00;62;100;5;0;81;79;15;0
2019-12-02 07:30:00;65;116;10;0;81;54;32;0
2019-12-02 07:45:00;63;118;10;0;82;63;13;1
2019-12-02 08:00:00;71;97;8;0;53;81;10;0
2019-12-02 08:15:00;70;114;6;0;74;64;25;1
2019-12-02 08:30:00;54;80;11;0;51;50;9;0
2019-12-02 08:45:00;53;74;11;0;42;44;14;3
2019-12-02 09:00:00;35;59;7;0;37;38;5;2
2019-12-02 09:15:00;37;61;10;0;39;26;3;1
2019-12-02 09:30:00;38;58;13;0;47;38;2;0
2019-12-02 09:45:00;43;61;11;0;41;38;7;7
2019-12-02 10:00:00;43;59;13;0;35;51;7;5
2019-12-02 10:15:00;33;41;8;0;41;41;1;2
2019-12-02 10:30:00;27;45;11;0;48;49;1;6
2019-12-02 10:45:00;40;58;11;0;30;38;0;0
2019-12-02 11:00:00;31;50;14;0;44;34;4;3
2019-12-02 11:15:00;43;58;17;0;51;52;3;5
2019-12-02 11:30:00;41;61;12;0;53;36;3;2
2019-12-02 11:45:00;48;47;10;0;62;32;5;23
2019-12-02 12:00:00;33;45;13;0;42;32;2;14
2019-12-02 12:15:00;36;50;13;0;44;41;3;7
2019-12-02 12:30:00;37;50;13;0;51;39;3;13
2019-12-02 12:45:00;56;60;12;0;49;55;11;11
2019-12-02 13:00:00;50;56;14;0;48;75;6;7
2019-12-02 13:15:00;39;53;9;0;84;87;12;10
2019-12-02 13:30:00;69;72;19;0;113;97;16;10
2019-12-02 13:45:00;80;87;16;0;83;102;18;4
2019-12-02 14:00:00;106;132;11;0;67;67;13;19
2019-12-02 14:15:00;133;180;13;0;71;46;0;18
2019-12-02 14:30:00;113;135;9;0;51;47;0;20
2019-12-02 14:45:00;55;76;14;0;57;54;0;25
2019-12-02 15:00:00;60;68;8;0;63;36;0;14
2019-12-02 15:15:00;80;89;16;0;94;65;0;14
2019-12-02 15:30:00;70;75;14;0;65;54;0;10
2019-12-02 15:45:00;74;65;9;0;65;44;12;23
2019-12-02 16:00:00;66;74;8;0;73;60;0;9
2019-12-02 16:15:00;78;84;12;0;93;75;0;24
2019-12-02 16:30:00;72;80;14;0;72;42;1;18
2019-12-02 16:45:00;74;88;13;0;86;61;1;13
2019-12-02 17:00:00;57;61;9;0;59;49;0;18
2019-12-02 17:15:00;54;63;6;0;81;55;1;17
2019-12-02 17:30:00;60;87;11;0;61;47;0;5
2019-12-02 17:45:00;64;55;8;0;59;41;0;6
2019-12-02 18:00:00;58;66;10;0;47;33;0;10
2019-12-02 18:15:00;35;37;8;0;42;30;2;6
2019-12-02 18:30:00;34;44;10;0;35;22;4;4
2019-12-02 18:45:00;35;38;7;0;42;22;6;6
2019-12-02 19:00:00;23;28;2;0;34;19;0;6
2019-12-02 19:15:00;24;33;1;0;30;10;0;1
2019-12-02 19:30:00;18;30;3;0;21;13;6;0
2019-12-02 19:45:00;18;22;6;0;29;18;0;0
2019-12-02 20:00:00;10;24;1;0;21;12;0;0
2019-12-02 20:15:00;12;17;4;0;27;16;0;3
2019-12-02 20:30:00;18;18;2;0;23;27;2;0
2019-12-02 20:45:00;9;23;1;0;29;46;22;1
2019-12-02 21:00:00;16;28;2;0;50;91;27;0
2019-12-02 21:15:00;15;27;3;0;71;116;28;1
2019-12-02 21:30:00;25;35;2;0;47;66;14;14
2019-12-02 21:45:00;68;104;9;0;29;43;3;40
2019-12-02 22:00:00;77;127;10;0;46;29;2;16
2019-12-02 22:15:00;26;35;2;0;23;15;1;3
2019-12-02 22:30:00;15;10;4;0;17;3;0;0
2019-12-02 22:45:00;8;5;2;0;11;3;0;0
2019-12-02 23:00:00;6;4;0;0;4;8;0;0
2019-12-02 23:15:00;1;3;0;0;5;6;0;0
2019-12-02 23:30:00;8;1;0;0;2;0;0;0
2019-12-02 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
